"Object", "Type", "Subtype", "Key", "elementContent"
"objectName", "", "", "", " couverts"
"objectName", "produit", "éparco", "persil", " persil"
"objectName", "mets", "", "pot-au-feu", " pot-au-feu"
"objectName", "ingrédient", "féculent", "pâte", " pâtes d'Italie"
"objectName", "ingrédient", "féculent", "tapioca", " tapioca"
"objectName", "ingrédient", "", "ingrédient", "Ingrédients"
"objectName", "", "", "", "PERSIL"
"objectName", "mets", "", "pot-au-feu", "POT-AU-FEU"
"objectName", "mets", "", "aliment", "aliments"
"objectName", "", "", "", "arbuste"
"objectName", "", "", "", "assiettes"
"objectName", "mets", "", "potage aux pâtes d'Italie", "aux pâtes d'Italie"
"objectName", "boisson", "", "bière", "bière,"
"objectName", "mets", "", "bouilli", "bouilli"
"objectName", "mets", "", "bouilli", "bouilli"
"objectName", "mets", "", "bouillon", "bouillon"
"objectName", "mets", "", "bouillon", "bouillon"
"objectName", "mets", "", "bouillon", "bouillon"
"objectName", "mets", "", "bouillon", "bouillon"
"objectName", "mets", "", "bouillon", "bouillon"
"objectName", "ingrédient", "carné", "bœuf", "bœuf"
"objectName", "", "", "", "carafes d’eau fraîche"
"objectName", "ingrédient", "éparco", "caramel", "caramel"
"objectName", "ingrédient", "légume", "carotte", "carottes"
"objectName", "ingrédient", "éparco", "clou de girofle", "clous de girofle"
"objectName", "", "", "", "compotiers"
"objectName", "ingrédient", "éparco", "cosses de pois séchées", "cosses de pois séchées au four"
"objectName", "", "", "", "couteau"
"objectName", "", "", "", "couvert"
"objectName", "", "", "", "couvert"
"objectName", "", "", "", "cuiller"
"objectName", "", "", "", "cuisine"
"objectName", "", "", "", "dessert"
"objectName", "", "", "", "deux assiettes"
"objectName", "ingrédient", "", "eau", "eau"
"objectName", "", "", "", "feuilles"
"objectName", "", "", "", "feuilles de vigne"
"objectName", "", "", "", "fourchette"
"objectName", "", "", "", "fruits"
"objectName", "", "", "", "fruits"
"objectName", "ingrédient", "éparco", "ail", "gousse d'ail"
"objectName", "ingrédient", "", "ingrédient", "ingrédients"
"objectName", "", "", "", "les fruits"
"objectName", "ingrédient", "légume", "légume", "légumes"
"objectName", "ingrédient", "légume", "légume", "légumes"
"objectName", "ingrédient", "légume", "légume", "légumes"
"objectName", "ingrédient", "légume", "légume", "légumes "
"objectName", "mets", "", "mets", "mets"
"objectName", "", "", "", "mousse"
"objectName", "", "", "", "nappe"
"objectName", "ingrédient", "légume", "navet", "navet fendus en deux"
"objectName", "", "", "", "pain"
"objectName", "", "", "", "persil"
"objectName", "", "", "", "persil"
"objectName", "", "", "", "persil"
"objectName", "", "", "", "persil"
"objectName", "", "", "", "persil"
"objectName", "ingrédient", "éparco", "persil", "persil"
"objectName", "", "", "", "plante"
"objectName", "", "", "", "plante"
"objectName", "", "", "", "plante potagère"
"objectName", "produit", "éparco", "persil", "plante potagère"
"objectName", "", "", "", "mets"
"objectName", "mets", "", "pot-au-feu", "mets"
"objectName", "", "", "", "plateau"
"objectName", "", "", "", "plats"
"objectName", "", "", "", "plats"
"objectName", "mets", "", "mets", "plats"
"objectName", "", "", "", "plats d'une forme particulière"
"objectName", "ingrédient", "légume", "poireau", "poireau ficelé et également fendu"
"objectName", "ustensile", "", "pot", "pot"
"objectName", "mets", "", "pot-au-feu", "pot-au-feu"
"objectName", "mets", "", "pot-au-feu", "pot-au-feu"
"objectName", "mets", "", "pot-au-feu", "pot-au-feu"
"objectName", "mets", "", "pot-au-feu", "pot-au-feu"
"objectName", "mets", "", "pot-au-feu", "pot-au-feu"
"objectName", "mets", "", "pot-au-feu", "pot-au-feu"
"objectName", "mets", "", "potage au tapioca", "potage au tapioca"
"objectName", "", "", "", "repas"
"objectName", "", "", "", "saladier"
"objectName", "", "", "", "salières"
"objectName", "", "", "", "sauces "
"objectName", "ingrédient", "éparco", "sel", "sel"
"objectName", "produit", "éparco", "sel", "sel"
"objectName", "produit", "éparco", "sel", "sel"
"objectName", "", "", "", "serviette"
"objectName", "", "", "", "serviette"
"objectName", "mets", "", "soupe", "soupe"
"objectName", "mets", "", "soupe", "soupe"
"objectName", "mets", "", "soupe grasse", "soupe grasse"
"objectName", "", "", "", "soupière"
"objectName", "", "", "", "table"
"objectName", "", "", "", "table"
"objectName", "ingrédient", "légume", "chou", "tête de chou"
"objectName", "", "", "", "verre"
"objectName", "", "", "", "verres"
"objectName", "", "", "", "verres à boire"
"objectName", "ingrédient", "carné", "viande", "viande"
"objectName", "ingrédient", "carné", "viande", "viande"
"objectName", "ingrédient", "carné", "bœuf", "viande de bœuf"
"objectName", "", "", "", "vin"
"objectName", "ingrédient", "carné", "écume", "écume"
