"Object", "Type", "Subtype", "Key", "elementContent"
"objectName", "mets", "", "flan", "Flan"
"objectName", "ingrédient", "légume", "garniture", "Garniture"
"objectName", "", "", "", "PORC"
"objectName", "mets", "", "rôti", "RÔTIS"
"objectName", "mets", "", "tarte", "Tarte"
"objectName", "mets", "", "andouille", "andouilles"
"objectName", "ingrédient", "carné", "graisse de porc", "assaisonnements"
"objectName", "ingrédient", "éparco", "assaisonnement", "assaisonnements"
"objectName", "ingrédient", "laitier", "beurre", "beurre"
"objectName", "mets", "", "boudin", "boudin"
"objectName", "ingrédient", "", "bouillon", "bouillon"
"objectName", "produit", "fabriqué", "brosse", "brosses fines"
"objectName", "ingrédient", "carné", "bœuf", "bœuf"
"objectName", "boisson", "", "café", "café"
"objectName", "", "", "", "carottes"
"objectName", "ingrédient", "légume", "carotte", "carottes"
"objectName", "mets", "", "cervelas", "cervelas"
"objectName", "", "", "", "chair"
"objectName", "produit", "carné", "porc", "chair"
"objectName", "produit", "carné", "porc", "chair"
"objectName", "produit", "carné", "porc", "cochon"
"objectName", "produit", "carné", "porc", "cochon de lait"
"objectName", "", "", "", "cresson"
"objectName", "ingrédient", "", "crème", "crème"
"objectName", "ustensile", "", "cuiller", "cuiller"
"objectName", "ingrédient", "carné", "cuissot", "cuissots"
"objectName", "mets", "", "côtelette", "côtelettes"
"objectName", "", "", "", "drèches"
"objectName", "ustensile", "", "feu", "feu"
"objectName", "ustensile", "", "feu", "feu"
"objectName", "ustensile", "", "feu", "feu"
"objectName", "ustensile", "", "feu", "feu vif;"
"objectName", "ingrédient", "carné", "porc", "filet de porc"
"objectName", "mets", "", "flan", "flans"
"objectName", "ustensile", "", "fourchette", "fourchettes"
"objectName", "mets", "", "fromage de cochon", "fromage de cochon"
"objectName", "mets", "", "galantine de cochbon de lait", "galantine de cochon de lait"
"objectName", "", "", "", "glutens"
"objectName", "", "", "", "graisse"
"objectName", "ingrédient", "carné", "graisse", "graisse"
"objectName", "ingrédient", "carné", "graisse de porc", "graisse"
"objectName", "produit", "carné", "lard", "graisse"
"objectName", "produit", "carné", "porc", "graisse"
"objectName", "produit", "carné", "lard", "graisse de porc"
"objectName", "ingrédient", "carné", "hure de porc", "hure"
"objectName", "produit", "carné", "jambon", "jambons"
"objectName", "ingrédient", "carné", "jus", "jus"
"objectName", "ingrédient", "carné", "jus", "jus de la viande,"
"objectName", "ingrédient", "carné", "langue de porc>", "langue"
"objectName", "produit", "carné", "lard", "lard"
"objectName", "produit", "carné", "lard", "lard"
"objectName", "produit", "carné", "porc", "lard"
"objectName", "ustensile", "", "lèchefrite", "lèchefrite"
"objectName", "ustensile", "", "lèchefriute", "lèchefrite"
"objectName", "", "", "", "légumes"
"objectName", "mets", "", "légume", "légumes"
"objectName", "", "", "", "mets"
"objectName", "mets", "", "met", "mets"
"objectName", "ingrédient", "carné", "morceau", "morceau"
"objectName", "ingrédient", "carné", "mouton", "mouton"
"objectName", "", "", "", "orge"
"objectName", "ingrédient", "carné", "pied de porc", "pieds"
"objectName", "produit", "fabriqué", "pinceau", "pinceaux"
"objectName", "", "", "", "mets"
"objectName", "ustensile", "", "mets", "mets"
"objectName", "ustensile", "", "mets", "mets"
"objectName", "ustensile", "", "mets", "mets"
"objectName", "produit", "", "mets", "plats"
"objectName", "", "", "", "pommes de terre"
"objectName", "ingrédient", "légume", "", "pommes de terre"
"objectName", "", "", "", "porc"
"objectName", "", "", "", "porc"
"objectName", "", "", "", "porc"
"objectName", "ingrédient", "carné", "porc", "porc"
"objectName", "produit", "carné", "porc", "porc"
"objectName", "produit", "carné", "porc", "porc"
"objectName", "produit", "carné", "porc", "porc"
"objectName", "produit", "carné", "porc", "porc"
"objectName", "", "", "", "porc sauvage"
"objectName", "", "", "", "porcs"
"objectName", "", "", "", "porcs"
"objectName", "", "", "", "porcs"
"objectName", "mets", "", "ragoût", "ragoût"
"objectName", "ingrédient", "carné", "rognons de porc", "rognons"
"objectName", "mets", "", "rôti", "rôti"
"objectName", "mets", "", "rôti", "rôti"
"objectName", "mets", "", "rôti", "rôti"
"objectName", "mets", "", "rôti", "rôti"
"objectName", "mets", "", "rôti de porc", "rôti"
"objectName", "mets", "", "rôti de porc", "rôti"
"objectName", "mets", "", "rôti de porc", "rôti"
"objectName", "mets", "", "rôti", "rôtis"
"objectName", "mets", "", "rôti", "rôtis"
"objectName", "mets", "", "rôti", "rôtis"
"objectName", "produit", "carné", "saindoux", "saindoux"
"objectName", "ingrédient", "carné", "sang", "sang"
"objectName", "produit", "carné", "porc", "sang"
"objectName", "", "", "", "sanglier"
"objectName", "", "", "", "sanglier"
"objectName", "", "", "", "sanglier"
"objectName", "", "", "", "sarrasin"
"objectName", "mets", "", "saucisse", "saucisses"
"objectName", "ustensile", "", "saucière", "saucière"
"objectName", "ustensile", "", "saucière", "saucière"
"objectName", "ingrédient", "éparco", "sel", "sel"
"objectName", "produit", "", "", "soies du porc"
"objectName", "ustensile", "", "table", "table"
"objectName", "ingrédient", "carné", "veau", "veau"
"objectName", "ingrédient", "carné", "veau", "veau"
"objectName", "", "", "", "viande"
"objectName", "ingrédient", "carné", "viande", "viande"
"objectName", "produit", "carné", "porc", "viande de porc"
"objectName", "produit", "carné", "porc", "viande de porc"
"objectName", "ingrédient", "carné", "viande hâchée de porc", "viande hachée"
"objectName", "ingrédient", "carné", "viande", "viandes"
