"Object", "Type", "Subtype", "Key", "elementContent"
"objectName", "", "", "", "groseilles"
"objectName", "ingrédient", "féculent", "gruau", "gruau"
"objectName", "mets", "", "haricots", "haricots"
"objectName", "", "", "", "huile"
"objectName", "", "", "", "huilier"
"objectName", "", "", "", "huilier"
"objectName", "", "", "", "jus"
"objectName", "ingrédient", "éparco", "oignon", "l'oignon"
"objectName", "ingrédient", "", "lard", "lard"
"objectName", "ingrédient", "carné", "lard de poitrine", "lard de poitrine"
"objectName", "", "", "", "lentilles"
"objectName", "", "", "", "lessive"
"objectName", "ingrédient", "", "longue sauce", "longue sauce"
"objectName", "ingrédient", "légume", "légume", "légumes"
"objectName", "", "", "", "marmite"
"objectName", "ustensile", "", "marmite", "marmite"
"objectName", "ustensile", "", "marmite", "marmite"
"objectName", "", "", "", "menu"
"objectName", "", "", "", "menu"
"objectName", "", "", "", "menu de repas"
"objectName", "mets", "", "met", "mets"
"objectName", "ingrédient", "carné", "bouilli", "morceau de bouilli"
"objectName", "produit", "animal", "moule", "moule"
"objectName", "produit", "animal", "moule", "moule"
"objectName", "ingrédient", "poisson", "moule", "moules"
"objectName", "produit", "animal", "moule", "moules"
"objectName", "mets", "", "nourriture des bestiaux", "nourriture des bestiaux"
"objectName", "ingrédient", "éparco", "oignon", "oignons"
"objectName", "ingrédient", "éparco", "oignon", "oignons"
"objectName", "mets", "", "omlette", "omelettes"
"objectName", "", "", "", "passoire"
"objectName", "", "", "", "passoire"
"objectName", "ingrédient", "éparco", "persil", "persil"
"objectName", "ingrédient", "éparco", "persil", "persil"
"objectName", "ingrédient", "éparco", "persil", "persil"
"objectName", "ingrédient", "éparco", "persil", "persil hachés"
"objectName", "mets", "", "mets", "mets"
"objectName", "ustensile", "", "mets", "mets"
"objectName", "", "", "", "pois"
"objectName", "ingrédient", "éparco", "poivre", "poivre"
"objectName", "ingrédient", "éparco", "poivre", "poivre"
"objectName", "mets", "", "potage", "pommes de terre"
"objectName", "mets", "", "pot-au-feu", "pot-au-feu"
"objectName", "mets", "", "potage", "potage"
"objectName", "mets", "", "potage", "potage"
"objectName", "mets", "", "potage au pain", "potage au pain"
"objectName", "mets", "", "potage de poireaux", "potage de poireaux"
"objectName", "ustensile", "", "poêle", "poèle"
"objectName", "", "", "", "poêle"
"objectName", "", "", "", "poêle"
"objectName", "ustensile", "", "poêle", "poêle"
"objectName", "ustensile", "", "poêle", "poêles"
"objectName", "", "", "", "poêlon"
"objectName", "", "", "", "poêlon"
"objectName", "ustensile", "", "poêlon", "poêlon"
"objectName", "ustensile", "", "poêlon", "poêlons"
"objectName", "", "", "", "purée"
"objectName", "mets", "", "purée de pommes de terre", "purée de pommes de terre"
"objectName", "ingrédient", "féculent", "pâte", "pâtes"
"objectName", "mets", "", "ragoût", "ragoût"
"objectName", "", "", "", "repas"
"objectName", "mets", "", "restes", "restes"
"objectName", "mets", "", "rôti de mouton", "rôti de mouton"
"objectName", "", "", "", "rôtissoire"
"objectName", "", "", "", "rôtissoire"
"objectName", "", "", "", "rôtissoire"
"objectName", "", "", "", "salière"
"objectName", "", "", "", "salière"
"objectName", "ingrédient", "", "sauce", "sauce"
"objectName", "", "", "", "sel"
"objectName", "", "", "", "sel"
"objectName", "ingrédient", "éparco", "sel", "sel"
"objectName", "mets", "", "soupe aux choux", "soupe aux choux"
"objectName", "ustensile", "", "soupière", "soupière"
"objectName", "ingrédient", "féculent", "substance alimentaire", "substance alimentaire"
"objectName", "", "", "", "table"
"objectName", "", "", "", "table"
"objectName", "ingrédient", "féculent", "tapioca", "tapioca"
"objectName", "mets", "", "potage au tapioca", "tapioca"
"objectName", "ingrédient", "carné", "tranche de bouilli frite", "tranches de bouilli frites"
"objectName", "ingrédient", "carné", "tranches de bœuf", "tranches de bœuf"
"objectName", "ingrédient", "féculent", "pain", "tranches de pain"
"objectName", "", "", "", "ustensile"
"objectName", "", "", "", "ustensile de cuisine"
"objectName", "", "", "", "ustensile de cuisine"
"objectName", "", "", "", "ustensile de cuisine"
"objectName", "", "", "", "ustensile de cuisine"
"objectName", "", "", "", "ustensile de ménage"
"objectName", "ustensile", "", "ustensile", "ustensiles"
"objectName", "ustensile", "", "ustensile de cuisine", "ustensiles de cuisine"
"objectName", "ustensile", "", "ustensile en fer battu", "ustensiles en fer battu"
"objectName", "ustensile", "", "ustensile de cuisine", "ustensilesde cuisine"
"objectName", "", "", "", "ustenssiles de cuisine"
"objectName", "", "", "", "vaisselle"
"objectName", "", "", "", "vaisselle"
"objectName", "ingrédient", "féculent", "vermicelle", "vermicelle"
"objectName", "ingrédient", "féculent", "vermicelle", "vermicelle"
"objectName", "mets", "", "potage au vermicelle", "vermicelle"
"objectName", "", "", "", "viande"
"objectName", "", "", "", "vinaigre"
"objectName", "", "", "", "écumoire"
"objectName", "", "", "", "écumoire"
"objectName", "ingrédient", "éparco", "épice", "épices"
