"Object", "Type", "Subtype", "Key", "elementContent"
"objectName", "mets", "", "boudin", "BOUDIN"
"objectName", "produit", "carné", "porc", "Cochon"
"objectName", "produit", "carné", "porc", "Cochon de lait"
"objectName", "produit", "fruit", "gland", "Glandée>"
"objectName", "mets", "", "jambon", "JAMBON"
"objectName", "mets", "", "saucisse", "SAUCISSES"
"objectName", "mets", "", "porc salé", "VIANDE DE PORC"
"objectName", "", "", "", "aliments"
"objectName", "", "", "", "aliments"
"objectName", "mets", "", "", "aliments"
"objectName", "mets", "", "aliment", "aliments"
"objectName", "mets", "", "andouille", "andouilles"
"objectName", "", "", "", "assiette"
"objectName", "mets", "", "boudin", "boudin"
"objectName", "mets", "", "boudin", "boudin"
"objectName", "mets", "", "boudin", "boudin"
"objectName", "produit", "carné", "boudin", "boudin"
"objectName", "mets", "", "boudin", "boudins"
"objectName", "ingrédient", "carné", "boyau de porc", "boyaux"
"objectName", "ingrédient", "carné", "boyau de porc", "boyaux de porc"
"objectName", "ustensile", "", "broche", "broche"
"objectName", "ustensile", "", "brosse", "brosse douce de chiendent"
"objectName", "ustensile", "", "caillou", "cailloux"
"objectName", "ustensile", "", "casserole", "casserole"
"objectName", "mets", "", "cervelas", "cervelas"
"objectName", "ingrédient", "carné", "porc", "chair"
"objectName", "ingrédient", "carné", "porc", "chair"
"objectName", "mets", "", "porc", "chair"
"objectName", "produit", "carné", "", "charcuterie"
"objectName", "produit", "carné", "charcuterie", "charcuterie"
"objectName", "ustensile", "", "cheminée", "cheminée"
"objectName", "", "", "", "cochon"
"objectName", "produit", "carné", "porc", "cochon"
"objectName", "mets", "", "porc", "cochon de lait rôti"
"objectName", "produit", "carné", "porc", "cochons"
"objectName", "produit", "carné", "porc", "cochons"
"objectName", "produit", "carné", "porc", "cochons"
"objectName", "produit", "carné", "porc", "cochons"
"objectName", "produit", "carné", "porc", "cochons de lait"
"objectName", "produit", "carné", "porc", "cochons de lait"
"objectName", "produit", "carné", "porc", "cochons de lait"
"objectName", "mets", "", "porc", "cochons rôtis"
"objectName", "ingrédient", "laitier", "crème", "crème"
"objectName", "ustensile", "", "eau", "eau"
"objectName", "ustensile", "", "eau", "eau"
"objectName", "ustensile", "", "eau", "eau bouillante"
"objectName", "", "", "", "enfants"
"objectName", "", "", "", "estomac"
"objectName", "", "", "", "estomacs"
"objectName", "ingrédient", "carné", "panne de cochon", "fibres"
"objectName", "ustensile", "", "four", "four"
"objectName", "", "", "", "friandises"
"objectName", "mets", "", "fromage de tête", "fromage à la tête de cochon"
"objectName", "mets", "", "galantine", "galantines"
"objectName", "produit", "fruit", "gland", "glands"
"objectName", "produit", "fruit", "gland", "glandée"
"objectName", "", "", "", "gourmand"
"objectName", "", "", "", "gourmands"
"objectName", "ingrédient", "éparco", "grain de genièvre", "grains de genièvre"
"objectName", "ustensile", "", "gril", "gril"
"objectName", "ingrédient", "carné", "jambon", "jambon"
"objectName", "ingrédient", "carné", "jambon", "jambon"
"objectName", "ingrédient", "carné", "jambon", "jambon"
"objectName", "produit", "carné", "jambon", "jambon"
"objectName", "mets", "", "jambonneau", "jambonneaux"
"objectName", "mets", "", "jambon", "jambons"
"objectName", "mets", "", "jambon", "jambons"
"objectName", "", "", "", "jardins fruitiers"
"objectName", "ingrédient", "carné", "lard", "lard"
"objectName", "ingrédient", "carné", "lard", "lard"
"objectName", "produit", "carné", "lard", "lard"
"objectName", "ingrédient", "éparco", "laurier", "laurier"
"objectName", "", "", "", "mets"
"objectName", "mets", "", "met", "mets"
"objectName", "ingrédient", "éparco", "oignon", "oignons"
"objectName", "", "", "", "paniers"
"objectName", "ingrédient", "carné", "panne de cochon", "panne"
"objectName", "mets", "", "porc", "peau"
"objectName", "ingrédient", "éparco", "persil", "persil"
"objectName", "mets", "", "pied de cochon", "pieds de cochon"
"objectName", "ustensile", "", "poid", "poids"
"objectName", "ingrédient", "éparco", "poivre", "poivre"
"objectName", "ingrédient", "éparco", "poivre", "poivre"
"objectName", "ingrédient", "carné", "porc", "porc"
"objectName", "mets", "", "porc salé", "porc salé"
"objectName", "produit", "carné", "porc salé", "porc salé"
"objectName", "produit", "carné", "porc", "porcs"
"objectName", "", "", "", "repas"
"objectName", "mets", "", "rillon", "rillons"
"objectName", "mets", "", "rôti de porc", "rôti"
"objectName", "ustensile", "", "rôtissoire", "rôtissoire"
"objectName", "ingrédient", "carné", "saindoux", "saindoux"
"objectName", "produit", "carné", "saindoux", "saindoux"
"objectName", "ustensile", "", "saloir", "saloir"
"objectName", "ustensile", "", "saloir", "saloir"
"objectName", "ingrédient", "éparco", "salpêtre", "salpêtre en poudre"
"objectName", "ingrédient", "carné", "sang", "sang"
"objectName", "ingrédient", "carné", "sang", "sang"
"objectName", "ingrédient", "carné", "sang", "sang"
"objectName", "mets", "", "saucisse", "saucisse"
"objectName", "mets", "", "saucisses", "saucisses"
"objectName", "produit", "carné", "saucisson", "saucisson"
"objectName", "mets", "", "saucisson", "saucissons"
"objectName", "ingrédient", "éparco", "sauge", "sauge"
"objectName", "ingrédient", "éparco", "saumure", "saumure"
"objectName", "ingrédient", "éparco", "saumure", "saumure"
"objectName", "ingrédient", "éparco", "saumure", "saumure"
"objectName", "ingrédient", "éparco", "sel", "sel"
"objectName", "ingrédient", "éparco", "sel", "sel"
"objectName", "ingrédient", "éparco", "sel", "sel"
"objectName", "", "", "", "siège"
"objectName", "ustensile", "", "terrine", "terrine"
"objectName", "ustensile", "", "terrine", "terrine"
"objectName", "ingrédient", "éparco", "thym", "thym"
"objectName", "ingrédient", "carné", "porc", "toilette de porc"
"objectName", "ustensile", "", "tournebroche", "tournebroche"
"objectName", "produit", "animal", "", "truie"
"objectName", "ustensile", "", "vase de bois", "vase de bois"
"objectName", "ingrédient", "carné", "porc", "viande"
"objectName", "mets", "", "porc salé", "viande"
"objectName", "ingrédient", "carné", "porc", "viande cuite de porc"
"objectName", "", "", "porc", "viande de porc"
"objectName", "", "", "porc", "viande de porc"
"objectName", "ingrédient", "carné", "porc", "viande de porc"
"objectName", "ingrédient", "carné", "porc", "viande de porc"
"objectName", "mets", "", "porc", "viande de porc"
"objectName", "ingrédient", "éparco", "vinaigre", "vinaigre"
"objectName", "ingrédient", "éparco", "épice", "épices"
"objectName", "ingrédient", "éparco", "épice", "épices"
"objectName", "ustensile", "", "épingle", "épingle"
