"Object", "Type", "Subtype", "Key", "elementContent"
"objectName", "produit", "animal", "poule", ">poules"
"objectName", "produit", "animal", "poule de Conchinchine", "Poules de Cochinchine"
"objectName", "produit", "animal", "poule de Houdan", "Poules de Houdan"
"objectName", "", "", "", "aile"
"objectName", "mets", "", "poulet rôti", "aile"
"objectName", "", "", "", "blanc"
"objectName", "mets", "", "poulet rôti", "blancs"
"objectName", "produit", "animal", "poule brahmapoutre", "brahmapoutre"
"objectName", "produit", "animal", "poule brahmapoutre", "brahmapoutres"
"objectName", "produit", "animal", "poule bressane", "bressane"
"objectName", "produit", "animal", "poule bressane", "bressans"
"objectName", "produit", "animal", "poule campine", "campines"
"objectName", "produit", "animal", "poule campine", "campines"
"objectName", "mets", "", "poulet rôti", "carcasse"
"objectName", "mets", "", "poulet rôti", "carcasse"
"objectName", "produit", "animal", "poule de Conchinchine", "cochinchine"
"objectName", "produit", "animal", "poule de Cochinchine", "cochinchines"
"objectName", "produit", "animal", "poule de Conchinchine", "cochinchines"
"objectName", "produit", "animal", "coq", "coqs"
"objectName", "produit", "animal", "coq", "coqs"
"objectName", "ingrédient", "légume", "cresson", "cresson"
"objectName", "mets", "", "poulet rôti", "croupion"
"objectName", "mets", "", "poulet rôti", "croupion"
"objectName", "produit", "animal", "poule crèvecœur", "crèvecœurs"
"objectName", "produit", "animal", "poule crèvecœur", "crèvecœurs"
"objectName", "mets", "", "poulet rôti", "cuisse"
"objectName", "mets", "", "poulet rôti", "cuisse"
"objectName", "produit", "animal", "poule dorking", "dorkings"
"objectName", "produit", "animal", "poule dorking", "dorkings"
"objectName", "", "", "", "eau"
"objectName", "produit", "végétal", "grain", "grain"
"objectName", "produit", "animal", "poule de Houdan", "houdans"
"objectName", "produit", "animal", "poule de Houdan", "houdans"
"objectName", "produit", "animal", "poule de Houdan", "houdans"
"objectName", "", "", "", "lait"
"objectName", "", "", "", "mie de pain"
"objectName", "mets", "", "poulet rôti", "morceau"
"objectName", "mets", "", "poulet rôti", "morceaux"
"objectName", "mets", "", "poulet rôti", "morceaux"
"objectName", "produit", "", "", "nourriture"
"objectName", "ustensile", "", "mets", "mets"
"objectName", "ustensile", "", "", "plat garni"
"objectName", "ustensile", "", "poulailler", "poulailler"
"objectName", "produit", "animal", "poularde", "poulardes"
"objectName", "produit", "animal", "poule", "poules"
"objectName", "produit", "animal", "poule", "poules"
"objectName", "produit", "animal", "poule", "poules"
"objectName", "produit", "animal", "poule", "poules"
"objectName", "mets", "", "poulet rôti", "poulet rôti"
"objectName", "mets", "", "poulet rôti", "poulet rôti"
"objectName", "produit", "animal", "poulet", "poulets"
"objectName", "produit", "animal", "poule de Houdan", "race de Houdan"
"objectName", "mets", "", "poulet rôti", "sot-l'y laisse"
"objectName", "produit", "animal", "poule", "volatile"
"objectName", "produit", "animal", "œuf", "œufs"
