chap029,Object," ""Type"""," ""Subtype"""," ""Key"""," ""elementContent"""
chap029,objectName," """""," """""," """""," """""
chap029,objectName," """""," """""," """""," """""
chap029,objectName," """""," """""," """""," """""
chap029,objectName," """""," """""," """""," """""
chap029,objectName," """""," """""," """""," """""
chap029,objectName," """""," """""," ""fromage"""," """""
chap029,objectName," ""produit"""," ""laitier"""," ""baratte"""," "" baratte"""
chap029,objectName," ""produit"""," ""laitier"""," ""BEURRE"""," ""BEURRE"""
chap029,objectName," """""," """""," """""," ""Brie"""
chap029,objectName," ""produit"""," ""laitier"""," ""CRÈME"""," ""CRÈME"""
chap029,objectName," """""," """""," """""," ""Camembert"""
chap029,objectName," """""," """""," """""," ""FROMAGE"""
chap029,objectName," """""," """""," """""," ""Neufchâtel"""
chap029,objectName," """""," """""," """""," ""Rollot"""
chap029,objectName," """""," """""," """""," ""aliment"""
chap029,objectName," ""produit"""," ""laitier"""," ""CRÈME"""," ""aliment"""
chap029,objectName," ""ustensile"""," """""," ""baratte"""," ""baratte"""
chap029,objectName," ""ustensile"""," """""," ""bat-beurre"""," ""bat-beurre"""
chap029,objectName," """""," """""," """""," ""beurre"""
chap029,objectName," """""," """""," """""," ""beurre"""
chap029,objectName," ""ingrédient"""," ""laitier"""," ""beurre"""," ""beurre"""
chap029,objectName," ""produit"""," ""laitier"""," ""beurre"""," ""beurre"""
chap029,objectName," ""produit"""," ""laitier"""," ""beurre"""," ""beurre"""
chap029,objectName," ""produit"""," ""laitier"""," ""beurre"""," ""beurre"""
chap029,objectName," ""produit"""," ""laitier"""," ""beurre"""," ""beurre"""
chap029,objectName," ""produit"""," ""laitier"""," ""beurre"""," ""beurre"""
chap029,objectName," """""," """""," """""," ""bâton"""
chap029,objectName," ""produit"""," ""animal"""," ""bétail"""," ""bétail"""
chap029,objectName," """""," """""," """""," ""caillé"""
chap029,objectName," ""ustensile"""," """""," ""couvercle"""," ""couvercle"""
chap029,objectName," ""ustensile"""," """""," ""couvert"""," ""couvert"""
chap029,objectName," """""," """""," """""," ""crème"""
chap029,objectName," """""," """""," """""," ""crème"""
chap029,objectName," """""," """""," """""," ""crème"""
chap029,objectName," ""ingrédient"""," ""laitier"""," ""crème"""," ""crème"""
chap029,objectName," ""ingrédient"""," ""laitier"""," ""crème"""," ""crème"""
chap029,objectName," ""ingrédient"""," ""laitier"""," ""crème"""," ""crème"""
chap029,objectName," ""produit"""," ""laitier"""," ""crème"""," ""crème"""
chap029,objectName," ""produit"""," ""laitier"""," ""crème"""," ""crème"""
chap029,objectName," ""produit"""," ""laitier"""," ""crème"""," ""crème"""
chap029,objectName," ""ustensile"""," """""," ""cuillères"""," ""cuillères"""
chap029,objectName," """""," """""," """""," ""cuisine"""
chap029,objectName," ""ustensile"""," """""," ""eau"""," ""eau"""
chap029,objectName," """""," """""," """""," ""fromage"""
chap029,objectName," """""," """""," """""," ""fromage"""
chap029,objectName," """""," """""," """""," ""fromage"""
chap029,objectName," """""," """""," """""," ""fromage"""
chap029,objectName," ""ingrédient"""," ""laitier"""," ""fromage"""," ""fromage"""
chap029,objectName," ""produit"""," ""laitier"""," ""fromage"""," ""fromage"""
chap029,objectName," """""," """""," """""," ""fromage frais"""
chap029,objectName," """""," """""," """""," ""fromages"""
chap029,objectName," """""," """""," """""," ""fromages"""
chap029,objectName," ""produit"""," ""laitier"""," ""fromages"""," ""fromages"""
chap029,objectName," ""produit"""," ""laitier"""," ""fromages"""," ""fromages"""
chap029,objectName," ""produit"""," ""laitier"""," ""beurre"""," ""grumeaux"""
chap029,objectName," """""," """""," """""," ""lait"""
chap029,objectName," """""," """""," """""," ""lait"""
chap029,objectName," ""ingrédient"""," ""laitier"""," ""lait"""," ""lait"""
chap029,objectName," ""produit"""," ""laitier"""," ""lait"""," ""lait"""
chap029,objectName," ""produit"""," ""laitier"""," ""lait"""," ""lait"""
chap029,objectName," ""produit"""," ""laitier"""," ""lait"""," ""lait"""
chap029,objectName," ""ingrédient"""," ""laitier"""," ""liaisons"""," ""liaisons"""
chap029,objectName," """""," """""," """""," ""marbrures"""
chap029,objectName," """""," """""," """""," ""marché"""
chap029,objectName," ""ustensile"""," """""," ""marmite"""," ""marmite"""
chap029,objectName," """""," """""," """""," ""moisissures"""
chap029,objectName," """""," """""," """""," ""moule cylindrique en osier"""
chap029,objectName," ""ustensile"""," """""," ""mooules en bois"""," ""moules en bois"""
chap029,objectName," ""ustensile"""," """""," ""nappe"""," ""nappe"""
chap029,objectName," ""mets"""," ""féculent"""," ""pains"""," ""pains"""
chap029,objectName," """""," """""," """""," ""petit-lait"""
chap029,objectName," """""," """""," """""," ""petit-lait"""
chap029,objectName," ""ustensile"""," """""," ""pots"""," ""pots"""
chap029,objectName," ""ustensile"""," """""," ""poêle"""," ""poêle"""
chap029,objectName," """""," """""," """""," ""pâte"""
chap029,objectName," """""," """""," """""," ""repas"""
chap029,objectName," """""," """""," """""," ""rondelle de bois"""
chap029,objectName," ""mets"""," """""," ""sauces"""," ""sauces"""
chap029,objectName," """""," """""," """""," ""senteurs"""
chap029,objectName," ""produit"""," ""laitier"""," ""beurre"""," ""substance alimentaire"""
chap029,objectName," ""ustensile"""," """""," ""vase de bois conique"""," ""vase de bois conique"""
chap029,objectName," ""ustensile"""," """""," ""vases """," ""vases"""
chap029,objectName," ""produit"""," ""animal"""," ""volaille"""," ""volaille"""
