"Object", "Type", "Subtype", "Key", "elementContent"
"objectName", "produit", "animal", "canard", "Canards"
"objectName", "plat", "charcuterie", "terrine de Toulouse", "Toulouse"
"objectName", "produit", "animal", "vache", "VACHE"
"objectName", "produit", "animal", "albumine", "albumine"
"objectName", "produit", "animal", "lait", "aliment"
"objectName", "produit", "animal", "lait", "aliment des aliments"
"objectName", "produit", "animal", "bovin", "animaux"
"objectName", "produit", "animal", "bovins", "animaux"
"objectName", "produit", "animal", "animal de basse cour", "animaux de basse-cour"
"objectName", "", "", "", "animaux domestiques"
"objectName", "produit", "animal", "beurre", "beurre"
"objectName", "produit", "animal", "beurre", "beurre"
"objectName", "produit", "animal", "beurre", "beurre"
"objectName", "produit", "animal", "beurre", "beurre"
"objectName", "produit", "minéral", "bicarbonate de soude", "bicarbonate de soude"
"objectName", "produit", "fabriqué", "bleu de Prusse", "bleu de Prusse"
"objectName", "produit", "animal", "lait", "boisson"
"objectName", "", "", "", "bol"
"objectName", "", "", "", "boucherie"
"objectName", "produit", "fabriqué", "boîte", "boîtes"
"objectName", "", "", "", "boîtes à lait"
"objectName", "produit", "animal", "lait", "brebis"
"objectName", "produit", "animal", "vache", "bretonnes"
"objectName", "", "", "", "bâtiment"
"objectName", "", "", "", "bébés"
"objectName", "", "", "", "bœuf"
"objectName", "produit", "animal", "", "bœuf"
"objectName", "produit", "animal", "", "bœuf"
"objectName", "produit", "animal", "bæif", "bœuf"
"objectName", "produit", "carné", "canard", "canard"
"objectName", "", "", "", "canard domestique"
"objectName", "", "", "", "canards"
"objectName", "ingrédient", "carné", "caneton", "canetons"
"objectName", "", "", "", "chair"
"objectName", "ingrédient", "carné", "canard", "chair"
"objectName", "ingrédient", "carné", "oie", "chair"
"objectName", "produit", "animal", "dindon", "chair"
"objectName", "produit", "animal", "viande bovine", "chair"
"objectName", "ustensile", "", "", "chariots"
"objectName", "ustensile", "", "", "charrue"
"objectName", "", "", "", "cheval"
"objectName", "produit", "animal", "lait de chèvre", "chèvres"
