"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch080", "récit", "", "", "louis", "Louis"
"ch080", "récit", "", "", "suzette", "Suzette"
"ch080", "histoire", "http://www.wikidata.org/entity/Q131552", "", "Catherine de' Medici", "Catherine de Médicis"
"ch080", "histoire", "http://www.wikidata.org/entity/Q129857", "", "Francis I of France", "François Ier"
"ch080", "histoire", "http://www.wikidata.org/entity/Q310002", "", "François Fénelon", "Fénelon"
"ch080", "histoire", "http://www.wikidata.org/entity/Q936976", "", "Henry IV of France", "Henri IV"
"ch080", "histoire", "http://www.wikidata.org/entity/Q132545", "", "Henry II of France", "Henri II"
"ch080", "histoire", "http://www.wikidata.org/entity/Q737533", "", "Louis XIII of France", "Louis XIII"
"ch080", "histoire", "http://www.wikidata.org/entity/Q7742", "", "Louis XIV of France", "Louis XIV"
"ch080", "histoire", "http://www.wikidata.org/entity/Q7742", "", "Louis XIV of France", "Louis XIV"
"ch080", "histoire", "http://www.wikidata.org/entity/Q517", "", "Napoleon", "Napoléon"
"ch080", "histoire", "http://www.wikidata.org/entity/Q7721", "", "Napoleon III", "Napoléon III"
"ch080", "histoire", "http://www.wikidata.org/entity/Q381724", "", "Pierre Lescot", "P. Lescot"
"ch080", "histoire", "http://www.wikidata.org/entity/Q347699", "", "Claude Perrault", "Perrault"
"ch080", "histoire", "http://www.wikidata.org/entity/Q440053", "", "Philibert de l'Orme", "Philibert Delorme"
"ch080", "histoire", "http://www.wikidata.org/entity/Q442205", "", "Concino Concini", "maréchal d'Ancre"
"ch080", "géographie", "http://www.wikidata.org/entity/Q260", "", "Jean-François Champollion", "Champollion"
