"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch061", "récit", "https://www.wikidata.org/wiki/Q48373", "", "David Livingstone", "Livingstone"
"ch061", "récit", "https://www.wikidata.org/wiki/Q6718112", "", "Mary Livingstone", "Mme LIVINGSTONE."
"ch061", "récit", "", "", "pascal", "Pascal"
"ch061", "récit", "", "", "suzette", "Suzette"
"ch061", "récit", "", "", "suzette", "Suzette."
"ch061", "récit", "", "", "sylvain", "Sylvain"
"ch061", "récit", "", "", "sylvain", "Sylvain"
"ch061", "questionnaire", "https://www.wikidata.org/wiki/Q6718112", "", "Mary Livingston", "Mme Livingstone"
"ch061", "questionnaire", "", "", "pascal", "Pascal"
"ch061", "questionnaire", "", "", "suzette", "Suzette"
"ch061", "morale", "https://www.wikidata.org/wiki/Q431034", "", "Florence Baker", "Baker"
"ch061", "morale", "https://www.wikidata.org/wiki/Q451969", "", "Anne Blunt", "Blount"
"ch061", "morale", "https://www.wikidata.org/wiki/Q78873", "", "", "Ida Pfeiffer"
"ch061", "morale", "https://www.wikidata.org/wiki/Q6718112", "", "", "Mme Livingstone"
"ch061", "morale", "https://www.wikidata.org/wiki/Q6718112", "", "Mary Livingstone", "Mme Livingstone"
"ch061", "morale", "https://www.wikidata.org/wiki/Q62274528", "", "Marie de Ujfalvy-Bourdon", "Mme d'Ujfalvy"
