"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch011", "récit", "", "", "charlot", "Charlot"
"ch011", "récit", "", "", "charlot", "Charlot"
"ch011", "récit", "", "", "charlot", "Charlot"
"ch011", "récit", "", "", "françois", "François"
"ch011", "récit", "", "", "françois", "François"
"ch011", "récit", "", "", "jacques", "Jacques"
"ch011", "récit", "", "", "jacques", "Jacques"
"ch011", "récit", "", "", "jacques", "Jacques"
"ch011", "récit", "", "", "jacques", "Jacques"
"ch011", "récit", "", "", "m_dumay", "Le père"
"ch011", "récit", "", "", "m_dumay", "M. Dumay"
"ch011", "récit", "", "", "m_dumay", "M. Dumay"
"ch011", "récit", "", "", "suzette", "Suzette"
"ch011", "récit", "", "", "suzette", "Suzette"
"ch011", "récit", "", "", "suzette", "Suzette"
"ch011", "récit", "", "", "suzette", "Suzette"
"ch011", "récit", "", "", "suzette", "Suzette"
"ch011", "récit", "", "", "suzette", "Suzette"
"ch011", "récit", "", "", "suzette", "Suzette"
"ch011", "récit", "", "", "m_dumay", "le père"
"ch011", "questionnaire", "", "", "jacques", "Jacques"
"ch011", "questionnaire", "", "", "suzette", "Suzette"
"ch011", "questionnaire", "", "", "suzette", "Suzette"
"ch011", "questionnaire", "", "", "suzette", "Suzette"
"ch011", "morale", "", "", "françois", "François"
"ch011", "morale", "", "", "françois", "François"
"ch011", "morale", "", "", "françois", "François"
"ch011", "morale", "", "", "suzette", "Suzette"
"ch011", "morale", "", "", "suzette", "Suzette"
