"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch098", "récit", "http://www.wikidata.org/entity/Q809416", "", "Barthélemy Thimonnier", "Barthélemy Thimonier"
"ch098", "récit", "http://www.wikidata.org/entity/Q106208", "", "Denis Papin", "Denis Papin"
"ch098", "récit", "http://www.wikidata.org/entity/Q310833", "", "Joseph Marie Jacquard", "Jacquard"
"ch098", "récit", "", "", "louis", "Louis"
"ch098", "récit", "", "", "louis", "Louis"
"ch098", "récit", "", "", "suzette", "Suzette"
"ch098", "récit", "http://www.wikidata.org/entity/Q809416", "", "Barthélemy Thimonnier", "Thimonier"
"ch098", "récit", "http://www.wikidata.org/entity/Q809416", "", "Barthélemy Thimonnier", "Thimonier"
"ch098", "récit", "https://www.wikidata.org/wiki/Q809416", "", "Thimonier", "Thimonier"
"ch098", "questionnaire", "", "", "suzette", "Suzette"
"ch098", "questionnaire", "http://www.wikidata.org/entity/Q809416", "", "Barthélemy Thimonnier", "Thimonier"
"ch098", "morale", "http://www.wikidata.org/entity/Q524252", "", "Bernard Palissy", "Bernard Palissy"
"ch098", "morale", "http://www.wikidata.org/entity/Q3340160", "", "Nicolas Brémontier", "Brémontier"
"ch098", "morale", "http://www.wikidata.org/entity/Q3340160", "", "Nicolas Brémontier", "Brémontier"
"ch098", "morale", "http://www.wikidata.org/entity/Q7322", "", "Christopher Columbus", "Christophe Colomb"
"ch098", "morale", "http://www.wikidata.org/entity/Q7322", "", "Christopher Columbus", "Christophe Colomb"
"ch098", "morale", "http://www.wikidata.org/entity/Q12860", "", "Ferdinand II of Aragon", "Ferdinand II"
"ch098", "morale", "http://www.wikidata.org/entity/Q192496", "", "Robert Fulton", "Fulton"
"ch098", "morale", "http://www.wikidata.org/entity/Q132545", "", "Henry II of France", "Henri II"
"ch098", "morale", "http://www.wikidata.org/entity/Q45859", "", "Isabella I of Castile", "Isabelle"
"ch098", "morale", "http://www.wikidata.org/entity/Q462371", "", "Jacques Amyot", "Jacques Amyot"
"ch098", "morale", "http://www.wikidata.org/entity/Q462371", "", "Jacques Amyot", "Jacques Amyot"
"ch098", "morale", "http://www.wikidata.org/entity/Q8479", "", "Peter the Great", "Pierre le Grand"
