"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch019", "récit", "", "", "benoît", "Benoît"
"ch019", "récit", "", "", "charlot", "Charlot"
"ch019", "récit", "", "", "françois", "François"
"ch019", "récit", "", "", "jacques", "Jacques"
"ch019", "récit", "", "", "jacques", "Jacques"
"ch019", "récit", "", "", "jacques", "Jacques"
"ch019", "récit", "", "", "jacques", "Jacques Dumay"
"ch019", "récit", "", "", "ludivine", "Ludivine"
"ch019", "récit", "", "", "m_dumay", "M. Dumay"
"ch019", "récit", "", "", "m_dumay", "M. Dumay"
"ch019", "récit", "", "", "m_valon", "M. Valon"
"ch019", "récit", "", "", "m_valon", "M. Valon"
"ch019", "récit", "", "", "m_valon", "M. Valon"
"ch019", "récit", "", "", "suzette", "Suzette"
"ch019", "récit", "", "", "suzette", "Suzette"
"ch019", "récit", "", "", "benoît", "père Benoît"
"ch019", "questionnaire", "", "", "charlot", "Charlot"
"ch019", "questionnaire", "", "", "françois", "François"
"ch019", "questionnaire", "", "", "jacques", "Jacques"
"ch019", "questionnaire", "", "", "jacques", "Jacques"
"ch019", "questionnaire", "", "", "jacques", "Jacques"
"ch019", "questionnaire", "", "", "m_dumay", "M. Dumay"
"ch019", "questionnaire", "", "", "m_valon", "M. Valon"
"ch019", "questionnaire", "", "", "m_valon", "M. Valon"
"ch019", "questionnaire", "", "", "suzette", "Suzette"
