"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch086", "récit", "http://www.wikidata.org/entity/Q179680", "", "Alfred de Musset", "A. DE MUSSET"
"ch086", "récit", "http://www.wikidata.org/entity/Q42596", "", "Frédéric Mistral", "Mistral"
"ch086", "récit", "", "", "suzette", "Suzette"
"ch086", "questionnaire", "http://www.wikidata.org/entity/Q42596", "", "Frédéric Mistral", "Mistral"
"ch086", "questionnaire", "", "", "suzette", "Suzette"
"ch086", "français", "http://www.wikidata.org/entity/Q7226", "", "Joan of Arc", "Jeanne d'Arc"
"ch086", "industrie", "", "", "", "E. LAPORTE"
"ch086", "géographie", "http://www.wikidata.org/entity/Q294100", "", "Jacques Bénigne Bossuet", "Bossuet"
"ch086", "géographie", "http://www.wikidata.org/entity/Q229264", "", "Georges-Louis Leclerc, Comte de Buffon", "Buffon"
"ch086", "géographie", "http://www.wikidata.org/entity/Q310767", "", "Lazare Carnot", "Carnot"
"ch086", "géographie", "http://www.wikidata.org/entity/Q569416", "", "Nicolas Anne Théodule Changarnier", "Changarnier"
"ch086", "géographie", "http://www.wikidata.org/entity/Q32500", "", "Charles V", "Charles-Quint"
"ch086", "géographie", "http://www.wikidata.org/entity/Q551721", "", "Prosper Jolyot de Crébillon", "Crébillon"
"ch086", "géographie", "http://www.wikidata.org/entity/Q171969", "", "Georges Cuvier", "Cuvier"
"ch086", "géographie", "http://www.wikidata.org/entity/Q158778", "", "Louis-Nicolas Davout", "Davout"
"ch086", "géographie", "http://www.wikidata.org/entity/Q551735", "", "Edgar Quinet", "Edgar Quinet"
"ch086", "géographie", "http://www.wikidata.org/entity/Q347139", "", "Jean-Baptiste Greuze", "Greuze"
"ch086", "géographie", "http://www.wikidata.org/entity/Q3385621", "", "Pierre-Joseph Habert", "Habert"
"ch086", "géographie", "http://www.wikidata.org/entity/Q936976", "", "Henry IV of France", "Henri IV"
"ch086", "géographie", "http://www.wikidata.org/entity/Q128743", "", "Barthélémy Catherine Joubert", "Joubert"
"ch086", "géographie", "http://www.wikidata.org/entity/Q1374591", "", "François Jouffroy", "Jouffroy"
"ch086", "géographie", "http://www.wikidata.org/entity/Q353907", "", "Jean-Andoche Junot", "Junot"
"ch086", "géographie", "http://www.wikidata.org/entity/Q605534", "", "Jean-Baptiste Henri Lacordaire", "Lacordaire"
"ch086", "géographie", "http://www.wikidata.org/entity/Q168419", "", "Jérôme Lalande", "Lalande"
"ch086", "géographie", "http://www.wikidata.org/entity/Q188697", "", "Alphonse de Lamartine", "Lamartine"
"ch086", "géographie", "http://www.wikidata.org/entity/Q1096347", "", "Claude Lecourbe", "Lecourbe"
"ch086", "géographie", "http://www.wikidata.org/entity/Q158838", "", "Patrice de Mac-Mahon, Duke of Magenta", "Mac-Mahon"
"ch086", "géographie", "http://www.wikidata.org/entity/Q312676", "", "Auguste de Marmont", "Marmont"
"ch086", "géographie", "http://www.wikidata.org/entity/Q206832", "", "Gaspard Monge", "Monge"
"ch086", "géographie", "http://www.wikidata.org/entity/Q355643", "", "Jean-Charles Pichegru", "Pichegru"
"ch086", "géographie", "http://www.wikidata.org/entity/Q469056", "", "Pierre-Paul Prud'hon", "Prud'hon"
"ch086", "géographie", "http://www.wikidata.org/entity/Q1145", "", "Jean-Philippe Rameau", "Rameau"
"ch086", "géographie", "http://www.wikidata.org/entity/Q207660", "", "Claude Joseph Rouget de Lisle", "Rouget de Lisle"
"ch086", "géographie", "http://www.wikidata.org/entity/Q346491", "", "François Rude", "Rude"
"ch086", "géographie", "http://www.wikidata.org/entity/Q550244", "", "Jacques-Germain Soufflot", "Soufflot"
"ch086", "géographie", "http://www.wikidata.org/entity/Q115694", "", "Jean-Baptiste Philibert Vaillant", "Vaillant"
"ch086", "géographie", "http://www.wikidata.org/entity/Q192839", "", "Sébastien Le Prestre de Vauban", "Vauban"
"ch086", "géographie", "http://www.wikidata.org/entity/Q560343", "", "Claude Favre de Vaugelas", "Vaugelas"
"ch086", "géographie", "http://www.wikidata.org/entity/Q535", "", "Victor Hugo", "Victor Hugo"
"ch086", "géographie", "http://www.wikidata.org/entity/Q451178", "", "Antoine Perrenot de Granvelle", "cardinal Granvelle"
"ch086", "géographie", "http://www.wikidata.org/entity/Q188411", "", "Bernard of Clairvaux", "saint Bernard"
