"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch032", "récit", "", "", "charlot", "Charlot"
"ch032", "récit", "", "", "charlot", "Charlot"
"ch032", "récit", "", "", "françois", "François"
"ch032", "récit", "", "", "françois", "François"
"ch032", "récit", "", "", "jacques", "Jacques"
"ch032", "récit", "https://www.wikidata.org/wiki/Q17790", "", "", "Kang-Hi"
"ch032", "récit", "", "", "m_dumay", "M. Dumay"
"ch032", "récit", "", "", "suzette", "Suzette"
"ch032", "questionnaire", "", "", "charlot", "Charlot"
"ch032", "questionnaire", "", "", "françois", "François"
"ch032", "questionnaire", "", "", "jacques", "Jacques"
"ch032", "questionnaire", "https://www.wikidata.org/wiki/Q17790", "", "", "Kang-Hi"
"ch032", "questionnaire", "", "", "m_dumay", "M. Dumay"
