"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch105", "récit", "", "", "", "Mlle Villette"
"ch105", "récit", "", "", "", "Mlle Villette"
"ch105", "récit", "", "", "", "Mlle Villette"
"ch105", "récit", "", "", "", "Mlle Villette"
"ch105", "récit", "", "", "mme_richard", "Mme Richard"
"ch105", "récit", "", "", "", "Mme Élisa Lemonnier"
"ch105", "récit", "", "", "suzette", "Suzette"
"ch105", "récit", "", "", "suzette", "Suzette"
"ch105", "récit", "", "", "suzette", "Suzette"
"ch105", "récit", "", "", "suzette", "Suzette"
"ch105", "questionnaire", "", "", "", "Mlle Elisa Lemonnier"
"ch105", "questionnaire", "", "", "", "Mlle Villette"
"ch105", "questionnaire", "", "", "", "Mlle Villette"
"ch105", "questionnaire", "", "", "", "Mlle Villette"
"ch105", "questionnaire", "", "", "suzette", "Suzette"
"ch105", "questionnaire", "", "", "suzette", "Suzette"
