"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch081", "récit", "http://www.wikidata.org/entity/Q217925", "", "Champ de Mars", "Champ de Mars"
"ch081", "récit", "http://www.wikidata.org/entity/Q29520", "", "China", "Chine"
"ch081", "récit", "http://www.wikidata.org/entity/Q46", "", "Europe", "Europe"
"ch081", "récit", "http://www.wikidata.org/entity/Q188977", "", "Les Invalides", "Invalides"
"ch081", "récit", "http://www.wikidata.org/entity/Q17", "", "Japan", "Japon"
"ch081", "récit", "http://www.wikidata.org/entity/Q234735", "", "Meudon", "Meudon"
"ch081", "récit", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch081", "récit", "http://www.wikidata.org/entity/Q189153", "", "Saint-Cloud", "Saint-Cloud"
"ch081", "récit", "http://www.wikidata.org/entity/Q123256", "", "Palais du Trocadéro", "Trocadèro"
"ch081", "récit", "http://www.wikidata.org/entity/Q42225", "", "Far East", "extrême Orient"
"ch081", "récit", "http://www.wikidata.org/entity/Q30", "", "United States of America", "grande république américaine"
"ch081", "récit", "http://www.wikidata.org/entity/Q188977", "", "Les Invalides", "lnvalides"
"ch081", "récit", "http://www.wikidata.org/entity/Q540781", "", "Pont d'Iéna", "pont d'Iéna"
"ch081", "questionnaire", "http://www.wikidata.org/entity/Q123256", "", "Palais du Trocadéro", "Trocadèro"
"ch081", "questionnaire", "http://www.wikidata.org/entity/Q540781", "", "Pont d'Iéna", "pont d'Iéna"
"ch081", "histoire", "http://www.wikidata.org/entity/Q142", "", "France", "France"
"ch081", "histoire", "http://www.wikidata.org/entity/Q188977", "", "Les Invalides", "Hôtel des Invalides"
"ch081", "histoire", "http://www.wikidata.org/entity/Q188977", "", "Les Invalides", "Hôtel des Invalides"
"ch081", "histoire", "http://www.wikidata.org/entity/Q188977", "", "Les Invalides", "Invalides"
"ch081", "histoire", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch081", "histoire", "http://www.wikidata.org/entity/Q1643043", "", "Hôpital de la Charité", "hôpital de la Charité"
"ch081", "histoire", "http://www.wikidata.org/entity/Q3390965", "", "Plaine de Grenelle", "plaine de Grenelle"
"ch081", "histoire", "http://www.wikidata.org/entity/Q540781", "", "Pont d'Iéna", "pont d'Iéna"
"ch081", "histoire", "http://www.wikidata.org/entity/Q540781", "", "Pont d'Iéna", "pont d'Iéna"
"ch081", "géographie", "http://www.wikidata.org/entity/Q21", "", "England", "Angleterre"
"ch081", "géographie", "http://www.wikidata.org/entity/Q27231", "", "East Asia", "Asie orientale"
"ch081", "géographie", "http://www.wikidata.org/entity/Q5092", "", "Baltimore", "Baltimore"
"ch081", "géographie", "http://www.wikidata.org/entity/Q100", "", "Boston", "Boston"
"ch081", "géographie", "http://www.wikidata.org/entity/Q172455", "", "Boulogne-Billancourt", "Boulogne"
"ch081", "géographie", "http://www.wikidata.org/entity/Q16572", "", "Guangzhou", "Canton"
"ch081", "géographie", "http://www.wikidata.org/entity/Q212793", "", "Charenton-le-Pont", "Charenton"
"ch081", "géographie", "http://www.wikidata.org/entity/Q1297", "", "Chicago", "Chicago"
"ch081", "géographie", "http://www.wikidata.org/entity/Q29520", "", "China", "Chine"
"ch081", "géographie", "http://www.wikidata.org/entity/Q29520", "", "China", "Chine"
"ch081", "géographie", "http://www.wikidata.org/entity/Q29520", "", "China", "Chine"
"ch081", "géographie", "http://www.wikidata.org/entity/Q212987", "", "Choisy-le-Roi", "Choisy-le-Roi"
"ch081", "géographie", "http://www.wikidata.org/entity/Q30", "", "United States of America", "Etats-Unis"
"ch081", "géographie", "http://www.wikidata.org/entity/Q46", "", "Europe", "Europe"
"ch081", "géographie", "http://www.wikidata.org/entity/Q68481", "", "Fuzhou", "Fou-tchéou"
"ch081", "géographie", "http://www.wikidata.org/entity/Q1208250", "", "Hankou", "Han-Kéou"
"ch081", "géographie", "http://www.wikidata.org/entity/Q17", "", "Japan", "Japon"
"ch081", "géographie", "http://www.wikidata.org/entity/Q17", "", "Japan", "Japon"
"ch081", "géographie", "http://www.wikidata.org/entity/Q34600", "", "Kyoto", "Kioto"
"ch081", "géographie", "http://www.wikidata.org/entity/Q234735", "", "Meudon", "Meudon"
"ch081", "géographie", "http://www.wikidata.org/entity/Q34600", "", "Kyoto", "Miako"
"ch081", "géographie", "http://www.wikidata.org/entity/Q193370", "", "Montreuil", "Montreuil"
"ch081", "géographie", "http://www.wikidata.org/entity/Q38234", "", "Nagasaki", "Nagasaki"
"ch081", "géographie", "http://www.wikidata.org/entity/Q170507", "", "Nanterre", "Nanterre"
"ch081", "géographie", "http://dbpedia.org/resource/Nanjing", "", "Nanjing", "Nanxing"
"ch081", "géographie", "http://www.wikidata.org/entity/Q60", "", "New York City", "New-York"
"ch081", "géographie", "http://www.wikidata.org/entity/Q212274", "", "Nogent-sur-Marne", "Nogent"
"ch081", "géographie", "http://www.wikidata.org/entity/Q34404", "", "New Orleans", "Nouvelle-Orléans"
"ch081", "géographie", "http://www.wikidata.org/entity/Q35765", "", "Osaka", "Osaka"
"ch081", "géographie", "http://www.wikidata.org/entity/Q209086", "", "Pantin", "Pantin"
"ch081", "géographie", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch081", "géographie", "http://www.wikidata.org/entity/Q1345", "", "Philadelphia", "Philadelphie"
"ch081", "géographie", "http://www.wikidata.org/entity/Q1342", "", "Pittsburgh", "Pittsburg"
"ch081", "géographie", "http://www.wikidata.org/entity/Q956", "", "Beijing", "Pékin"
"ch081", "géographie", "http://www.wikidata.org/entity/Q189153", "", "Saint-Cloud", "Saint-Cloud"
"ch081", "géographie", "http://www.wikidata.org/entity/Q160506", "", "Saint-Denis", "Saint-Denis"
"ch081", "géographie", "http://www.wikidata.org/entity/Q38022", "", "St. Louis", "Saint-Louis"
"ch081", "géographie", "http://www.wikidata.org/entity/Q193313", "", "Saint-Maur-des-Fossés", "Saint-Maur"
"ch081", "géographie", "http://www.wikidata.org/entity/Q62", "", "San Francisco", "San-Francisco"
"ch081", "géographie", "http://www.wikidata.org/entity/Q730546", "", "Satsuma", "Satsuma"
"ch081", "géographie", "http://www.wikidata.org/entity/Q370498", "", "Sceaux", "Sceaux"
"ch081", "géographie", "http://www.wikidata.org/entity/Q8686", "", "Shanghai", "Shang-haï"
"ch081", "géographie", "http://www.wikidata.org/entity/Q42622", "", "Suzhou", "Sou-tchéou"
"ch081", "géographie", "http://www.wikidata.org/entity/Q1490", "", "Tokyo", "To-kio"
