"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch080", "récit", "http://www.wikidata.org/entity/Q1621256", "", "pont de l'Alma", "Alma"
"ch080", "récit", "http://www.wikidata.org/entity/Q40169", "", "Assyria", "Assyrie"
"ch080", "récit", "http://www.wikidata.org/entity/Q15682", "", "Cádiz", "Cadix"
"ch080", "récit", "http://www.wikidata.org/entity/Q517449", "", "Chamber of Deputies", "Chambre des députés"
"ch080", "récit", "http://www.wikidata.org/entity/Q550", "", "avenue des Champs-Élysées", "Champs-Elysées"
"ch080", "récit", "http://www.wikidata.org/entity/Q7835", "", "Crimea", "Crimée"
"ch080", "récit", "http://www.wikidata.org/entity/Q160307", "", "Fatimid Egypt Caliphate", "Egypte"
"ch080", "récit", "http://www.wikidata.org/entity/Q46", "", "Europe", "Europe"
"ch080", "récit", "http://www.wikidata.org/entity/Q142", "", "France", "France"
"ch080", "récit", "http://www.wikidata.org/entity/Q11772", "", "Ancient Greece", "Grèce"
"ch080", "récit", "http://www.wikidata.org/entity/Q19675", "", "Louvre Museum", "Louvre"
"ch080", "récit", "http://www.wikidata.org/entity/Q1621256", "", "pont de l'Alma", "Pont de l'Alma"
"ch080", "récit", "http://www.wikidata.org/entity/Q1648964", "", "Isla del Trocadero", "Trocadéro"
"ch080", "récit", "http://www.wikidata.org/entity/Q123256", "", "Palais du Trocadéro", "Trocadéro"
"ch080", "récit", "http://www.wikidata.org/entity/Q234364", "", "Tuileries Palace", "Tuileries"
"ch080", "récit", "http://www.wikidata.org/entity/Q44218", "", "Obélisque d'Arles", "obélisque"
"ch080", "récit", "http://www.wikidata.org/entity/Q189503", "", "place de la Concorde", "place de la Concordé"
"ch080", "questionnaire", "http://www.wikidata.org/entity/Q1075988", "", "Louvre Palace", "Louvre"
"ch080", "questionnaire", "http://www.wikidata.org/entity/Q234364", "", "Tuileries Palace", "Tuileries"
"ch080", "questionnaire", "http://www.wikidata.org/entity/Q818517", "", "Tuileries Garden", "jardin des Tuileries"
"ch080", "questionnaire", "http://www.wikidata.org/entity/Q123256", "", "Palais du Trocadéro", "palais du Trocadéro"
"ch080", "histoire", "http://www.wikidata.org/entity/Q550", "", "avenue des Champs-Élysées", "Champs Elysées"
"ch080", "histoire", "http://www.wikidata.org/entity/Q7835", "", "Crimea", "Crimée"
"ch080", "histoire", "http://www.wikidata.org/entity/Q1075988", "", "Louvre Palace", "Louvre"
"ch080", "histoire", "http://www.wikidata.org/entity/Q234364", "", "Tuileries Palace", "Tuileries"
"ch080", "histoire", "http://www.wikidata.org/entity/Q234364", "", "Tuileries Palace", "Tuileries"
"ch080", "histoire", "http://www.wikidata.org/entity/Q15992417", "", "Louvre Castle", "château du Louvre"
"ch080", "histoire", "http://www.wikidata.org/entity/Q234364", "", "Tuileries Palace", "palais des Tuileries"
"ch080", "histoire", "http://www.wikidata.org/entity/Q1621256", "", "pont de l'Alma", "pont de l'Alma"
"ch080", "histoire", "http://www.wikidata.org/entity/Q1621256", "", "pont de l'Alma", "pont de l'Alma"
"ch080", "géographie", "http://www.wikidata.org/entity/Q27381", "", "North Africa", "Afrique septentrionale"
