"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch079", "récit", "http://www.wikidata.org/entity/Q1348719", "", "Notre-Dame Cathedral", "Cathédrale Notre-Dame"
"ch079", "récit", "http://www.wikidata.org/entity/Q42402287", "", "cité", "Cité"
"ch079", "récit", "http://www.wikidata.org/entity/Q37037521", "", "Gaule", "Gaule"
"ch079", "récit", "http://www.wikidata.org/entity/Q15020931", "", "hôtel de ville", "Hôtel de ville"
"ch079", "récit", "http://www.wikidata.org/entity/Q15020931", "", "hôtel de ville", "Hôtel de ville"
"ch079", "récit", "http://www.wikidata.org/entity/Q19675", "", "Louvre Museum", "Louvre"
"ch079", "récit", "http://www.wikidata.org/entity/Q19675", "", "Louvre Museum", "Louvre"
"ch079", "récit", "http://www.wikidata.org/entity/Q2981", "", "Notre-Dame de Paris", "Notre Dame"
"ch079", "récit", "http://www.wikidata.org/entity/Q850537", "", "Palace of Justice", "Palais de Justice"
"ch079", "récit", "http://www.wikidata.org/entity/Q143080", "", "Palais de Justice, Paris", "Palais de Justice de Paris"
"ch079", "récit", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch079", "récit", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch079", "récit", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch079", "récit", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch079", "récit", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch079", "récit", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch079", "récit", "http://www.wikidata.org/entity/Q220", "", "Rome", "Rome"
"ch079", "récit", "http://www.wikidata.org/entity/Q193193", "", "Sainte Chapelle", "Sainte-Chapelle"
"ch079", "récit", "http://www.wikidata.org/entity/Q193193", "", "Sainte Chapelle", "Sainte-Chapelle"
"ch079", "récit", "http://www.wikidata.org/entity/Q21195", "", "Scandinavia", "Scandinavie"
"ch079", "récit", "", "", "", "Seine"
"ch079", "récit", "http://www.wikidata.org/entity/Q234364", "", "Tuileries Palace", "Tuileries"
"ch079", "récit", "http://www.wikidata.org/entity/Q1196688", "", "Pont de Sully", "pont Sully"
"ch079", "questionnaire", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch079", "questionnaire", "http://www.wikidata.org/entity/Q190063", "", "île de la Cité", "île de la Cité"
"ch079", "histoire", "http://www.wikidata.org/entity/Q132801", "", "Albi", "Albi"
"ch079", "histoire", "http://www.wikidata.org/entity/Q41604", "", "Amiens", "Amiens"
"ch079", "histoire", "http://www.wikidata.org/entity/Q134346", "", "Angoulême", "Angoulême"
"ch079", "histoire", "http://www.wikidata.org/entity/Q167600", "", "Auxerre", "Auxerre"
"ch079", "histoire", "http://www.wikidata.org/entity/Q1479", "", "Bordeaux", "Bordeaux"
"ch079", "histoire", "http://www.wikidata.org/entity/Q132404", "", "Bourges", "Bourges"
"ch079", "histoire", "http://www.wikidata.org/entity/Q41185", "", "Caen", "Caen"
"ch079", "histoire", "http://www.wikidata.org/entity/Q42168", "", "Clermont-Ferrand", "Clermont"
"ch079", "histoire", "http://www.wikidata.org/entity/Q202565", "", "Coutances", "Coutances"
"ch079", "histoire", "http://www.wikidata.org/entity/Q167141", "", "Laon", "Laon"
"ch079", "histoire", "http://www.wikidata.org/entity/Q456", "", "Lyon", "Lyon"
"ch079", "histoire", "http://www.wikidata.org/entity/Q22690", "", "Metz", "Metz"
"ch079", "histoire", "http://www.wikidata.org/entity/Q166997", "", "Nevers", "Nevers"
"ch079", "histoire", "http://www.wikidata.org/entity/Q6548", "", "Orléans", "Orléans"
"ch079", "histoire", "http://www.wikidata.org/entity/Q850537", "", "Palace of Justice", "Palais de Justice"
"ch079", "histoire", "http://www.wikidata.org/entity/Q850537", "", "Palace of Justice", "Palais de Justice"
"ch079", "histoire", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch079", "histoire", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch079", "histoire", "http://www.wikidata.org/entity/Q6616", "", "Poitiers", "Poitiers"
"ch079", "histoire", "http://www.wikidata.org/entity/Q342", "", "Quimper", "Quimper"
"ch079", "histoire", "http://www.wikidata.org/entity/Q41876", "", "Reims", "Reims"
"ch079", "histoire", "http://www.wikidata.org/entity/Q30974", "", "Rouen", "Rouen"
"ch079", "histoire", "http://www.wikidata.org/entity/Q30974", "", "Rouen", "Rouen"
"ch079", "histoire", "http://www.wikidata.org/entity/Q208889", "", "Saint-Ouen-sur-Seine", "Saint-Ouen"
"ch079", "histoire", "http://www.wikidata.org/entity/Q193193", "", "Sainte Chapelle", "Sainte-Chapelle"
"ch079", "histoire", "http://www.wikidata.org/entity/Q193193", "", "Sainte Chapelle", "Sainte-Chapelle"
"ch079", "histoire", "", "", "", "Seine"
"ch079", "histoire", "http://www.wikidata.org/entity/Q212420", "", "Sens", "Sens"
"ch079", "histoire", "http://www.wikidata.org/entity/Q6602", "", "Strasbourg", "Strasbourg"
"ch079", "histoire", "http://www.wikidata.org/entity/Q288", "", "Tours", "Tours"
"ch079", "histoire", "http://www.wikidata.org/entity/Q5489", "", "Troyes", "Troyes"
"ch079", "histoire", "http://www.wikidata.org/entity/Q204979", "", "Vézelay", "Vézelay"
