"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch066", "récit", "http://www.wikidata.org/entity/Q15", "", "Africa", "Afrique"
"ch066", "récit", "http://www.wikidata.org/entity/Q15", "", "Africa", "Afrique"
"ch066", "récit", "", "", "", "Afrique septentrionale)"
"ch066", "récit", "http://www.wikidata.org/entity/Q1028", "", "Morocco", "Maroc"
"ch066", "récit", "http://www.wikidata.org/entity/Q1028", "", "Morocco", "Maroc"
"ch066", "composition", "http://www.wikidata.org/entity/Q218272", "", "French Algeria", "Algérie"
"ch066", "composition", "http://www.wikidata.org/entity/Q101081", "", "Provence", "Provence"
"ch066", "industrie", "http://www.wikidata.org/entity/Q37776", "", "Besançon", "Besançon"
"ch066", "industrie", "http://www.wikidata.org/entity/Q654153", "", "Cluses", "Cluses"
"ch066", "industrie", "http://www.wikidata.org/entity/Q142", "", "France", "France"
"ch066", "industrie", "http://www.wikidata.org/entity/Q16394", "", "Franche-Comté", "Franche-Comté"
"ch066", "industrie", "http://www.wikidata.org/entity/Q12745", "", "Savoie", "Savoie"
"ch066", "complexe", "http://www.wikidata.org/entity/Q1237299", "", "Southern France", "Midi"
