"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch102", "récit", "http://www.wikidata.org/entity/Q64436", "", "Arc de Triomphe", "Arc de triomphe"
"ch102", "récit", "http://www.wikidata.org/entity/Q1384", "", "New York", "Etat de New-York"
"ch102", "récit", "http://www.wikidata.org/entity/Q30", "", "United States of America", "Etats-Unis"
"ch102", "récit", "http://www.wikidata.org/entity/Q30", "", "United States of America", "Etats-Unis"
"ch102", "récit", "http://www.wikidata.org/entity/Q330564", "", "La Madeleine", "Madeleine"
"ch102", "récit", "http://www.wikidata.org/entity/Q677659", "", "Maison Carrée", "Maison carrée"
"ch102", "récit", "http://www.wikidata.org/entity/Q677659", "", "Maison Carrée", "Maison carrée de Nîmes"
"ch102", "récit", "http://www.wikidata.org/entity/Q42807", "", "Nîmes", "Nîmes"
"ch102", "récit", "http://www.wikidata.org/entity/Q2873974", "", "avenue de Wagram", "avenue*Avenue. Large allée bordée d'arbres. de Wagram"
"ch102", "récit", "http://www.wikidata.org/entity/Q3067310", "", "Faubourg Saint-Honoré", "faubourg Saint-Honoré"
"ch102", "récit", "http://www.wikidata.org/entity/Q188190", "", "Élysée Palace", "palais de l'Elysée"
"ch102", "questionnaire", "http://www.wikidata.org/entity/Q30", "", "United States of America", "Etats-Unis"
"ch102", "questionnaire", "http://www.wikidata.org/entity/Q30", "", "United States of America", "Etats-Unis"
"ch102", "questionnaire", "http://www.wikidata.org/entity/Q330564", "", "La Madeleine", "Madeleine"
"ch102", "questionnaire", "http://www.wikidata.org/entity/Q188190", "", "Élysée Palace", "palais de l'Elysée"
"ch102", "instruction_civique", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch102", "instruction_civique", "http://www.wikidata.org/entity/Q2946", "", "Palace of Versailles", "Versailles"
"ch102", "instruction_civique", "http://www.wikidata.org/entity/Q188190", "", "Élysée Palace", "palais de l'Elysée"
"ch102", "histoire", "http://www.wikidata.org/entity/Q2380583", "", "Austerlitz", "Austerlitz"
"ch102", "histoire", "http://www.wikidata.org/entity/Q40", "", "Austria", "Autriche"
"ch102", "histoire", "http://www.wikidata.org/entity/Q190827", "", "Autun", "Autun"
"ch102", "histoire", "http://www.wikidata.org/entity/Q37776", "", "Besançon", "Besançon"
"ch102", "histoire", "http://www.wikidata.org/entity/Q39193", "", "Bohemia", "Bohême"
"ch102", "histoire", "http://www.wikidata.org/entity/Q142", "", "France", "France"
"ch102", "histoire", "http://www.wikidata.org/entity/Q38060", "", "Gaul", "Gaule"
"ch102", "histoire", "http://www.wikidata.org/entity/Q38", "", "Italy", "Italie"
"ch102", "histoire", "http://www.wikidata.org/entity/Q23482", "", "Marseille", "Marseille"
"ch102", "histoire", "http://www.wikidata.org/entity/Q42807", "", "Nîmes", "Nîmes"
"ch102", "histoire", "http://www.wikidata.org/entity/Q42807", "", "Nîmes", "Nîmes"
"ch102", "histoire", "http://www.wikidata.org/entity/Q42807", "", "Nîmes", "Nîmes"
"ch102", "histoire", "http://www.wikidata.org/entity/Q187796", "", "Orange", "Orange"
"ch102", "histoire", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch102", "histoire", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch102", "histoire", "http://www.wikidata.org/entity/Q684594", "", "Porte Saint-Denis", "Saint-Denis"
"ch102", "histoire", "http://www.wikidata.org/entity/Q950217", "", "Porte Saint-Martin", "Saint-Martin"
"ch102", "histoire", "http://www.wikidata.org/entity/Q191126", "", "Saintes", "Saintes"
"ch102", "histoire", "http://www.wikidata.org/entity/Q3012", "", "Ulm", "Ulm"
"ch102", "histoire", "http://www.wikidata.org/entity/Q872990", "", "Wagram", "Wagram"
"ch102", "histoire", "http://www.wikidata.org/entity/Q872990", "", "Wagram", "Wagram"
"ch102", "histoire", "http://www.wikidata.org/entity/Q1111051", "", "Colonne Vendôme", "colonne Vendôme"
"ch102", "histoire", "http://www.wikidata.org/entity/Q269641", "", "July Column", "colonne de Juillet"
"ch102", "histoire", "http://www.wikidata.org/entity/Q1422975", "", "place du Châtelet", "place du Châtelet"
