"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch015", "récit", "", "", "", " Vermandois"
"ch015", "récit", "", "", "", "Amérique"
"ch015", "récit", "", "", "", "Amérique"
"ch015", "récit", "", "", "", "Beffroi de Douai"
"ch015", "récit", "", "", "", "Hôtel de ville de Saint-Quentin"
"ch015", "récit", "", "", "", "Saint-Quentin"
"ch015", "récit", "", "", "", "Saint-Quentin"
"ch015", "questionnaire", "", "", "", "Fragicourt"
"ch015", "questionnaire", "", "", "", "Saint-Quentin"
"ch015", "questionnaire", "", "", "", "beffroi"
"ch015", "questionnaire", "", "", "", "hôtel de ville"
"ch015", "questionnaire", "", "", "", "hôtel de ville"
"ch015", "questionnaire", "", "", "", "hôtel de ville de Saint-Quentin"
"ch015", "industrie", "", "", "", "Notre-Dame de Paris"
"ch015", "industrie", "", "", "", "Sainte-Chapelle"
"ch015", "industrie", "", "", "", "cathédrale de Saint-Denis"
"ch015", "industrie", "", "", "", "Égypte"
