"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch106", "récit", "", "", "", "Asie"
"ch106", "récit", "", "", "", "Bois de Boulogne"
"ch106", "récit", "", "", "", "Ecosse"
"ch106", "récit", "", "", "", "Fragicourt"
"ch106", "récit", "http://www.wikidata.org/entity/Q3090513", "", "Jardin d'Acclimatation", "Jardin d'acclimatation"
"ch106", "récit", "http://www.wikidata.org/entity/Q3090513", "", "Jardin d'Acclimatation", "Jardin d'acclimatation"
"ch106", "récit", "", "", "", "Paris"
"ch106", "récit", "", "", "", "Shetland"
"ch106", "récit", "http://www.wikidata.org/entity/Q47134", "", "Shetland Islands", "Shetland"
"ch106", "récit", "http://www.wikidata.org/entity/Q209626", "", "bois de Boulogne", "bois de Boulogne"
"ch106", "récit", "http://www.wikidata.org/entity/Q22", "", "Scotland", "Écosse"
"ch106", "questionnaire", "http://www.wikidata.org/entity/Q3090513", "", "Jardin d'Acclimatation", "Jardin"
"ch106", "questionnaire", "http://www.wikidata.org/entity/Q3090513", "", "Jardin d'Acclimatation", "Jardin d'acclimatation"
"ch106", "questionnaire", "http://www.wikidata.org/entity/Q3090513", "", "Jardin d'Acclimatation", "Jardin d'acclimatation"
"ch106", "complexe", "http://www.wikidata.org/entity/Q15", "", "Africa", "Afrique"
"ch106", "complexe", "http://www.wikidata.org/entity/Q15", "", "Africa", "Afrique"
"ch106", "complexe", "http://www.wikidata.org/entity/Q27394", "", "Southern Africa", "Afrique méridionale"
"ch106", "complexe", "http://www.wikidata.org/entity/Q218272", "", "French Algeria", "Algérie"
"ch106", "complexe", "http://www.wikidata.org/entity/Q21", "", "England", "Angleterre"
"ch106", "complexe", "http://www.wikidata.org/entity/Q57751375", "", "Arabia", "Arabie"
"ch106", "complexe", "http://www.wikidata.org/entity/Q48", "", "Asia", "Asie"
"ch106", "complexe", "http://www.wikidata.org/entity/Q155", "", "Brazil", "Brésil"
"ch106", "complexe", "http://www.wikidata.org/entity/Q142", "", "France", "France"
"ch106", "complexe", "http://www.wikidata.org/entity/Q853968", "", "Hindustan", "Hindoustan"
"ch106", "complexe", "http://www.wikidata.org/entity/Q34266", "", "Russian Empire", "Russie"
"ch106", "complexe", "http://www.wikidata.org/entity/Q47134", "", "Shetland Islands", "Shetland"
"ch106", "complexe", "http://www.wikidata.org/entity/Q48335", "", "Newfoundland", "Terre-Neuve"
"ch106", "complexe", "http://www.wikidata.org/entity/Q370736", "", "Cape Colony", "colonie du Cap"
"ch106", "économie_domestique", "http://www.wikidata.org/entity/Q828", "", "Americas", "'Amérique"
"ch106", "économie_domestique", "http://www.wikidata.org/entity/Q15", "", "Africa", "Afrique"
"ch106", "économie_domestique", "http://www.wikidata.org/entity/Q29520", "", "China", "Chine"
"ch106", "économie_domestique", "http://www.wikidata.org/entity/Q46", "", "Europe", "Europe"
"ch106", "économie_domestique", "http://www.wikidata.org/entity/Q46", "", "Europe", "Europe"
"ch106", "économie_domestique", "http://www.wikidata.org/entity/Q142", "", "France", "France"
"ch106", "économie_domestique", "http://www.wikidata.org/entity/Q3090513", "", "Jardin d'Acclimatation", "Jardin d'acclimatation"
"ch106", "économie_domestique", "http://www.wikidata.org/entity/Q3090513", "", "Jardin d'Acclimatation", "Jardin d'acclimatation"
