"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch058", "récit", "http://www.wikidata.org/entity/Q142", "", "France", "France"
"ch058", "récit", "http://www.wikidata.org/entity/Q1774", "", "Zanzibar Islands", "Zanzibar"
"ch058", "récit", "", "", "", "tour de Babel"
"ch058", "questionnaire", "http://www.wikidata.org/entity/Q1774", "", "Zanzibar Islands", "Zanzibar"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q15", "", "Africa", "Afrique"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q15", "", "Africa", "Afrique"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q30", "", "United States of America", "Amérique"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q30", "", "United States of America", "Amérique"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q166131", "", "Antilles", "Antilles"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q48", "", "Asia", "Asie"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q3960", "", "Australian continent", "Australie"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q3960", "", "Australian continent", "Australie"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q155", "", "Brazil", "Brésil"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q29520", "", "China", "Chine"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q29", "", "Spain", "Espagne"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q46", "", "Europe", "Europe"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q46", "", "Europe", "Europe"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q60140", "", "Indian subcontinent", "Hindoustan"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q43467", "", "Indochina", "Indo-Chine"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q17", "", "Japan", "Japon"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q833", "", "Malaysia", "Malaisie"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q55643", "", "Oceania", "Océanie"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q101081", "", "Provence", "Provence"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q5428", "", "Siberia", "Sibérie"
"ch058", "sciences_naturelles", "http://www.wikidata.org/entity/Q30", "", "United States of America", "États-Unis"
"ch058", "instruction_civique", "", "", "", "Afrique"
"ch058", "instruction_civique", "", "", "", "Afrique"
"ch058", "instruction_civique", "", "", "", "Afrique"
"ch058", "instruction_civique", "", "", "", "Europe"
"ch058", "géographie", "", "", "", "Arabie"
"ch058", "géographie", "", "", "", "Asie méridionale"
"ch058", "géographie", "", "", "", "Bombay"
"ch058", "géographie", "", "", "", "Bénarès"
"ch058", "géographie", "", "", "", "Calcutta"
"ch058", "géographie", "", "", "", "Chandernagor"
"ch058", "géographie", "", "", "", "Daman"
"ch058", "géographie", "", "", "", "Diu"
"ch058", "géographie", "", "", "", "Goa"
"ch058", "géographie", "", "", "", "Hyderabad"
"ch058", "géographie", "", "", "", "Inde"
"ch058", "géographie", "", "", "", "Inde anglaise"
"ch058", "géographie", "", "", "", "Ispahan"
"ch058", "géographie", "", "", "", "Karikal"
"ch058", "géographie", "", "", "", "Katmandou"
"ch058", "géographie", "", "", "", "Lahore"
"ch058", "géographie", "", "", "", "Madras"
"ch058", "géographie", "", "", "", "Mahé"
"ch058", "géographie", "", "", "", "Moka"
"ch058", "géographie", "", "", "", "Médine"
"ch058", "géographie", "", "", "", "Pondichéry"
"ch058", "géographie", "", "", "", "Pounaka"
"ch058", "géographie", "", "", "", "Surate"
"ch058", "géographie", "", "", "", "Téhéran"
"ch058", "géographie", "", "", "", "Yanaon"
"ch058", "géographie", "", "", "", "golfe Persique"
"ch058", "géographie", "", "", "", "golfe d'Oman"
"ch058", "géographie", "", "", "", "la Mecque"
