"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch018", "récit", "https://www.wikidata.org/wiki/Q1017", "", "", "Aix-la-Chapelle"
"ch018", "récit", "https://www.wikidata.org/wiki/Q1017", "", "", "Aix-la-Chapelle"
"ch018", "récit", "https://www.wikidata.org/wiki/Q181269", "", "", "Alençon"
"ch018", "récit", "https://www.wikidata.org/wiki/Q183", "", "", "Allemagne"
"ch018", "récit", "https://www.wikidata.org/wiki/Q134674", "", "", "Bayonne"
"ch018", "récit", "", "", "", "Beaucaire"
"ch018", "récit", "https://www.wikidata.org/wiki/Q31", "", "", "Belgique"
"ch018", "récit", "https://www.wikidata.org/wiki/Q181285", "", "", "Cambrai"
"ch018", "récit", "https://www.wikidata.org/wiki/Q205576", "", "", "Châtellerault"
"ch018", "récit", "https://www.wikidata.org/wiki/Q733414", "", "", "Elbeuf"
"ch018", "récit", "https://www.wikidata.org/wiki/Q142", "", "", "France"
"ch018", "récit", "https://www.wikidata.org/wiki/Q188743https://www.wikidata.org/wiki/Q188743", "", "", "Lisieux"
"ch018", "récit", "https://www.wikidata.org/wiki/Q198650", "", "", "Lodève"
"ch018", "récit", "", "", "", "Lyon"
"ch018", "récit", "", "", "", "Lyon"
"ch018", "récit", "", "", "", "Provins"
"ch018", "récit", "", "", "", "Reims"
"ch018", "récit", "http://www.wikidata.org/entity/Q41876", "", "Reims", "Reims"
"ch018", "récit", "", "", "", "Roubaix"
"ch018", "récit", "", "", "", "Saint-Denis"
"ch018", "récit", "", "", "", "Saint-Quentin"
"ch018", "récit", "https://www.wikidata.org/wiki/Q42716", "", "", "Saint-Étienne"
"ch018", "récit", "https://www.wikidata.org/wiki/Q184371", "", "", "Sedan"
"ch018", "récit", "", "", "", "Troyes"
"ch018", "récit", "https://www.wikidata.org/wiki/Q163795", "", "", "Valenciennes"
"ch018", "français", "http://www.wikidata.org/entity/Q41876", "", "Reims", "Reims"
"ch018", "sciences_naturelles", "", "", "", "Chine"
"ch018", "sciences_naturelles", "", "", "", "France"
"ch018", "sciences_naturelles", "", "", "", "France"
"ch018", "sciences_naturelles", "", "", "", "Japon"
"ch018", "géographie", "", "", "", "Champagne"
"ch018", "géographie", "", "", "", "Elbeuf"
"ch018", "géographie", "", "", "", "Flandre"
"ch018", "géographie", "", "", "", "Marne"
"ch018", "géographie", "", "", "", "Nord"
"ch018", "géographie", "", "", "", "Normandie"
"ch018", "géographie", "", "", "", "Reims"
"ch018", "géographie", "", "", "", "Roubaix"
"ch018", "géographie", "", "", "", "Seine-Inférieure"
