"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch099", "récit", "", "", "", "Amplepuis"
"ch099", "récit", "", "", "", "Londres"
"ch099", "récit", "", "", "", "Paris"
"ch099", "récit", "", "", "", "Paris"
"ch099", "questionnaire", "", "", "", "Paris"
"ch099", "composition", "", "", "", "Conservatoire"
"ch099", "composition", "", "", "", "Conservatoire des arts et métiers"
"ch099", "composition", "", "", "", "Gascogne"
"ch099", "composition", "http://www.wikidata.org/entity/Q191085", "", "Gascony", "Gascogne"
"ch099", "composition", "", "", "", "Londres"
"ch099", "composition", "", "", "", "Lyon"
"ch099", "composition", "", "", "", "Lyon"
"ch099", "composition", "", "", "", "Lyon"
"ch099", "composition", "", "", "", "Lyon"
"ch099", "composition", "", "", "", "Lyon"
"ch099", "composition", "http://www.wikidata.org/entity/Q456", "", "Lyon", "Lyon"
"ch099", "composition", "http://www.wikidata.org/entity/Q456", "", "Lyon", "Lyon"
"ch099", "composition", "http://www.wikidata.org/entity/Q456", "", "Lyon", "Lyon"
"ch099", "composition", "", "", "", "Oullins"
"ch099", "composition", "", "", "", "Paris"
"ch099", "composition", "", "", "", "Paris"
"ch099", "composition", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch099", "composition", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch099", "composition", "", "", "", "place des Terreaux"
"ch099", "géographie", "", "", "", "Angleterre"
"ch099", "géographie", "", "", "", "Angleterre"
"ch099", "géographie", "", "", "", "Angleterre"
"ch099", "géographie", "", "", "", "Angleterre"
"ch099", "géographie", "", "", "", "Angleterre"
"ch099", "géographie", "", "", "", "Angleterre"
"ch099", "géographie", "", "", "", "Antilles"
"ch099", "géographie", "", "", "", "Australie"
"ch099", "géographie", "", "", "", "Canada"
"ch099", "géographie", "", "", "", "Canada"
"ch099", "géographie", "", "", "", "Conservatoire des arts et métiers"
"ch099", "géographie", "", "", "", "Cornouailles"
"ch099", "géographie", "", "", "", "Europe occidentale"
"ch099", "géographie", "", "", "", "France"
"ch099", "géographie", "", "", "", "France"
"ch099", "géographie", "", "", "", "Hindoustan"
"ch099", "géographie", "", "", "", "Hindoustan"
"ch099", "géographie", "", "", "", "Iles Britanniques"
"ch099", "géographie", "", "", "", "Iles Britanniques"
"ch099", "géographie", "", "", "", "Irlande"
"ch099", "géographie", "", "", "", "Londres"
"ch099", "géographie", "", "", "", "Londres"
"ch099", "géographie", "", "", "", "Londres"
"ch099", "géographie", "", "", "", "Maurice"
"ch099", "géographie", "", "", "", "South-Kensington"
"ch099", "géographie", "", "", "", "Tour"
"ch099", "géographie", "", "", "", "Westminster"
"ch099", "géographie", "", "", "", "colonie du Cap"
"ch099", "géographie", "", "", "", "ile de France"
"ch099", "géographie", "", "", "", "musée Britannique"
"ch099", "géographie", "", "", "", "palais de Justice"
"ch099", "géographie", "", "", "", "palais du Parlement"
"ch099", "géographie", "", "", "", "pays de Galles"
"ch099", "géographie", "", "", "", "Écosse"
"ch099", "géographie", "", "", "", "église Saint-Paul"
