"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch103", "récit", "http://www.wikidata.org/entity/Q181269", "", "Alençon", "Alençon"
"ch103", "récit", "http://www.wikidata.org/entity/Q21", "", "England", "Angleterre"
"ch103", "récit", "http://www.wikidata.org/entity/Q217161", "", "Aubusson", "Aubusson"
"ch103", "récit", "http://www.wikidata.org/entity/Q1152", "", "Auvergne", "Auvergne"
"ch103", "récit", "http://www.wikidata.org/entity/Q174257", "", "Beauvais", "Beauvais"
"ch103", "récit", "http://www.wikidata.org/entity/Q591233", "", "Bourbonnais", "Bourbonnais"
"ch103", "récit", "http://www.wikidata.org/entity/Q12130", "", "Brittany", "Bretagne"
"ch103", "récit", "http://www.wikidata.org/entity/Q239", "", "City of Brussels", "Bruxelles"
"ch103", "récit", "", "", "", "Chine"
"ch103", "récit", "http://www.wikidata.org/entity/Q733414", "", "Elbeuf", "Elbeuf"
"ch103", "récit", "http://www.wikidata.org/entity/Q29", "", "Spain", "Espagne"
"ch103", "récit", "http://www.wikidata.org/entity/Q234", "", "Flanders", "Flandre"
"ch103", "récit", "http://www.wikidata.org/entity/Q387285", "", "Halles", "Halles"
"ch103", "récit", "", "", "", "Japon"
"ch103", "récit", "http://www.wikidata.org/entity/Q198650", "", "Lodève", "Lodève"
"ch103", "récit", "http://www.wikidata.org/entity/Q1137", "", "Lorraine", "Lorraine"
"ch103", "récit", "", "", "", "Louvre"
"ch103", "récit", "", "", "", "Lyon"
"ch103", "récit", "http://www.wikidata.org/entity/Q456", "", "Lyon", "Lyon"
"ch103", "récit", "", "", "", "Midi"
"ch103", "récit", "http://www.wikidata.org/entity/Q18677875", "", "Normandy", "Normandie"
"ch103", "récit", "http://www.wikidata.org/entity/Q1149081", "", "Eastern world", "Orient"
"ch103", "récit", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch103", "récit", "http://www.wikidata.org/entity/Q12689", "", "Pas-de-Calais", "Pas-de-Calais"
"ch103", "récit", "http://www.wikidata.org/entity/Q159", "", "Russia", "Russie"
"ch103", "récit", "http://www.wikidata.org/entity/Q42716", "", "Saint-Étienne", "Saint-Etienne"
"ch103", "récit", "http://www.wikidata.org/entity/Q184371", "", "Sedan", "Sedan"
"ch103", "récit", "", "", "", "Ternes"
"ch103", "récit", "http://www.wikidata.org/entity/Q163795", "", "Valenciennes", "Valenciennes"
"ch103", "récit", "http://www.wikidata.org/entity/Q163795", "", "Valenciennes", "Valenciennes"
"ch103", "récit", "", "", "", "magasin du Louvre"
"ch103", "récit", "", "", "", "magasin du Louvre"
"ch103", "questionnaire", "http://www.wikidata.org/entity/Q387285", "", "Halles", "Halles centralès"
"ch103", "questionnaire", "", "", "", "magasin du Louvre"
"ch103", "géographie", "http://www.wikidata.org/entity/Q239", "", "City of Brussels", "Bruxelles"
"ch103", "géographie", "http://www.wikidata.org/entity/Q6454", "", "Calais", "Calais"
"ch103", "géographie", "http://www.wikidata.org/entity/Q29", "", "Spain", "Espagne"
"ch103", "géographie", "http://www.wikidata.org/entity/Q142", "", "France", "France"
"ch103", "géographie", "", "", "", "côte anglaise"
"ch103", "industrie", "http://www.wikidata.org/entity/Q2256", "", "Birmingham", "Birmingham"
"ch103", "industrie", "http://www.wikidata.org/entity/Q181285", "", "Cambrai", "Cambrai"
"ch103", "industrie", "", "", "", "Faenza"
"ch103", "industrie", "http://www.wikidata.org/entity/Q142", "", "France", "France"
"ch103", "industrie", "", "", "", "Italie"
