"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch142", "récit", "", "", "", "Bois-Maillard"
"ch142", "récit", "", "", "", "Cherbourg"
"ch142", "récit", "", "", "", "Fort-de-France"
"ch142", "récit", "http://www.wikidata.org/entity/Q81621", "", "Fort-de-France", "Fort-de-France"
"ch142", "récit", "", "", "", "Martinique"
"ch142", "récit", "", "", "", "Martinique"
"ch142", "récit", "", "", "", "Martinique"
"ch142", "récit", "", "", "", "Saint-Quentin"
"ch142", "questionnaire", "", "", "", "Fort-de-France"
"ch142", "questionnaire", "http://www.wikidata.org/entity/Q81621", "", "Fort-de-France", "Fort-de-France"
"ch142", "géographie", "http://www.wikidata.org/entity/Q121378", "", "Corfu", "Corfou"
"ch142", "géographie", "", "", "", "Cotentin"
"ch142", "géographie", "http://www.wikidata.org/entity/Q463529", "", "Cotentin Peninsula", "Cotentin"
"ch142", "géographie", "http://www.wikidata.org/entity/Q45797", "", "Dunkirk", "Dunkerque"
"ch142", "géographie", "", "", "", "Espagne"
"ch142", "géographie", "http://www.wikidata.org/entity/Q29", "", "Spain", "Espagne"
"ch142", "géographie", "http://www.wikidata.org/entity/Q42810", "", "Le Havre", "Havre"
"ch142", "géographie", "", "", "", "Italie"
"ch142", "géographie", "http://www.wikidata.org/entity/Q38", "", "Italy", "Italie"
"ch142", "géographie", "http://www.wikidata.org/entity/Q4918", "", "Mediterranean Sea", "La ,"
"ch142", "géographie", "", "", "", "Venise"
"ch142", "géographie", "http://www.wikidata.org/entity/Q641", "", "Venice", "Venise"
"ch142", "géographie", "", "", "", "ile de Zante"
"ch142", "géographie", "http://www.wikidata.org/entity/Q144880", "", "Zakynthos", "ile de Zante"
"ch142", "géographie", "", "", "", "mont Saint-Michel"
"ch142", "géographie", "http://www.wikidata.org/entity/Q20892", "", "Le Mont-Saint-Michel", "mont Saint-Michel"
"ch142", "géographie", "http://www.wikidata.org/entity/Q20892", "", "Le Mont-Saint-Michel", "mont Saint-Michel"
