"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch017", "complexe", "", "", "", "Algérie"
"ch017", "complexe", "", "", "", "Espagne"
"ch017", "complexe", "", "", "", "Europe"
"ch017", "complexe", "", "", "", "Europe"
"ch017", "complexe", "", "", "", "Europe"
"ch017", "complexe", "", "", "", "France"
"ch017", "complexe", "", "", "", "Hindoustan"
"ch017", "complexe", "", "", "", "Rambouillet"
"ch017", "complexe", "", "", "", "Égypte"
"ch017", "complexe", "", "", "", "États-Unis"
"ch017", "géographie", "", "", "", "Amiens"
"ch017", "géographie", "", "", "", "Angers"
"ch017", "géographie", "", "", "", "Armentières"
"ch017", "géographie", "", "", "", "Arras"
"ch017", "géographie", "", "", "", "Aubusson"
"ch017", "géographie", "", "", "", "Beauvais"
"ch017", "géographie", "", "", "", "Bernay"
"ch017", "géographie", "", "", "", "Cambrai"
"ch017", "géographie", "", "", "", "Carcassonne"
"ch017", "géographie", "", "", "", "Castres"
"ch017", "géographie", "", "", "", "Chantilly"
"ch017", "géographie", "", "", "", "Cholet"
"ch017", "géographie", "", "", "", "Condé-sur- Noireau"
"ch017", "géographie", "", "", "", "Elbeuf"
"ch017", "géographie", "", "", "", "Flers"
"ch017", "géographie", "", "", "", "France"
"ch017", "géographie", "", "", "", "France"
"ch017", "géographie", "", "", "", "Grenoble"
"ch017", "géographie", "", "", "", "Laval"
"ch017", "géographie", "", "", "", "Lavaur"
"ch017", "géographie", "", "", "", "Le Mans"
"ch017", "géographie", "", "", "", "Le Puy"
"ch017", "géographie", "", "", "", "Lisieux"
"ch017", "géographie", "", "", "", "Lodève"
"ch017", "géographie", "", "", "", "Louviers"
"ch017", "géographie", "", "", "", "Mazamet"
"ch017", "géographie", "", "", "", "Moselle"
"ch017", "géographie", "", "", "", "Orléans"
"ch017", "géographie", "", "", "", "Privas"
"ch017", "géographie", "", "", "", "Puteaux"
"ch017", "géographie", "", "", "", "Reims"
"ch017", "géographie", "", "", "", "Rethel"
"ch017", "géographie", "", "", "", "Roanne"
"ch017", "géographie", "", "", "", "Roubaix"
"ch017", "géographie", "", "", "", "Rouen"
"ch017", "géographie", "", "", "", "Saint-Omer"
"ch017", "géographie", "", "", "", "Sedan"
"ch017", "géographie", "", "", "", "Tourcoing"
"ch017", "géographie", "", "", "", "Tours"
"ch017", "géographie", "", "", "", "Troyes"
"ch017", "géographie", "", "", "", "Valence"
"ch017", "géographie", "", "", "", "Épinal"
