"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch048", "récit", "produit", "légume", "plante potagère", "Plante potagère"
"ch048", "récit", "produit", "légume", "carotte", "botte"
"ch048", "récit", "produit", "légume", "carotte", "botte"
"ch048", "récit", "produit", "légume", "carotte", "botte"
"ch048", "récit", "produit", "légume", "carotte", "carotte"
"ch048", "récit", "produit", "légume", "carotte", "carotte"
"ch048", "récit", "produit", "légume", " chou de Bruxelles", "choux de Bruxelles"
"ch048", "récit", "produit", "légume", "chou de Bruxelles", "choux de Bruxelles"
"ch048", "récit", "produit", "", "aliment", "d'aliment"
"ch048", "récit", "produit", "laitier", "fromage", "fromages"
"ch048", "récit", "produit", "fruit", "grappe", "grappe"
"ch048", "récit", "produit", "légume", "légume", "légumes"
"ch048", "récit", "produit", "légume", "légume", "légumes"
"ch048", "récit", "mets", "", "nourriture", "nourriture"
"ch048", "récit", "ustensile", "", " panier", "paniers"
"ch048", "récit", "ustensile", "", "panier", "paniers"
"ch048", "récit", "produit", "fruit", "poire", "poire de beurré"
"ch048", "récit", "produit", "animal", "poulet", "poulets"
"ch048", "récit", "produit", "fruit", "pêche", "pêches"
"ch048", "récit", "produit", "fruit", "raisin", "raisin"
"ch048", "récit", "mets", "", "victuaille", "victuailles"
"ch048", "récit", "produit", "animal", "volaille", "volaille"
"ch048", "récit", "ustensile", "", "étal", "étals"
"ch048", "questionnaire", "produit", "", "produit", "produits"
"ch048", "morale", "", "", "", "pro- visions"
"ch048", "industrie", "ustensile", "", "panier", "PANIERS"
"ch048", "industrie", "produit", "", "achat", "achats"
"ch048", "industrie", "ustensile", "", " corbeille", "corbeilles"
"ch048", "industrie", "ustensile", "", " corbeille", "corbeilles"
"ch048", "industrie", "ustensile", "", "corbeille", "corbeilles"
"ch048", "industrie", "ustensile", "", "corbeille", "corbeilles"
"ch048", "industrie", "ustensile", "", "corbeille", "corbeilles"
"ch048", "industrie", "ustensile", "", "corbeille", "corbeilles"
"ch048", "industrie", "produit", "", "denrée", "denrées"
"ch048", "industrie", "produit", "fruit", "fruit", "fruits"
"ch048", "industrie", "produit", "végétal", "graine", "graines"
"ch048", "industrie", "ustensile", "", "panier", "panier"
"ch048", "industrie", "ustensile", "", "panier", "panier à vendange"
"ch048", "industrie", "ustensile", "", "panier", "panier de marée"
"ch048", "industrie", "ustensile", "", "panier", "panier à ouvrage"
"ch048", "industrie", "ustensile", "", "panier", "panier à anse"
"ch048", "industrie", "ustensile", "", "panier", "panier à claire-voie"
"ch048", "industrie", "ustensile", "", "panier", "paniers"
"ch048", "industrie", "ustensile", "", "panier", "paniers"
"ch048", "industrie", "ustensile", "", "panier", "paniers"
"ch048", "industrie", "ustensile", "", "panier", "paniers"
"ch048", "industrie", "ustensile", "", "panier", "paniers"
"ch048", "industrie", "ustensile", "", "panier", "paniers"
"ch048", "industrie", "ustensile", "", "panier", "paniers"
"ch048", "industrie", "produit", "", "", "provisions"
"ch048", "industrie", "ustensile", "", "ustensile", "ustensiles"
"ch048", "industrie", "produit", "animal", "œuf", "œufs"
"ch048", "agriculture", "produit", "légume", "carotte", "CAROTTE"
"ch048", "agriculture", "produit", "végétal", "carotte", "blanche"
"ch048", "agriculture", "", "", "carotte", "carotte"
"ch048", "agriculture", "produit", "légume", "carotte", "carotte"
"ch048", "agriculture", "produit", "végétal", "carotte", "carotte"
"ch048", "agriculture", "produit", "végétal", "carotte", "carotte de Hollande"
"ch048", "agriculture", "", "", "carotte", "carotte nantaise"
"ch048", "agriculture", "produit", "légume", "carotte", "carottes"
"ch048", "agriculture", "produit", "légume", "carotte", "carottes"
"ch048", "agriculture", "produit", "végétal", "carotte", "carottes fourragères"
"ch048", "agriculture", "ustensile", "", "pioche", "pioche"
"ch048", "agriculture", "produit", "végétal", "plante", "plante"
"ch048", "agriculture", "produit", "végétal", "plante", "plante-racine potagère"
"ch048", "agriculture", "produit", "végétal", "racine", "racine"
"ch048", "agriculture", "produit", "végétal", "racine", "racine"
"ch048", "agriculture", "produit", "végétal", "racine", "racine"
"ch048", "agriculture", "produit", "végétal", "racine", "racine"
"ch048", "agriculture", "produit", "végétal", "carotte", "rouge de Flandre"
"ch048", "économie_domestique", "mets", "", "canard aux navers", "CANARD AUX NAVETS"
"ch048", "économie_domestique", "mets", "", "poule au riz", "POULE AU RIZ"
"ch048", "économie_domestique", "mets", "", "poulet", "POULET RÔTI"
"ch048", "économie_domestique", "produit", "animal", "volaille", "VOLAILLES"
"ch048", "économie_domestique", "produit", "animal", "aile", "ailes"
"ch048", "économie_domestique", "produit", "animal", "bec", "bec"
"ch048", "économie_domestique", "ingrédient", "", "beurre", "beurre"
"ch048", "économie_domestique", "ingrédient", "", "beurre", "beurre frais"
"ch048", "économie_domestique", "ingrédient", "", "bouillon", "bouillon"
"ch048", "économie_domestique", "mets", "", "bouillon", "bouillon"
"ch048", "économie_domestique", "mets", "", "bouillon", "bouillon"
"ch048", "économie_domestique", "produit", "animal", "canard", "canard"
"ch048", "économie_domestique", "produit", "animal", "canard", "canard"
"ch048", "économie_domestique", "produit", "animal", "canard", "canard"
"ch048", "économie_domestique", "produit", "animal", "canard", "canard"
"ch048", "économie_domestique", "mets", "", "canard", "canard aux navets"
"ch048", "économie_domestique", "", "", "carotte", "carotte"
"ch048", "économie_domestique", "ustensile", "", "casserole", "casserole"
"ch048", "économie_domestique", "ustensile", "", "casserole", "casserole"
"ch048", "économie_domestique", "ustensile", "", "casserole", "casserole"
"ch048", "économie_domestique", "produit", "éparco", "clou de girofle", "clous de girofle"
"ch048", "économie_domestique", "produit", "végétal", "cresson", "cresson"
"ch048", "économie_domestique", "produit", "végétal", "céleri", "céleri"
"ch048", "économie_domestique", "ingrédient", "", "eau", "eau"
"ch048", "économie_domestique", "ingrédient", "", "eau", "eau"
"ch048", "économie_domestique", "ustensile", "", "four", "four"
"ch048", "économie_domestique", "produit", "carné", "", "jambon"
"ch048", "économie_domestique", "ingrédient", "", "jus", "jus"
"ch048", "économie_domestique", "ingrédient", "", "jus", "jus"
"ch048", "économie_domestique", "produit", "animal", "jus", "jus"
"ch048", "économie_domestique", "produit", "animal", "lard", "lard"
"ch048", "économie_domestique", "produit", "végétal", "navet", "navets"
"ch048", "économie_domestique", "produit", "végétal", "navet", "navets"
"ch048", "économie_domestique", "produit", "végétal", "oignon", "oignon"
"ch048", "économie_domestique", "produit", "animal", "os", "os"
"ch048", "économie_domestique", "produit", "féculent", "patte", "pattes"
"ch048", "économie_domestique", "produit", "animal", "peau", "peau"
"ch048", "économie_domestique", "produit", "animal", "peau", "peau"
"ch048", "économie_domestique", "ustensile", "", "plat de fer", "plat de fer"
"ch048", "économie_domestique", "ingrédient", "", "poivre", "poivre;"
"ch048", "économie_domestique", "produit", "animal", "poule", "poule"
"ch048", "économie_domestique", "mets", "", "poule", "poule au riz"
"ch048", "économie_domestique", "produit", "animal", "poulet", "poulet"
"ch048", "économie_domestique", "produit", "animal", "poulet", "poulet"
"ch048", "économie_domestique", "mets", "", "poulet", "poulet rôti"
"ch048", "économie_domestique", "mets", "", "poulet", "poulet rôti"
"ch048", "économie_domestique", "produit", "féculent", "riz", "riz"
"ch048", "économie_domestique", "ingrédient", "", "roux", "roux"
"ch048", "économie_domestique", "ustensile", "", "saladier", "saladier"
"ch048", "économie_domestique", "ingrédient", "", "sel", "sel"
"ch048", "économie_domestique", "ingrédient", "", "sel", "sel"
"ch048", "économie_domestique", "ingrédient", "", "sel", "sel"
"ch048", "économie_domestique", "ingrédient", "", "sel", "sel"
"ch048", "économie_domestique", "ingrédient", "", "sucre", "sucre"
"ch048", "économie_domestique", "ingrédient", "", "vinaigre", "vinaigre"
"ch048", "économie_domestique", "produit", "animal", "volaille", "volaille"
"ch048", "économie_domestique", "produit", "animal", "volaille", "volaille"
