"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch123", "récit", "mets", "", "agneau", "agneau"
"ch123", "récit", "produit", "légume", "betterave", "betteraves"
"ch123", "récit", "mets", "", "bifteck", "bifteck"
"ch123", "récit", "mets", "", "bouillon d'os", "bouillon d'os"
"ch123", "récit", "mets", "", "bœuf bouilli", "bœuf bouilli"
"ch123", "récit", "mets", "", "bœuf salé", "bœuf salé"
"ch123", "récit", "mets", "", "canard domestique", "canard domestique"
"ch123", "récit", "mets", "", "canard sauvage", "canard sauvage"
"ch123", "récit", "mets", "", "carotte bouillie", "carottes bouillies"
"ch123", "récit", "mets", "", "cervelle", "cervelles"
"ch123", "récit", "mets", "", "chou", "choux bouillis"
"ch123", "récit", "mets", "", "chou cru", "choux crus en salade"
"ch123", "récit", "mets", "", "compote de pommes", "compote de pommes"
"ch123", "récit", "mets", "", "côtelette de veau", "côtelette de veau"
"ch123", "récit", "mets", "", "dinde", "dinde"
"ch123", "récit", "mets", "", "foie grillé", "foie grillé"
"ch123", "récit", "mets", "", "fromage", "fromage"
"ch123", "récit", "mets", "", "lait bouilli", "lait bouilli"
"ch123", "récit", "mets", "", "lait", "lait cru"
"ch123", "récit", "mets", "", "lard", "lard"
"ch123", "récit", "mets", "", "morue bouillie", "morue salée bouillie"
"ch123", "récit", "mets", "", "mouton", "mouton grillé ou bouilli"
"ch123", "récit", "mets", "", "mouton rôti", "mouton rôti"
"ch123", "récit", "mets", "", "mouton salé", "mouton salé"
"ch123", "récit", "mets", "", "œuf à la coque", "oeufs à la coque"
"ch123", "récit", "mets", "", "oie rôtie", "oie rôtie"
"ch123", "récit", "mets", "", "pain", "pain"
"ch123", "récit", "mets", "", "pieds de cochon", "pieds de cochon bouillis"
"ch123", "récit", "mets", "", "pomme de terre", "pommes de terre"
"ch123", "récit", "mets", "", "pomme", "pommes douces crues"
"ch123", "récit", "mets", "", "porc grillé", "porc grillé"
"ch123", "récit", "mets", "", "porc salé", "porc salé"
"ch123", "récit", "mets", "", "poulet fricassé", "poulet fricassé"
"ch123", "récit", "mets", "", "ris de veau", "ris de veau"
"ch123", "récit", "mets", "", "riz éclaté", "riz éclaté"
"ch123", "récit", "mets", "", "soupe au bœuf", "soupe au bœuf"
"ch123", "récit", "mets", "", "tapioca", "tapioca"
"ch123", "récit", "mets", "", "veau frit", "veau frit"
"ch123", "récit", "mets", "", "veau rôti", "veau rôti"
"ch123", "récit", "mets", "", "venaison grillée", "venaison grillée"
"ch123", "récit", "mets", "", "œuf cru", "œufs frais crus"
"ch123", "récit", "mets", "", "œuf fouetté", "œufs frais fouettés"
"ch123", "récit", "mets", "", "œuf sur le plat", "œufs sur le plat"
"ch123", "sciences_naturelles", "produit", "féculent", "blé", "blé"
"ch123", "sciences_naturelles", "produit", "féculent", "blé", "blé"
"ch123", "sciences_naturelles", "produit", "féculent", "céréale", "céréales"
"ch123", "sciences_naturelles", "produit", "féculent", "grain", "grains"
