"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch061", "récit", "produit", "végétal", "blé", "blé"
"ch061", "récit", "produit", "végétal", "sorgho", "sorgho"
"ch061", "récit", "produit", "féculent", "tapioca", "tapioca"
"ch061", "sciences_naturelles", "produit", "féculent", "manioc", "MANIOC"
"ch061", "sciences_naturelles", "produit", "féculent", "sorgho", "SORGHO"
"ch061", "sciences_naturelles", "produit", "boisson", "bière", "bière"
"ch061", "sciences_naturelles", "produit", "féculent", "farine de manioc", "farine de manioc"
"ch061", "sciences_naturelles", "produit", "féculent", "fécule", "fécule"
"ch061", "sciences_naturelles", "produit", "féculent", "sorgho", "grain du sorgho"
"ch061", "sciences_naturelles", "produit", "féculent", "manioc", "manioc"
"ch061", "sciences_naturelles", "produit", "féculent", "manioc", "manioc"
"ch061", "sciences_naturelles", "produit", "féculent", "millet", "millet"
"ch061", "sciences_naturelles", "mets", "féculent", "pain", "pain"
"ch061", "sciences_naturelles", "mets", "", "potage", "potages"
"ch061", "sciences_naturelles", "produit", "féculent", "sorgho", "sorgho"
"ch061", "sciences_naturelles", "produit", "féculent", "tapioca", "tapioca"
