"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch074", "récit", "produit", "animal", "veau", "veau"
"ch074", "questionnaire", "produit", "féculent", "blé", "blés"
"ch074", "questionnaire", "produit", "animal", "bétail", "bétail"
"ch074", "questionnaire", "produit", "végétal", "grain", "grains"
"ch074", "questionnaire", "produit", "végétal", "herbe", "herbe"
"ch074", "questionnaire", "produit", "végétal", "herbe", "herbe"
"ch074", "questionnaire", "mets", "", "nourriture", "nourriture"
"ch074", "questionnaire", "produit", "féculent", "pain", "pain"
"ch074", "questionnaire", "produit", "féculent", "pain", "pain"
"ch074", "questionnaire", "produit", "végétal", "vigne", "vignes"
