"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch006", "récit", "ustensile", "", "chaudron", "chaudron"
"ch006", "récit", "ustensile", "", "soupière", "soupière"
"ch006", "récit", "ustensile", "", "soupière", "soupière"
"ch006", "morale", "mets", "", "mets", "mets"
"ch006", "morale", "ustensile", "", "poêle", "poêle"
"ch006", "morale", "mets", "", "repas", "repas"
"ch006", "sciences_naturelles", "produit", "végétal", "pomme de terre", "La pomme de terre"
"ch006", "sciences_naturelles", "produit", "végétal", "pomme de terre", "La pomme de terre"
"ch006", "sciences_naturelles", "produit", "fruit", "fruit", "fruits"
"ch006", "sciences_naturelles", "produit", "végétal", "pomme de terre", "pomme de terre"
"ch006", "sciences_naturelles", "produit", "animal", "porc", "porc"
