"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch108", "récit", "produit", "carné", "poulet", "chair"
"ch108", "récit", "produit", "carné", "poulet", "sot-l'y-laisse"
"ch108", "récit", "produit", "carné", "volaille", "volailles"
"ch108", "récit", "produit", "carné", "volaille", "volailles"
"ch108", "questionnaire", "produit", "carné", "poulet", "poulets"
"ch108", "questionnaire", "produit", "carné", "poulet", "poulets"
"ch108", "sciences_naturelles", "mets", "", "aliment", "aliments"
"ch108", "sciences_naturelles", "mets", "", "aliment", "aliments"
"ch108", "sciences_naturelles", "mets", "", "aliment", "aliments"
"ch108", "sciences_naturelles", "mets", "", "aliment", "aliments"
"ch108", "sciences_naturelles", "mets", "", "aliment", "aliments"
"ch108", "sciences_naturelles", "mets", "", "nourriture", "nourriture"
"ch108", "économie_domestique", "mets", "", "aliment", "aliments"
"ch108", "économie_domestique", "mets", "", "aliment", "aliments"
"ch108", "économie_domestique", "mets", "", "aliment", "aliments"
"ch108", "économie_domestique", "mets", "boisson", "camomille", "camomille"
"ch108", "économie_domestique", "mets", "carné", "porc", "chair de porc"
"ch108", "économie_domestique", "mets", "", "chocolat", "chocolat"
"ch108", "économie_domestique", "mets", "fruit", "confiture", "confitures"
"ch108", "économie_domestique", "mets", "", "friandise", "friandise"
"ch108", "économie_domestique", "mets", "laitier", "fromage", "fromage"
"ch108", "économie_domestique", "mets", "fruit", "fruit", "fruit"
"ch108", "économie_domestique", "mets", "fruit", "fruit", "fruits"
"ch108", "économie_domestique", "mets", "boisson", "infusion", "infusions"
"ch108", "économie_domestique", "mets", "légume", "légume", "légume"
"ch108", "économie_domestique", "mets", "légume", "légume", "légumes"
"ch108", "économie_domestique", "mets", "légume", "légume", "légumes"
"ch108", "économie_domestique", "mets", "", "mets", "mets"
"ch108", "économie_domestique", "mets", "", "mets", "mets"
"ch108", "économie_domestique", "mets", "", "nourriture", "nourriture"
"ch108", "économie_domestique", "mets", "féculent", "pain", "pain"
"ch108", "économie_domestique", "ingrédient", "éparco", "sel", "sel"
"ch108", "économie_domestique", "mets", "", "soupe", "soupe"
"ch108", "économie_domestique", "mets", "", "soupe", "soupe"
"ch108", "économie_domestique", "mets", "boisson", "thé", "thé"
"ch108", "économie_domestique", "mets", "carné", " viande", "viande"
"ch108", "économie_domestique", "mets", "carné", "viande", "viande"
"ch108", "économie_domestique", "ingrédient", "carné", "viande", "viandes"
"ch108", "économie_domestique", "mets", "carné", "viane", "viandes"
"ch108", "économie_domestique", "mets", "animal", "œuf à la coque", "œuf à la coque"
