"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch122", "récit", "mets", "", "croûton", "croûton"
"ch122", "récit", "mets", "", "poire", "poire"
"ch122", "récit", "mets", "", "œufs durs", "œufs durs"
"ch122", "hygiène", "mets", "", "bière legère", "bière legère"
"ch122", "hygiène", "mets", "", "boisson", "boissons"
"ch122", "hygiène", "mets", "", "boisson", "boissons"
"ch122", "hygiène", "mets", "", "boisson alcoolique", "boissons alcooliques"
"ch122", "hygiène", "mets", "", "café noir", "café noir"
"ch122", "hygiène", "mets", "", "cidre", "cidre"
"ch122", "hygiène", "mets", "", "eau pure", "eau pure"
"ch122", "hygiène", "mets", "", "thé", "thé"
"ch122", "hygiène", "mets", "", "vin étendu d'eau", "vin largement étendu d'eau"
