"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch047", "récit", "produit", "végétal", "chou", "Chou Milan"
"ch047", "récit", "produit", "végétal", "chou", "Chou cabus"
"ch047", "récit", "produit", "végétal", "betterave", "betteraves"
"ch047", "récit", "produit", "féculent", "blé", "blé"
"ch047", "récit", "", "", "chou de bruxelles", "bruxelles"
"ch047", "récit", "", "", "chou", "cabus"
"ch047", "récit", "", "", " chou", "choux"
"ch047", "récit", "produit", "légume", "chou", "choux"
"ch047", "récit", "produit", "végétal", "chou", "choux"
"ch047", "récit", "produit", "végétal", "chou de Bruxelles", "choux de Bruxelles"
"ch047", "récit", "produit", "féculent", "grain", "grain"
"ch047", "récit", "produit", "féculent", "grain", "grain"
"ch047", "récit", "produit", "animal", "lapin", "lapins"
"ch047", "récit", "mets", "", "milan", "milans"
"ch047", "récit", "produit", "féculent", "orge", "orge"
"ch047", "récit", "produit", "végétal", "plante potagère", "plante potagère"
"ch047", "récit", "produit", "végétal", "potiron", "potiron"
"ch047", "récit", "produit", "végétal", "potiron", "potirons"
"ch047", "récit", "produit", "féculent", "seigle", "seigle"
"ch047", "récit", "mets", "", "soupe", "soupe"
"ch047", "récit", "produit", "animal", "volaille", "volailles"
"ch047", "récit", "produit", "animal", "volaille", "volailles"
"ch047", "questionnaire", "produit", "légume", "chou", "choux"
"ch047", "questionnaire", "produit", "végétal", "légume", "légume"
"ch047", "morale", "produit", "animal", "chair", "chair"
"ch047", "morale", "produit", "fruit", "fruit", "fruits"
"ch047", "complexe", "", "", "chou", "CHOU"
"ch047", "complexe", "", "", "", "caulet de Flandre"
"ch047", "complexe", "", "", "chou", "chou"
"ch047", "complexe", "", "", "chou", "chou"
"ch047", "complexe", "", "", "chou", "chou branchu"
"ch047", "complexe", "", "", "chou", "chou cavalier rouge"
"ch047", "complexe", "", "", "", "chou mille-têtes du Poitou"
"ch047", "complexe", "", "", "chou", "chou mœllier"
"ch047", "complexe", "", "", "chou", "chou navet"
"ch047", "complexe", "", "", "chou", "choux"
"ch047", "complexe", "", "", "chou", "choux"
"ch047", "complexe", "", "", "chou", "choux"
"ch047", "complexe", "", "", "chou", "choux"
"ch047", "complexe", "produit", "végétal", "chou", "choux"
"ch047", "complexe", "", "", "chou", "choux cabus"
"ch047", "complexe", "", "", "chou", "choux milans"
"ch047", "complexe", "", "", "chou", "choux rouges"
"ch047", "complexe", "", "", "chou", "choux-fleurs"
"ch047", "complexe", "produit", "végétal", "plante", "plante"
"ch047", "complexe", "produit", "végétal", "plante", "plante"
"ch047", "complexe", "", "", "", "plante potagère"
"ch047", "complexe", "produit", "végétal", "plante fourragère", "plantes fourragères"
"ch047", "économie_domestique", "", "", "chou", "CHOU EN RAGOÛT"
"ch047", "économie_domestique", "mets", "", "choucroute", "CHOUCROUTE"
"ch047", "économie_domestique", "ustensile", "", "baril", "baril"
"ch047", "économie_domestique", "ustensile", "", "baril", "baril"
"ch047", "économie_domestique", "ustensile", "", "baril", "baril"
"ch047", "économie_domestique", "ingrédient", "", "beurre", "beurre"
"ch047", "économie_domestique", "ingrédient", "", "bouillon", "bouillon"
"ch047", "économie_domestique", "mets", "", "bouillon", "bouillon"
"ch047", "économie_domestique", "produit", "animal", "bœuf", "bœuf"
"ch047", "économie_domestique", "ustensile", "", "casserole", "casserole"
"ch047", "économie_domestique", "ustensile", "", "casserole", "casserole"
"ch047", "économie_domestique", "produit", "carné", "cervela", "cervelas"
"ch047", "économie_domestique", "produit", "carné", "cervela", "cervelas"
"ch047", "économie_domestique", "", "", "chou", "chou"
"ch047", "économie_domestique", "", "", "chou", "chou"
"ch047", "économie_domestique", "produit", "végétal", "chou", "chou"
"ch047", "économie_domestique", "produit", "végétal", "chou", "chou"
"ch047", "économie_domestique", "mets", "", "choucroute", "choucroute"
"ch047", "économie_domestique", "mets", "", "choucroute", "choucroute"
"ch047", "économie_domestique", "mets", "", "choucroute", "choucroute"
"ch047", "économie_domestique", "mets", "", "choucroute", "choucroute"
"ch047", "économie_domestique", "", "", "chou", "choux"
"ch047", "économie_domestique", "", "", "chou", "choux"
"ch047", "économie_domestique", "", "", "chou", "choux"
"ch047", "économie_domestique", "ingrédient", "", "chou", "choux"
"ch047", "économie_domestique", "produit", "végétal", "chou", "choux"
"ch047", "économie_domestique", "produit", "végétal", "chou à grosse pomme", "choux à grosse pomme"
"ch047", "économie_domestique", "ustensile", "", "couteau", "couteau"
"ch047", "économie_domestique", "ustensile", "", "couvercle", "couvercle"
"ch047", "économie_domestique", "ustensile", "", "couvercle", "couvercle"
"ch047", "économie_domestique", "ustensile", "", "couvercle", "couvercle"
"ch047", "économie_domestique", "ingrédient", "", "cuisson", "cuisson"
"ch047", "économie_domestique", "ingrédient", "", "eau", "eau"
"ch047", "économie_domestique", "produit", "minéral", "eau", "eau"
"ch047", "économie_domestique", "ustensile", "", "eau", "eaux"
"ch047", "économie_domestique", "produit", "végétal", "feuille", "feuilles"
"ch047", "économie_domestique", "ingrédient", "éparco", "feuille de laurier", "feuilles de laurier"
"ch047", "économie_domestique", "ustensile", "", "fût", "fût"
"ch047", "économie_domestique", "ingrédient", "", "genièvre", "genièvre"
"ch047", "économie_domestique", "ingrédient", "", "genièvre", "genièvre"
"ch047", "économie_domestique", "produit", "éparco", "", "genièvre"
"ch047", "économie_domestique", "produit", "animal", "graisse", "graisse"
"ch047", "économie_domestique", "produit", "animal", "graisse", "graisse"
