"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch101", "récit", "ustensile", "", "flacon", "flacon"
"ch101", "récit", "produit", "éparco", "huile d'olive", "huile d'Aix"
"ch101", "récit", "produit", "légume", "olive", "olives"
"ch101", "récit", "produit", "fruit", "orange", "oranges de Nice"
"ch101", "récit", "ustensile", "", "panier", "panier"
"ch101", "récit", "ustensile", "", "panier", "panier"
"ch101", "récit", "ustensile", "", "panier", "panier"
"ch101", "récit", "ustensile", "", "panier", "panier"
"ch101", "récit", "mets", "", "pâte de coings", "pâte de coings"
"ch101", "récit", "produit", "carné", "saucisson", "saucisson d'Arles"
"ch101", "géographie", "produit", "fruit", "fruit", "fruits"
"ch101", "géographie", "produit", "éparco", "huile d'olive", "huile d'olive"
"ch101", "géographie", "produit", "fruit", "pruneau", "pruneaux d'Agen"
