"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch089", "récit", "produit", "laitier", "beurre", "Bretagne"
"ch089", "récit", "produit", "poisson", "crevette", "Crevette"
"ch089", "récit", "produit", "poisson", "hareng", "Harengs"
"ch089", "récit", "produit", "poisson", "homard", "Homard"
"ch089", "récit", "produit", "poisson", "saumon", "Poisson"
"ch089", "récit", "produit", "poisson", "turbot", "Poisson"
"ch089", "récit", "produit", "poisson", "saumon", "Saumon"
"ch089", "récit", "produit", "poisson", "turbot", "Turbot"
"ch089", "récit", "produit", "laitier", "beurre", "beurre de Normandie"
"ch089", "récit", "produit", "carné", "bœuf", "bœuf"
"ch089", "récit", "produit", "poisson", "homard", "chair"
"ch089", "récit", "produit", "poisson", "congre", "congres"
"ch089", "récit", "produit", "poisson", "coquillage", "coquillages"
"ch089", "récit", "produit", "poisson", "crevette roses", "crevettes* Crevette. Petite écrevisse de mer qu'on recueille sur les plages. roses"
"ch089", "récit", "produit", "laitier", "fromage", "fromages"
"ch089", "récit", "produit", "fruit", "fruit", "fruits"
"ch089", "récit", "produit", "poisson", "crevette grise", "grises"
"ch089", "récit", "produit", "poisson", "hareng", "harengs"
"ch089", "récit", "produit", "poisson", "homard", "homard"
"ch089", "récit", "produit", "poisson", "homard", "homard"
"ch089", "récit", "produit", "poisson", "homard", "homards"
"ch089", "récit", "produit", "poisson", "huître", "huîtres"
"ch089", "récit", "produit", "poisson", "huître", "huîtres"
"ch089", "récit", "produit", "poisson", "langouste", "langouste"
"ch089", "récit", "ustensile", "", "linge", "linge"
"ch089", "récit", "produit", "légume", "légume", "légumes"
"ch089", "récit", "produit", "poisson", "maquereau", "maquereaux"
"ch089", "récit", "produit", "carné", "mouton", "mouton"
"ch089", "récit", "ustensile", "", "panier", "panier"
"ch089", "récit", "ustensile", "", "panier", "panier"
"ch089", "récit", "ustensile", "", "panier", "paniers"
"ch089", "récit", "produit", "poisson", "homard", "pattes"
"ch089", "récit", "produit", "poisson", "homard", "pinces"
"ch089", "récit", "produit", "poisson", "poisson", "poissons"
"ch089", "récit", "produit", "carné", "porc", "porc"
"ch089", "récit", "produit", "carné", "poularde", "poulardes"
"ch089", "récit", "produit", "carné", "poulet", "poulets"
"ch089", "récit", "produit", "poisson", "raie", "raie"
"ch089", "récit", "produit", "poisson", "raie", "raies"
"ch089", "récit", "produit", "poisson", "saumon", "saumons"
"ch089", "récit", "produit", "poisson", "sole", "soles"
"ch089", "récit", "produit", "poisson", "sole", "soles"
"ch089", "récit", "produit", "poisson", "turbot", "turbots"
"ch089", "récit", "produit", "carné", "viande", "viandes"
"ch089", "récit", "produit", "carné", "volaille", "volailles"
"ch089", "récit", "produit", "poisson", "écrevisse", "écrevisse"
"ch089", "récit", "produit", "poisson", "écrevisse", "écrevisse de mer"
"ch089", "récit", "produit", "animal", "œuf", "œufs"
"ch089", "questionnaire", "produit", "poisson", "crevette", "crevettes"
"ch089", "questionnaire", "produit", "poisson", "crustacé", "crustacés"
"ch089", "questionnaire", "produit", "poisson", "homard", "homards"
"ch089", "questionnaire", "ustensile", "", "panier", "paniers"
"ch089", "questionnaire", "produit", "poisson", "poisson", "poissons"
"ch089", "questionnaire", "produit", "carné", "viande", "viande"
"ch089", "géographie", "", "", "", "coquillages"
"ch089", "géographie", "", "", "", "poissons"
"ch089", "sciences_naturelles", "", "", "", " "
"ch089", "sciences_naturelles", "", "", "", "HARENGS"
"ch089", "sciences_naturelles", "", "", "", "POISSONS"
"ch089", "sciences_naturelles", "", "", "", "anchois"
"ch089", "sciences_naturelles", "", "", "", "chair"
"ch089", "sciences_naturelles", "", "", "", "chair"
"ch089", "sciences_naturelles", "", "", "", "chair"
"ch089", "sciences_naturelles", "", "", "", "crustacés"
"ch089", "sciences_naturelles", "", "", "", "filets"
"ch089", "sciences_naturelles", "", "", "", "hareng"
"ch089", "sciences_naturelles", "", "", "", "harengs"
"ch089", "sciences_naturelles", "", "", "", "harengs"
"ch089", "sciences_naturelles", "", "", "", "harengs"
"ch089", "sciences_naturelles", "", "", "", "harengs saurs"
"ch089", "sciences_naturelles", "", "", "", "homards"
"ch089", "sciences_naturelles", "produit", "poisson", "homard", "homards"
"ch089", "sciences_naturelles", "", "", "", "maquereaux"
"ch089", "sciences_naturelles", "", "", "", "poisson de mer"
"ch089", "sciences_naturelles", "", "", "", "poisson plat"
"ch089", "sciences_naturelles", "", "", "", "poisson plat"
"ch089", "sciences_naturelles", "", "", "", "poissons"
"ch089", "sciences_naturelles", "", "", "", "poissons"
"ch089", "sciences_naturelles", "", "", "", "poissons"
"ch089", "sciences_naturelles", "", "", "", "poissons"
"ch089", "sciences_naturelles", "", "", "", "poissons"
"ch089", "sciences_naturelles", "", "", "", "poissons d'eau de mer"
"ch089", "sciences_naturelles", "", "", "", "poissons d'eau douce"
"ch089", "sciences_naturelles", "", "", "", "raie"
"ch089", "sciences_naturelles", "", "", "", "raie"
"ch089", "sciences_naturelles", "", "", "", "sardines"
"ch089", "sciences_naturelles", "", "", "", "saumons"
"ch089", "sciences_naturelles", "", "", "", "sel"
"ch089", "sciences_naturelles", "", "", "", "sole"
"ch089", "sciences_naturelles", "", "", "", "sole"
"ch089", "sciences_naturelles", "", "", "", "tables"
"ch089", "sciences_naturelles", "", "", "", "thons"
"ch089", "sciences_naturelles", "", "", "", "écrevisses"
"ch089", "économie_domestique", "mets", "", "homard", "HOMARD"
"ch089", "économie_domestique", "mets", "", "rai au beurre noire", "RAIE AU BEURRE NOIR"
"ch089", "économie_domestique", "mets", "", "sole au gratin", "SOLE AU GRATIN"
"ch089", "économie_domestique", "ingrédient", "poisson", "raie", "amer"
"ch089", "économie_domestique", "ingrédient", "éparco", "assisonnement", "assaisonnement"
"ch089", "économie_domestique", "mets", "", "poisson au court bouillon", "au court-bouillon"
"ch089", "économie_domestique", "mets", "", "poisson au court bouillon", "au court-bouillon"
"ch089", "économie_domestique", "mets", "", "poisson aux fines herbes", "aux fines herbes"
"ch089", "économie_domestique", "ingrédient", "laitier", "", "beurre"
"ch089", "économie_domestique", "ingrédient", "laitier", "beurre", "beurre"
"ch089", "économie_domestique", "ingrédient", "laitier", "beurre", "beurre"
"ch089", "économie_domestique", "ingrédient", "laitier", "beurre", "beurre"
"ch089", "économie_domestique", "ingrédient", "laitier", "beurre noir", "beurre noir"
"ch089", "économie_domestique", "ingrédient", "laitier", "beurre noir", "beurre noir"
"ch089", "économie_domestique", "mets", "", "poisson bouilli", "bouilli"
"ch089", "économie_domestique", "ingrédient", "", "bouillon", "bouillon"
"ch089", "économie_domestique", "ingrédient", "éparco", "carptte", "carottes"
"ch089", "économie_domestique", "ustensile", "", "casserole", "casserole"
"ch089", "économie_domestique", "ingrédient", "légume", "champignon", "champignons"
"ch089", "économie_domestique", "ingrédient", "féculent", "chapelure", "chapelure"
"ch089", "économie_domestique", "ustensile", "", "chaudron", "chaudron"
"ch089", "économie_domestique", "ingrédient", "éparco", "ciboule", "ciboule"
"ch089", "économie_domestique", "mets", "", "poisson confit à l'huile", "confit à l'huile"
"ch089", "économie_domestique", "ingrédient", "poisson", "homard", "corps"
"ch089", "économie_domestique", "ingrédient", "poisson", "homard", "corps"
"ch089", "économie_domestique", "ingrédient", "", "court-bouillon", "court-bouillon"
"ch089", "économie_domestique", "ustensile", "", "coouteau", "couteau"
"ch089", "économie_domestique", "ustensile", "", "couvercle", "couvercle"
