"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch046", "récit", "mets", "", "fin morceau", "Fins morceaux"
"ch046", "récit", "mets", "", "mets", "Mets"
"ch046", "récit", "produit", "végétal", "chou", "choux"
"ch046", "récit", "mets", "", "fin morceau", "fins morceaux"
"ch046", "récit", "produit", "féculent", "fécule", "fécule"
"ch046", "récit", "produit", "laitier", "lait", "lait"
"ch046", "récit", "mets", "", "nourriture", "nourriture"
"ch046", "récit", "produit", "végétal", "pois sec", "pois secs"
"ch046", "récit", "produit", "végétal", "pomme de terre", "pomme de terre"
"ch046", "récit", "produit", "végétal", "pomme de terre", "pomme de terre"
"ch046", "récit", "produit", "végétal", "pomme de terre", "pommes de terre"
"ch046", "récit", "mets", "", "pot-au-feu", "pot-au-feu"
"ch046", "récit", "mets", "", "pâtisserie", "pâtisserie"
"ch046", "récit", "produit", "animal", "viande", "viande"
