"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch013", "récit", "ustensile", "", "cafetière", "cafetière"
"ch013", "récit", "produit", "boisson", "café", "café"
"ch013", "récit", "produit", "boisson", "café", "café"
"ch013", "récit", "produit", "boisson", "café", "café"
"ch013", "récit", "produit", "végétal", "café", "café"
"ch013", "récit", "produit", "végétal", "café", "café"
"ch013", "récit", "produit", "végétal", "café", "café"
"ch013", "récit", "produit", "végétal", "café", "café"
"ch013", "récit", "produit", "végétal", "café", "café"
"ch013", "récit", "produit", "végétal", "caféier", "caféier"
"ch013", "récit", "ustensile", "", "cylindre", "cylindre"
"ch013", "récit", "ingrédient", "", "eau", "eau"
"ch013", "récit", "ingrédient", "", "eau", "eau"
"ch013", "récit", "produit", "fruit", "fruit", "fruits"
"ch013", "récit", "produit", "fruit", "fruit", "fruits"
"ch013", "récit", "produit", "végétal", "grain de café", "grains de café"
"ch013", "récit", "mets", "", "nourriture", "nourriture"
"ch013", "récit", "produit", "animal", "volaille", "volaille"
"ch013", "récit", "produit", "animal", "œuf", "œufs"
"ch013", "questionnaire", "produit", "végétal", "café", "café"
"ch013", "questionnaire", "produit", "boisson", "café noir", "café noir"
"ch013", "questionnaire", "produit", "végétal", "caféier ", "caféier"
"ch013", "morale", "produit", "boisson", "café", "café"
"ch013", "morale", "produit", "boisson", "liqueurs", "liqueurs"
