"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch010", "récit", "produit", "animal", "volaille", "volaille"
"ch010", "économie_domestique", "produit", "animal", "lapin", "lapins"
"ch010", "économie_domestique", "produit", "animal", "lapin", "lapins"
"ch010", "économie_domestique", "produit", "animal", "lapin", "lapins"
"ch010", "économie_domestique", "produit", "animal", "porc", "porc"
"ch010", "économie_domestique", "produit", "animal", "porc", "porcs"
"ch010", "économie_domestique", "produit", "animal", "porc", "porcs"
"ch010", "économie_domestique", "produit", "animal", "volaille", "volailles"
"ch010", "économie_domestique", "produit", "animal", "volaille", "volailles"
"ch010", "économie_domestique", "produit", "animal", "œuf", "œufs"
