"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch107", "récit", "produit", "animal", "poule de Conchinchine", "Poules de Cochinchine"
"ch107", "récit", "produit", "animal", "poule de Houdan", "Poules de Houdan"
"ch107", "récit", "produit", "animal", "poule brahmapoutre", "brahmapoutre"
"ch107", "récit", "produit", "animal", "poule bressane", "bressane"
"ch107", "récit", "produit", "animal", "poule bressane", "bressans"
"ch107", "récit", "produit", "animal", "poule campine", "campines"
"ch107", "récit", "produit", "animal", "poule de Conchinchine", "cochinchine"
"ch107", "récit", "produit", "animal", "poule de Conchinchine", "cochinchines"
"ch107", "récit", "produit", "animal", "coq", "coqs"
"ch107", "récit", "produit", "animal", "coq", "coqs"
"ch107", "récit", "produit", "animal", "poule crèvecœur", "crèvecœurs"
"ch107", "récit", "produit", "animal", "poule dorking", "dorkings"
"ch107", "récit", "produit", "animal", "poule de Houdan", "houdans"
"ch107", "récit", "produit", "animal", "poule de Houdan", "houdans"
"ch107", "récit", "ustensile", "", "poulailler", "poulailler"
"ch107", "récit", "produit", "animal", "poularde", "poulardes"
"ch107", "récit", "produit", "animal", "poule", "poules"
"ch107", "récit", "produit", "animal", "poulet", "poulets"
"ch107", "récit", "produit", "animal", "œuf", "œufs"
"ch107", "questionnaire", "produit", "animal", "poule brahmapoutre", "brahmapoutres"
"ch107", "questionnaire", "produit", "animal", "poule campine", "campines"
"ch107", "questionnaire", "produit", "animal", "poule de Cochinchine", "cochinchines"
"ch107", "questionnaire", "produit", "animal", "poule crèvecœur", "crèvecœurs"
"ch107", "questionnaire", "produit", "animal", "poule dorking", "dorkings"
"ch107", "questionnaire", "produit", "animal", "poule de Houdan", "houdans"
"ch107", "questionnaire", "produit", "animal", "poule", "poules"
"ch107", "questionnaire", "produit", "animal", "poule de Houdan", "race de Houdan"
"ch107", "sciences_naturelles", "", "", "", "eau"
"ch107", "sciences_naturelles", "", "", "", "lait"
"ch107", "sciences_naturelles", "", "", "", "mie de pain"
"ch107", "économie_domestique", "produit", "animal", "poule", ">poules"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "aile"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "aile"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "blanc"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "blancs"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "carcasse"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "carcasse"
"ch107", "économie_domestique", "ingrédient", "légume", "cresson", "cresson"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "croupion"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "croupion"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "cuisse"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "cuisse"
"ch107", "économie_domestique", "produit", "végétal", "grain", "grain"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "morceau"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "morceaux"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "morceaux"
"ch107", "économie_domestique", "produit", "", "aliment", "nourriture"
"ch107", "économie_domestique", "ustensile", "", "plat", "plat"
"ch107", "économie_domestique", "ustensile", "", "plat", "plat"
"ch107", "économie_domestique", "produit", "animal", "poule", "poules"
"ch107", "économie_domestique", "produit", "animal", "poule", "poules"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "poulet rôti"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "poulet rôti"
"ch107", "économie_domestique", "mets", "", "poulet rôti", "sot-l'y laisse"
"ch107", "économie_domestique", "produit", "animal", "poule", "volatile"
