"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch137", "récit", "produit", "végétal", "cacao", "Amérique centrale"
"ch137", "récit", "produit", "végétal", "cacao", "Antilles"
"ch137", "récit", "produit", "végétal", "café", "Bourbon"
"ch137", "récit", "produit", "végétal", "cocotier", "Cocotiers"
"ch137", "récit", "produit", "végétal", "café", "Moka"
"ch137", "récit", "produit", "végétal", "palmier", "Palmiers"
"ch137", "récit", "produit", "végétal", "cacao", "amandes"
"ch137", "récit", "produit", "végétal", "cacao", "amandes"
"ch137", "récit", "produit", "végétal", "bananier", "bananiers"
"ch137", "récit", "produit", "boisson", "lait de coco", "boisson"
"ch137", "récit", "ingrédient", "végétal", "cacao", "cacao"
"ch137", "récit", "ingrédient", "végétal", "cacao", "cacao"
"ch137", "récit", "produit", "végétal", "cacao", "cacao"
"ch137", "récit", "produit", "végétal", "cacaoyer", "cacaoyer"
"ch137", "récit", "produit", "végétal", "café", "café"
"ch137", "récit", "produit", "végétal", "café", "café"
"ch137", "récit", "produit", "végétal", "canne à sucre", "canne à sucre"
"ch137", "récit", "produit", "végétal", "canne à sucre", "canne à sucre"
"ch137", "récit", "produit", "végétal", "canne à sucre", "canne à sucre"
"ch137", "récit", "produit", "végétal", "canne à sucre", "canne à sucre"
"ch137", "récit", "mets", "", "chocolat", "chocolat"
"ch137", "récit", "mets", "", "chocolat", "chocolat"
"ch137", "récit", "mets", "", "chocolat", "chocolats"
"ch137", "récit", "produit", "végétal", "cocotier", "cocotiers"
"ch137", "récit", "produit", "végétal", "concombre", "concombres"
"ch137", "récit", "mets", "", "crème dessert", "crèmes"
"ch137", "récit", "produit", "végétal", "coco", "eau"
"ch137", "récit", "produit", "végétal", "cacao", "fruits"
"ch137", "récit", "produit", "végétal", "fécule de haricot", "fécule de haricots"
"ch137", "récit", "produit", "végétal", "gousse de vanille", "gousses"
"ch137", "récit", "produit", "végétal", "cacao", "graine"
"ch137", "récit", "produit", "éparco", "vanille", "graine"
"ch137", "récit", "produit", "animal", "graisse", "graisse"
"ch137", "récit", "mets", "", "gâteau", "gâteaux"
"ch137", "récit", "produit", "végétal", "canne à sucre", "jus"
"ch137", "récit", "produit", "végétal", "coco", "lait"
"ch137", "récit", "produit", "végétal", "coco", "lait de coco"
"ch137", "récit", "produit", "fruit", "manguier", "manguiers"
"ch137", "récit", "produit", "végétal", "coco", "noix de coco"
"ch137", "récit", "produit", "végétal", "palmier", "palmiers"
"ch137", "récit", "produit", "boisson", "rhum", "rhum"
"ch137", "récit", "produit", "boisson", "rhum", "rhum"
"ch137", "récit", "ingrédient", "éparco", "sirop", "sirops"
"ch137", "récit", "ingrédient", "éparco", "sucre", "sucre"
"ch137", "récit", "produit", "boisson", "tafia", "tafia"
"ch137", "récit", "produit", "boisson", "tafia", "tafia"
"ch137", "récit", "ingrédient", "éparco", "vanille", "vanille"
"ch137", "récit", "produit", "végétal", "vanille", "vanille"
"ch137", "récit", "produit", "végétal", "vanillier", "vanillier"
"ch137", "questionnaire", "produit", "végétal", "cacao", "cacao"
"ch137", "questionnaire", "produit", "végétal", "cacaoyer", "cacaoyer"
"ch137", "questionnaire", "produit", "végétal", "café", "café"
"ch137", "questionnaire", "produit", "végétal", "café", "café"
"ch137", "questionnaire", "mets", "", "chocolat", "chocolats"
"ch137", "questionnaire", "produit", "éparco", "vanille", "vanille"
"ch137", "géographie", "produit", "", "eau minérale", "eaux minérales"
"ch137", "sciences_naturelles", "produit", "végétal", "ananas", "ananas"
"ch137", "sciences_naturelles", "produit", "végétal", "banane", "bananes"
"ch137", "sciences_naturelles", "produit", "animal", "bœuf", "bœuf"
"ch137", "sciences_naturelles", "produit", "végétal", "cacao", "cacao"
"ch137", "sciences_naturelles", "produit", "végétal", "café", "café"
"ch137", "sciences_naturelles", "produit", "végétal", "canne à sucre", "canne à sucre"
"ch137", "sciences_naturelles", "produit", "animal", "chèvre", "chèvre"
"ch137", "sciences_naturelles", "produit", "végétal", "citron", "citron"
"ch137", "sciences_naturelles", "produit", "végétal", "manioc", "manioc"
"ch137", "sciences_naturelles", "produit", "végétal", "maïs", "maïs"
"ch137", "sciences_naturelles", "produit", "végétal", "orange", "oranges"
"ch137", "sciences_naturelles", "produit", "végétal", "raisin", "raisin"
"ch137", "sciences_naturelles", "produit", "végétal", "riz", "riz"
"ch137", "sciences_naturelles", "produit", "végétal", "thé", "thé"
"ch137", "sciences_naturelles", "produit", "éparco", "vanille", "vanille"
"ch137", "économie_domestique", "mets", "", "chocolat chaud", "CHOCOLAT"
"ch137", "économie_domestique", "ustensile", "", "tasse", "TASSE"
"ch137", "économie_domestique", "mets", "", "café au lait", "café au lait"
"ch137", "économie_domestique", "ustensile", "", "charbon", "charbon"
"ch137", "économie_domestique", "ingrédient", "végétal", "chocolat", "chocolat"
"ch137", "économie_domestique", "mets", "", "chocolat chaud", "chocolat"
"ch137", "économie_domestique", "ingrédient", "laitier", "lait", "lait"
"ch137", "économie_domestique", "ingrédient", "féculent", "pain", "pain"
"ch137", "économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"ch137", "économie_domestique", "ustensile", "", "tasse", "tasse"
"ch137", "économie_domestique", "ustensile", "", "tasse", "tasse"
