"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch126", "industrie", "ustensile", "", "auge", "auges"
"ch126", "industrie", "produit", "végétal", "betterave à sucre", "betterave"
"ch126", "industrie", "produit", "végétal", "betterave à sucre", "betterave"
"ch126", "industrie", "produit", "végétal", "canne à sucre", "canne à sucre"
"ch126", "industrie", "produit", "végétal", "canne à sucre", "canne à sucre"
"ch126", "industrie", "ingrédient", "éparco", "cassonade", "cassonade"
"ch126", "industrie", "ingrédient", "éparco", "cassonade", "cassonade"
"ch126", "industrie", "ingrédient", "éparco", "cassonade", "cassonade"
"ch126", "industrie", "ingrédient", "minéral", "chaux", "chaux"
"ch126", "industrie", "ustensile", "", "cuve", "cuves"
"ch126", "industrie", "ustensile", "", "cylindre", "cylindres"
"ch126", "industrie", "produit", "végétal", "betterave à sucre", "espèce à chair blanche"
"ch126", "industrie", "produit", "végétal", "figue", "figues"
"ch126", "industrie", "produit", "végétal", "fraise", "fraises"
"ch126", "industrie", "produit", "végétal", "betterave à sucre", "jus"
"ch126", "industrie", "produit", "végétal", "melon", "melons"
"ch126", "industrie", "produit", "animal", "miel", "miel"
"ch126", "industrie", "ustensile", "", "moule", "moules"
"ch126", "industrie", "ingrédient", "éparco", "mélasse", "mélasse"
"ch126", "industrie", "produit", "végétal", "canne à sucre", "mœlle juteuse et sucrée"
"ch126", "industrie", "ingrédient", "éparco", "sucre", "pains"
"ch126", "industrie", "produit", "végétal", "plante sucrière", "plantes"
"ch126", "industrie", "produit", "végétal", "plante sucrière", "plantes"
"ch126", "industrie", "produit", "végétal", "poire", "poires"
"ch126", "industrie", "produit", "végétal", "betterave à sucre", "pulpe"
"ch126", "industrie", "produit", "végétal", "betterave à sucre", "pulpe"
"ch126", "industrie", "produit", "végétal", "betterave à sucre", "racines"
"ch126", "industrie", "produit", "végétal", "raisin", "raisins"
"ch126", "industrie", "produit", "végétal", "canne à sucre", "roseau"
"ch126", "industrie", "produit", "végétal", "canne à sucre", "roseaux"
"ch126", "industrie", "ustensile", "", "sac de laine", "sacs de laine"
"ch126", "industrie", "produit", "végétal", "betterave à sucre", "sirop"
"ch126", "industrie", "produit", "végétal", "canne à sucre", "suc"
"ch126", "industrie", "produit", "végétal", "sucre", "suc"
"ch126", "industrie", "ingrédient", "éparco", "sucre", "sucre"
"ch126", "industrie", "ingrédient", "éparco", "sucre", "sucre"
"ch126", "industrie", "ingrédient", "éparco", "sucre", "sucre"
"ch126", "industrie", "ingrédient", "éparco", "sucre", "sucre"
"ch126", "industrie", "produit", "végétal", "sucre", "sucre de betteraves"
"ch126", "industrie", "ustensile", "", "turbine", "turbines"
"ch126", "industrie", "ustensile", "", "vase", "vases"
"ch126", "économie_domestique", "mets", "", "crème au café", "CRÉME AU CAFÉ"
"ch126", "économie_domestique", "ingrédient", "éparco", "assaisonnement", "assaisonnement"
"ch126", "économie_domestique", "ustensile", "", "bain-marie", "bain-marie"
"ch126", "économie_domestique", "mets", "", "beignet", "beignets"
"ch126", "économie_domestique", "mets", "", "boisson", "boissons"
"ch126", "économie_domestique", "mets", "", "café", "café"
"ch126", "économie_domestique", "ingrédient", "boisson", "café", "café noir"
"ch126", "économie_domestique", "mets", "", "charlotte de pommes", "charlottes de pommes"
"ch126", "économie_domestique", "mets", "", "chocolat", "chocolat"
"ch126", "économie_domestique", "mets", "", "confiture", "confitures"
"ch126", "économie_domestique", "ustensile", "", "couvercle de feu", "couvercle de feu"
"ch126", "économie_domestique", "mets", "", "croquette de rix", "croquettes de riz"
"ch126", "économie_domestique", "mets", "", "crème au café", "crème au café"
"ch126", "économie_domestique", "mets", "", "crème au café", "crème au café"
"ch126", "économie_domestique", "mets", "", "crème renversée", "crèmes renversées"
"ch126", "économie_domestique", "mets", "", "fruit cuit", "fruits cuits"
"ch126", "économie_domestique", "ingrédient", "animal", "œuf", "jaunes d'œufs"
"ch126", "économie_domestique", "ingrédient", "laitier", "lait", "lait"
"ch126", "économie_domestique", "ingrédient", "laitier", "lait", "lait"
"ch126", "économie_domestique", "mets", "", "met", "mets"
"ch126", "économie_domestique", "ustensile", "", "plat", "plat"
"ch126", "économie_domestique", "mets", "", "mets", "plats"
"ch126", "économie_domestique", "mets", "", "plat sucré", "plats sucrés"
"ch126", "économie_domestique", "mets", "", "plat sucré", "plats sucrés"
"ch126", "économie_domestique", "mets", "", "pomme au beurre", "pommes au beurre"
"ch126", "économie_domestique", "ustensile", "", "pot", "pots"
"ch126", "économie_domestique", "mets", "", "pot de crème", "pots de crème"
"ch126", "économie_domestique", "mets", "", "pâtisserie", "pâtisseries"
"ch126", "économie_domestique", "mets", "", "sirop", "sirops"
"ch126", "économie_domestique", "mets", "", "soufflé de fécule", "soufflés de fécule"
"ch126", "économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"ch126", "économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"ch126", "économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"ch126", "économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"ch126", "économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"ch126", "économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"ch126", "économie_domestique", "mets", "", "sucre", "sucre"
"ch126", "économie_domestique", "ingrédient", "éparco", "sucre", "sucre cassé"
"ch126", "économie_domestique", "ustensile", "", "tamis", "tamis"
"ch126", "économie_domestique", "mets", "", "thé", "thé"
"ch126", "économie_domestique", "mets", "", "tisane", "tisanes"
