"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch116", "récit", "produit", "animal", "abeille", "abeilles"
"ch116", "récit", "produit", "animal", "abeille", "abeilles ouvrières"
"ch116", "récit", "produit", "animal", "abeille", "essaims"
"ch116", "récit", "mets", "", "friandise", "friandises"
"ch116", "récit", "produit", "animal", "miel", "miel"
"ch116", "récit", "produit", "animal", "miel", "miel"
"ch116", "récit", "produit", "animal", "abeille", "ouvrières"
"ch116", "récit", "produit", "animal", "abeille", "ouvrières"
"ch116", "récit", "ustensile", "", "ruche", "ruche"
"ch116", "récit", "ustensile", "", "ruche", "rucher"
"ch116", "récit", "ustensile", "", "ruche", "ruches"
"ch116", "récit", "ustensile", "", "ruche", "ruches"
"ch116", "questionnaire", "ustensile", "", "ruche", "ruches"
"ch116", "sciences_naturelles", "produit", "animal", "miel", "MIEL"
"ch116", "sciences_naturelles", "produit", "animal", "abeille", "abeilles"
"ch116", "sciences_naturelles", "produit", "animal", "abeille", "abeilles"
"ch116", "sciences_naturelles", "produit", "animal", "abeille", "abeilles"
"ch116", "sciences_naturelles", "ustensile", "", "ruche", "cellules"
"ch116", "sciences_naturelles", "ustensile", "", "ruche", "cire"
"ch116", "sciences_naturelles", "produit", "animal", "abeille", "estomac"
"ch116", "sciences_naturelles", "produit", "végétal", "feuille", "feuilles des plantes"
"ch116", "sciences_naturelles", "produit", "végétal", "fleur", "fleurs"
"ch116", "sciences_naturelles", "ustensile", "", "fumée", "fumée de chiffons"
"ch116", "sciences_naturelles", "produit", "animal", "ruche", "gâteaux"
"ch116", "sciences_naturelles", "ustensile", "", "ruche", "gâteaux"
"ch116", "sciences_naturelles", "ustensile", "", "ruche", "gâteaux de miel"
"ch116", "sciences_naturelles", "produit", "animal", "abeille", "insectes"
"ch116", "sciences_naturelles", "produit", "animal", "abeille", "insectes"
"ch116", "sciences_naturelles", "produit", "animal", "miel", "miel"
"ch116", "sciences_naturelles", "produit", "animal", "miel", "miel"
"ch116", "sciences_naturelles", "produit", "animal", "miel", "miel"
"ch116", "sciences_naturelles", "produit", "animal", "miel", "miel"
"ch116", "sciences_naturelles", "produit", "animal", "miel", "miel"
"ch116", "sciences_naturelles", "produit", "animal", "miel", "miel"
"ch116", "sciences_naturelles", "produit", "animal", "miel", "miel"
"ch116", "sciences_naturelles", "produit", "animal", "miel", "miel vierge"
"ch116", "sciences_naturelles", "produit", "végétal", "plante", "plantes"
"ch116", "sciences_naturelles", "ustensile", "", "pot de verre", "pots de verre"
"ch116", "sciences_naturelles", "", "", "", "provisions"
"ch116", "sciences_naturelles", "ustensile", "", "ruche", "rayons"
"ch116", "sciences_naturelles", "ustensile", "", "ruche", "rayons"
"ch116", "sciences_naturelles", "ustensile", "", "ruche", "rayons"
"ch116", "sciences_naturelles", "ustensile", "", "ruche", "rayons"
"ch116", "sciences_naturelles", "ustensile", "", "ruche", "ruche"
"ch116", "sciences_naturelles", "ustensile", "", "ruche", "ruche"
"ch116", "sciences_naturelles", "ustensile", "", "ruche", "ruche"
"ch116", "sciences_naturelles", "ustensile", "", "ruche", "ruches"
"ch116", "sciences_naturelles", "ustensile", "", "soufflet", "soufflet"
"ch116", "sciences_naturelles", "ustensile", "", "vase", "vase"
"ch116", "économie_domestique", "mets", "", "boisson", "boisson"
"ch116", "économie_domestique", "produit", "boisson", "hydromel", "boisson"
"ch116", "économie_domestique", "ustensile", "", "bouteille", "bouteilles"
"ch116", "économie_domestique", "ustensile", "", "brosse", "brosse"
"ch116", "économie_domestique", "ingrédient", "légume", "chiendent", "chiendent"
"ch116", "économie_domestique", "ustensile", "", "chiffon", "chiffon"
"ch116", "économie_domestique", "produit", "animal", "cire", "cire"
"ch116", "économie_domestique", "produit", "animal", "cire", "cire"
"ch116", "économie_domestique", "produit", "animal", "cire", "cire"
"ch116", "économie_domestique", "ingrédient", "", "eau", "eau"
"ch116", "économie_domestique", "ingrédient", "boisson", "eau-de-vie", "eau-de-vie"
"ch116", "économie_domestique", "mets", "", "hydromel", "hydromel"
"ch116", "économie_domestique", "produit", "boisson", "hydromel", "hydromel"
"ch116", "économie_domestique", "produit", "boisson", "hydromel", "liquide"
"ch116", "économie_domestique", "ingrédient", "animal", "miel", "miel"
"ch116", "économie_domestique", "ingrédient", "éparco", "miel", "miel"
"ch116", "économie_domestique", "ingrédient", "éparco", "miel", "miel"
"ch116", "économie_domestique", "ingrédient", "éparco", "miel", "miel"
"ch116", "économie_domestique", "ingrédient", "éparco", "miel", "miel en pots"
"ch116", "économie_domestique", "produit", "animal", "miel", "miel en rayons"
"ch116", "économie_domestique", "ingrédient", "féculent", "orge", "orge"
"ch116", "économie_domestique", "produit", "animal", "cire", "pains"
"ch116", "économie_domestique", "ustensile", "", "peau", "peau"
"ch116", "économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"ch116", "économie_domestique", "mets", "", "tisane", "tisanes"
