"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch052", "récit", "ingrédient", "", "ingrédient", "Ingrédients"
"ch052", "récit", "mets", "", "aliment", "aliments"
"ch052", "récit", "produit", "boisson", "bière", "bière,"
"ch052", "récit", "mets", "", "bouilli", "bouilli"
"ch052", "récit", "mets", "", "bouillon", "bouillon"
"ch052", "récit", "mets", "", "bouillon", "bouillon"
"ch052", "récit", "ingrédient", "", "ingrédient", "ingrédients"
"ch052", "récit", "ingrédient", "légume", "légume", "légumes"
"ch052", "récit", "ingrédient", "légume", "légume", "légumes "
"ch052", "récit", "mets", "", "mets", "mets"
"ch052", "récit", "ingrédient", "éparco", "persil", "persil"
"ch052", "récit", "produit", "éparco", "persil", "persil"
"ch052", "récit", "produit", "éparco", "persil", "plante potagère"
"ch052", "récit", "mets", "", "pot-au-feu", "plat"
"ch052", "récit", "mets", "", "mets", "plats"
"ch052", "récit", "mets", "", "pot-au-feu", "pot-au-feu"
"ch052", "récit", "mets", "", "pot-au-feu", "pot-au-feu"
"ch052", "récit", "ingrédient", "éparco", "sel", "sel"
"ch052", "récit", "produit", "éparco", "sel", "sel"
"ch052", "récit", "produit", "éparco", "sel", "sel"
"ch052", "récit", "mets", "", "soupe", "soupe"
"ch052", "récit", "mets", "", "soupe", "soupe"
"ch052", "récit", "ingrédient", "carné", "viande", "viande"
"ch052", "questionnaire", "mets", "", "bouilli", "bouilli"
"ch052", "civilité", "", "", "", " couverts"
"ch052", "civilité", "", "", "", "assiettes"
"ch052", "civilité", "", "", "", "carafes d’eau fraîche"
"ch052", "civilité", "", "", "", "compotiers"
"ch052", "civilité", "", "", "", "couteau"
"ch052", "civilité", "", "", "", "couvert"
"ch052", "civilité", "", "", "", "couvert"
"ch052", "civilité", "", "", "", "cuiller"
"ch052", "civilité", "", "", "", "dessert"
"ch052", "civilité", "", "", "", "deux assiettes"
"ch052", "civilité", "", "", "", "feuilles de vigne"
"ch052", "civilité", "", "", "", "fourchette"
"ch052", "civilité", "", "", "", "fruits"
"ch052", "civilité", "", "", "", "les fruits"
"ch052", "civilité", "", "", "", "mousse"
"ch052", "civilité", "", "", "", "nappe"
"ch052", "civilité", "mets", "", "pain", "pain"
"ch052", "civilité", "", "", "", "plat"
"ch052", "civilité", "", "", "", "plateau"
"ch052", "civilité", "", "", "", "plats"
"ch052", "civilité", "", "", "", "plats"
"ch052", "civilité", "", "", "", "plats d'une forme particulière"
"ch052", "civilité", "", "", "repas", "repas"
"ch052", "civilité", "", "", "", "saladier"
"ch052", "civilité", "", "", "", "salières"
"ch052", "civilité", "", "", "", "serviette"
"ch052", "civilité", "", "", "", "serviette"
"ch052", "civilité", "", "", "", "soupière"
"ch052", "civilité", "", "", "", "table"
"ch052", "civilité", "", "", "", "table"
"ch052", "civilité", "", "", "", "verre"
"ch052", "civilité", "", "", "", "verres"
"ch052", "civilité", "", "", "", "verres à boire"
"ch052", "civilité", "", "", "", "vin"
"ch052", "sciences_naturelles", "", "", "", "PERSIL"
"ch052", "sciences_naturelles", "", "", "", "arbuste"
"ch052", "sciences_naturelles", "", "", "", "cuisine"
"ch052", "sciences_naturelles", "", "", "", "feuilles"
"ch052", "sciences_naturelles", "", "", "", "fruits"
"ch052", "sciences_naturelles", "", "", "", "persil"
"ch052", "sciences_naturelles", "", "", "", "persil"
"ch052", "sciences_naturelles", "", "", "", "persil"
"ch052", "sciences_naturelles", "", "", "", "persil"
"ch052", "sciences_naturelles", "", "", "", "persil"
"ch052", "sciences_naturelles", "", "", "", "plante"
"ch052", "sciences_naturelles", "", "", "", "plante"
"ch052", "sciences_naturelles", "", "", "", "plante potagère"
"ch052", "sciences_naturelles", "", "", "", "sauces "
"ch052", "économie_domestique", "mets", "", "pot-au-feu", "POT-AU-FEU"
"ch052", "économie_domestique", "mets", "", "potage aux pâtes d'Italie", "auxpâtes d'Italie"
"ch052", "économie_domestique", "mets", "", "bouillon", "bouillon"
"ch052", "économie_domestique", "mets", "", "bouillon", "bouillon"
"ch052", "économie_domestique", "mets", "", "bouillon", "bouillon"
"ch052", "économie_domestique", "ingrédient", "carné", "bœuf", "bœuf"
"ch052", "économie_domestique", "ingrédient", "éparco", "caramel", "caramel"
"ch052", "économie_domestique", "ingrédient", "légume", "carotte", "carottes"
"ch052", "économie_domestique", "ingrédient", "éparco", "clou de girofle", "clous de girofle"
"ch052", "économie_domestique", "ingrédient", "éparco", "cosses de pois séchées", "cosses de pois séchées au four"
"ch052", "économie_domestique", "ingrédient", "", "eau", "eau"
"ch052", "économie_domestique", "ingrédient", "éparco", "ail", "gousse d'ail"
"ch052", "économie_domestique", "ingrédient", "légume", "légume", "légumes"
"ch052", "économie_domestique", "ingrédient", "légume", "légume", "légumes"
"ch052", "économie_domestique", "ingrédient", "légume", "navet", "navet fendus en deux"
"ch052", "économie_domestique", "ingrédient", "légume", "poireau", "poireau ficelé et également fendu"
"ch052", "économie_domestique", "ustensile", "", "pot", "pot"
"ch052", "économie_domestique", "mets", "", "pot-au-feu", "pot-au-feu"
"ch052", "économie_domestique", "mets", "", "pot-au-feu", "pot-au-feu"
"ch052", "économie_domestique", "mets", "", "pot-au-feu", "pot-au-feu"
"ch052", "économie_domestique", "mets", "", "pot-au-feu", "pot-au-feu"
"ch052", "économie_domestique", "mets", "", "pot-au-feu", "pot-au-feu"
"ch052", "économie_domestique", "mets", "", "potage au tapioca", "potage autapioca"
"ch052", "économie_domestique", "ingrédient", "féculent", "pâte", "pâtes d'Italie"
"ch052", "économie_domestique", "mets", "", "soupe grasse", "soupe grasse"
"ch052", "économie_domestique", "ingrédient", "féculent", "tapioca", "tapioca"
"ch052", "économie_domestique", "ingrédient", "légume", "chou", "tête de chou"
"ch052", "économie_domestique", "ingrédient", "carné", "viande", "viande"
"ch052", "économie_domestique", "ingrédient", "carné", "bœuf", "viande de bœuf"
"ch052", "économie_domestique", "ingrédient", "animal", "écume", "écume"
