"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch092", "récit", "ustensile", "", "agitateur", "agitateur"
"ch092", "récit", "produit", "légume", "asperge", "asperges"
"ch092", "récit", "produit", "légume", "asperge", "asperges"
"ch092", "récit", "ustensile", "", "baratte", "baratte"
"ch092", "récit", "ustensile", "", "baratte", "baratte"
"ch092", "récit", "produit", "laitier", "beurre", "beurre"
"ch092", "récit", "produit", "laitier", "beurre", "beurre"
"ch092", "récit", "produit", "laitier", "beurre", "beurre"
"ch092", "récit", "produit", "laitier", "beurre", "beurre"
"ch092", "récit", "produit", "laitier", "beurre", "beurre"
"ch092", "récit", "produit", "légume", "chou", "choux"
"ch092", "récit", "ingrédient", "laitier", "crème", "crème"
"ch092", "récit", "produit", "fruit", "fruit", "fruits"
"ch092", "récit", "ingrédient", "laitier", "lait", "lait frais"
"ch092", "récit", "ustensile", "", "linge", "linge blanc de lessive"
"ch092", "récit", "produit", "légume", "légume", "légumes"
"ch092", "récit", "mets", "", "met", "mets"
"ch092", "récit", "produit", "carné", "mouton", "moutons"
"ch092", "récit", "produit", "", "aliment", "nourriture"
"ch092", "récit", "produit", "féculent", "pain", "pain"
"ch092", "récit", "ustensile", "", "panier", "paniers"
"ch092", "récit", "produit", "végétal", "poireau", "poireaux"
"ch092", "récit", "produit", "carné", "poulet", "poulets"
"ch092", "récit", "produit", "", "provision", "provisions"
"ch092", "récit", "mets", "", "rôti", "rôti"
"ch092", "récit", "ingrédient", "éparco", "sel marin", "sel marin"
"ch092", "récit", "produit", "carné", "viande", "viande"
"ch092", "récit", "produit", "carné", "viande", "viande"
"ch092", "récit", "produit", "carné", "viande", "viande"
"ch092", "récit", "produit", "", "vivre", "vivres"
"ch092", "récit", "produit", "carné", "volaille", "volaille"
"ch092", "récit", "produit", "carné", "volaille", "volaille"
"ch092", "récit", "produit", "carné", "volaille", "volailles"
"ch092", "récit", "produit", "animal", "œuf", "œufs"
"ch092", "récit", "produit", "animal", "œuf", "œufs"
"ch092", "récit", "produit", "animal", "œuf", "œufs"
"ch092", "récit", "produit", "animal", "œuf", "œufs"
"ch092", "récit", "produit", "animal", "œuf", "œufs"
"ch092", "questionnaire", "produit", "légume", "asperge", "asperges"
"ch092", "questionnaire", "ustensile", "", "panier", "panier"
"ch092", "morale", "", "", "", "festins"
"ch092", "sciences_naturelles", "", "", "", "bulbe"
"ch092", "sciences_naturelles", "", "", "", "graines"
"ch092", "sciences_naturelles", "", "", "", "légume"
"ch092", "sciences_naturelles", "", "", "", "maturité"
"ch092", "sciences_naturelles", "", "", "", "odeur"
"ch092", "sciences_naturelles", "", "", "", "oignon"
"ch092", "sciences_naturelles", "", "", "", "oignon"
"ch092", "sciences_naturelles", "", "", "", "oignons"
"ch092", "sciences_naturelles", "", "", "", "oignons"
"ch092", "sciences_naturelles", "", "", "", "oignons"
