"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch049", "récit", "produit", "laitier", "beurre", "beurre fin"
"ch049", "récit", "produit", "légume", "chou", "choux"
"ch049", "récit", "produit", "légume", "chou", "choux"
"ch049", "récit", "produit", "légume", "choux de Bruxelles", "choux de Bruxelles"
"ch049", "récit", "produit", "légume", "choux de Bruxelles", "choux de Bruxelles"
"ch049", "récit", "produit", "légume", "épinard", "feuilles d'épinards"
"ch049", "récit", "produit", "laitier", "fromage à la crème", "fromage à la crème"
"ch049", "récit", "produit", "animal", "lapin", "lapins"
"ch049", "récit", "produit", "animal", "lapin", "lapins"
"ch049", "récit", "produit", "animal", "lapin", "lapins"
"ch049", "récit", "produit", "animal", "lapin", "lapins"
"ch049", "récit", "produit", "", "marchandise", "marchandises"
"ch049", "récit", "ustensile", "", "panier", "panier"
"ch049", "récit", "ustensile", "", "panier", "paniers"
"ch049", "récit", "produit", "animal", "pigeon", "pigeons"
"ch049", "récit", "produit", "animal", "pigeon", "pigeons"
"ch049", "récit", "produit", "fruit", "poire", "poires"
"ch049", "récit", "produit", "fruit", "pomme", "pommes"
"ch049", "récit", "produit", "animal", "poulet", "poulets"
"ch049", "récit", "produit", "éparco", "romarin", "romarin"
"ch049", "récit", "ingrédient", "carné", "viande", "viandes"
"ch049", "récit", "produit", "animal", "volaille", "volailles"
"ch049", "récit", "produit", "animal", "volaille", "volailles"
"ch049", "récit", "produit", "animal", "volaille", "volailles"
"ch049", "récit", "produit", "légume", "épinard", "épinards"
"ch049", "récit", "ustensile", "", "étal", "étal"
"ch049", "récit", "produit", "animal", "œuf", "œufs"
"ch049", "récit", "produit", "animal", "œuf", "œufs"
"ch049", "récit", "produit", "animal", "œuf", "œufs"
"ch049", "questionnaire", "ustensile", "", "étal", "étal"
"ch049", "sciences_naturelles", "produit", "boisson", " eau", "eau"
"ch049", "sciences_naturelles", "produit", "boisson", "eau", "eau"
"ch049", "sciences_naturelles", "produit", "boisson", "eau", "eau"
"ch049", "sciences_naturelles", "produit", "boisson", "eau", "eau"
"ch049", "sciences_naturelles", "produit", "boisson", "eau", "eau"
"ch049", "sciences_naturelles", "produit", "boisson", "eau", "eau"
"ch049", "économie_domestique", "ingrédient", "laitier", "", "beurre"
"ch049", "économie_domestique", "ingrédient", "laitier", "beurre", "beurre"
"ch049", "économie_domestique", "ustensile", "", "casserole", "casserole"
"ch049", "économie_domestique", "mets", "", "croûtons frits", "croûtons frits"
"ch049", "économie_domestique", "ustensile", "", "eau", "eau"
"ch049", "économie_domestique", "ustensile", "", "eau", "eau bouillante"
"ch049", "économie_domestique", "ustensile", "", "eau", "eau fraîche"
"ch049", "économie_domestique", "ingrédient", "féculent", "farine", "farine"
"ch049", "économie_domestique", "produit", "légume", "épinard", "feuilles"
"ch049", "économie_domestique", "mets", "", "fricandeau", "fricandeau"
"ch049", "économie_domestique", "ingrédient", "", "garniture", "garniture"
"ch049", "économie_domestique", "ingrédient", "légume", "laitue", "laitue"
"ch049", "économie_domestique", "produit", "légume", "légume", "légume"
"ch049", "économie_domestique", "ingrédient", "éparco", "muscade", "muscade"
"ch049", "économie_domestique", "produit", "légume", "épinard", "plante"
"ch049", "économie_domestique", "ingrédient", "éparco", "sel", "sel"
"ch049", "économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"ch049", "économie_domestique", "produit", "animal", "veau", "veau"
"ch049", "économie_domestique", "ingrédient", "carné", "viande", "viande"
"ch049", "économie_domestique", "ingrédient", "carné", "viande", "viande"
"ch049", "économie_domestique", "ingrédient", "légume", "épinard", "épinards"
"ch049", "économie_domestique", "produit", "légume", "épinard", "épinards"
"ch049", "économie_domestique", "produit", "légume", "épinard", "épinards"
"ch049", "économie_domestique", "produit", "légume", "épinard", "épinards"
"ch049", "économie_domestique", "produit", "légume", "épinard", "épinards"
"ch049", "économie_domestique", "mets", "", "épinards au beurre", "épinards au beurre"
"ch049", "économie_domestique", "mets", "", "épinards au beurre", "épinards au beurre"
