"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch047", "récit", "produit", "légume", "chou Milan", "Chou Milan"
"ch047", "récit", "produit", "légume", "chou cabus", "Chou cabus"
"ch047", "récit", "produit", "légume", "betterave", "betteraves"
"ch047", "récit", "produit", "féculent", "blé", "blé"
"ch047", "récit", "produit", "légume", "chou de Bruxelles", "bruxelles"
"ch047", "récit", "produit", "légume", "chou cabus", "cabus"
"ch047", "récit", "produit", "légume", " chou", "choux"
"ch047", "récit", "produit", "légume", "chou", "choux"
"ch047", "récit", "produit", "légume", "chou", "choux"
"ch047", "récit", "produit", "légume", "chou de Bruxelles", "choux de Bruxelles"
"ch047", "récit", "produit", "féculent", "grain", "grain"
"ch047", "récit", "produit", "féculent", "grain", "grain"
"ch047", "récit", "produit", "animal", "lapin", "lapins"
"ch047", "récit", "produit", "légume", "chou milan", "milans"
"ch047", "récit", "produit", "féculent", "orge", "orge"
"ch047", "récit", "produit", "végétal", "plante potagère", "plante potagère"
"ch047", "récit", "produit", "légume", "potiron", "potiron"
"ch047", "récit", "produit", "légume", "potiron", "potirons"
"ch047", "récit", "produit", "féculent", "seigle", "seigle"
"ch047", "récit", "mets", "", "soupe", "soupe"
"ch047", "récit", "produit", "animal", "volaille", "volailles"
"ch047", "récit", "produit", "animal", "volaille", "volailles"
"ch047", "questionnaire", "produit", "légume", "chou", "choux"
"ch047", "questionnaire", "produit", "légume", "légume", "légume"
"ch047", "morale", "produit", "animal", "chair", "chair"
"ch047", "morale", "produit", "fruit", "fruit", "fruits"
"ch047", "économie_domestique", "mets", "", "chou en ragoût", "CHOU EN RAGOÛT"
"ch047", "économie_domestique", "mets", "", "choucroute", "CHOUCROUTE"
"ch047", "économie_domestique", "ustensile", "", "baril", "baril"
"ch047", "économie_domestique", "ustensile", "", "baril", "baril"
"ch047", "économie_domestique", "ustensile", "", "baril", "baril"
"ch047", "économie_domestique", "ingrédient", "laitier", "beurre", "beurre"
"ch047", "économie_domestique", "ingrédient", "", "bouillon", "bouillon"
"ch047", "économie_domestique", "mets", "", "bouillon", "bouillon"
"ch047", "économie_domestique", "produit", "animal", "bœuf", "bœuf"
"ch047", "économie_domestique", "ustensile", "", "casserole", "casserole"
"ch047", "économie_domestique", "ustensile", "", "casserole", "casserole"
"ch047", "économie_domestique", "produit", "carné", "cervelas", "cervelas"
"ch047", "économie_domestique", "produit", "carné", "cervelas", "cervelas"
"ch047", "économie_domestique", "ingrédient", "légume", "chou", "chou"
"ch047", "économie_domestique", "ingrédient", "végétal", "chou", "chou"
"ch047", "économie_domestique", "produit", "légume", "chou", "chou"
"ch047", "économie_domestique", "produit", "légume", "chou", "chou"
"ch047", "économie_domestique", "mets", "", "choucroute", "choucroute"
"ch047", "économie_domestique", "mets", "", "choucroute", "choucroute"
"ch047", "économie_domestique", "mets", "", "choucroute", "choucroute"
"ch047", "économie_domestique", "mets", "", "choucroute", "choucroute"
"ch047", "économie_domestique", "ingrédient", "légume", "chou", "choux"
"ch047", "économie_domestique", "ingrédient", "végétal", "chou", "choux"
"ch047", "économie_domestique", "produit", "légume", "chou", "choux"
"ch047", "économie_domestique", "produit", "légume", "chou", "choux"
"ch047", "économie_domestique", "produit", "légume", "chou", "choux"
"ch047", "économie_domestique", "produit", "légume", "chou à grosse pomme", "choux à grosse pomme"
"ch047", "économie_domestique", "ustensile", "", "couteau", "couteau"
"ch047", "économie_domestique", "ustensile", "", "couvercle", "couvercle"
"ch047", "économie_domestique", "ustensile", "", "couvercle", "couvercle"
"ch047", "économie_domestique", "ustensile", "", "couvercle", "couvercle"
"ch047", "économie_domestique", "ingrédient", "", "jus de cuisson", "cuisson"
"ch047", "économie_domestique", "ingrédient", "", "eau", "eau"
"ch047", "économie_domestique", "produit", "", "eau", "eau"
"ch047", "économie_domestique", "ustensile", "", "eau", "eaux"
"ch047", "économie_domestique", "ingrédient", "légume", "chou", "feuilles"
"ch047", "économie_domestique", "ingrédient", "éparco", "feuille de laurier", "feuilles de laurier"
"ch047", "économie_domestique", "ustensile", "", "fût", "fût"
"ch047", "économie_domestique", "ingrédient", "éparco", "genièvre", "genièvre"
"ch047", "économie_domestique", "ingrédient", "éparco", "genièvre", "genièvre"
"ch047", "économie_domestique", "produit", "éparco", "genièvre", "genièvre"
"ch047", "économie_domestique", "produit", "animal", "graisse", "graisse"
"ch047", "économie_domestique", "produit", "animal", "graisse", "graisse"
"ch047", "économie_domestique", "ingrédient", "carné", "graisse de rôti", "graisse de rôti"
"ch047", "économie_domestique", "produit", "carné", "jambon", "jambon dessalé"
"ch047", "économie_domestique", "ingrédient", "", "jus de cuisson", "jus"
"ch047", "économie_domestique", "produit", "animal", "lard", "lard"
"ch047", "économie_domestique", "produit", "carné", "lard de poitrine", "lard de poitrine"
"ch047", "économie_domestique", "produit", "animal", " lard de poitrine fumé", "lard de poitrine fumé"
"ch047", "économie_domestique", "produit", "éparco", "laurier", "laurier"
"ch047", "économie_domestique", "produit", "légume", "légume", "légumes"
"ch047", "économie_domestique", "ustensile", "", "morceau de bois", "morceau de bois"
"ch047", "économie_domestique", "produit", "animal", "lard", "petit lard"
"ch047", "économie_domestique", "mets", "", "plat", "plat"
"ch047", "économie_domestique", "ustensile", "", "plat", "plat"
"ch047", "économie_domestique", "mets", "", "plat maigre", "plat maigre"
"ch047", "économie_domestique", "ingrédient", "éparco", "poivre", "poivre"
"ch047", "économie_domestique", "ingrédient", "éparco", "poivre", "poivre"
"ch047", "économie_domestique", "ingrédient", "éparco", "poivre", "poivre en grains"
"ch047", "économie_domestique", "produit", "animal", "porc", "porc salé"
"ch047", "économie_domestique", "produit", "carné", "porc salé", "porc salé"
"ch047", "économie_domestique", "ustensile", "", "pot", "pot"
"ch047", "économie_domestique", "mets", "", "pot-au-feu", "pot-au-feu "
"ch047", "économie_domestique", "produit", "carné", "saucisse", "saucisses"
"ch047", "économie_domestique", "produit", "carné", "saucisse", "saucisses"
"ch047", "économie_domestique", "ingrédient", "éparco", "sel", "sel"
"ch047", "économie_domestique", "ingrédient", "éparco", "sel", "sel"
"ch047", "économie_domestique", "ingrédient", "éparco", "sel", "sel"
"ch047", "économie_domestique", "ingrédient", "éparco", "sel", "sel"
"ch047", "économie_domestique", "ustensile", "", "toile", "toile"
