"Section", "Type", "Subtype", "Key", "Object"
"sciences_naturelles", "produit", "animal", "bœuf", "bœuf"
"sciences_naturelles", "ustensile", "", "bœuf", "bœuf"
"sciences_naturelles", "produit", "animal", "viande bovine", "chair"
"sciences_naturelles", "produit", "carné", "vache", "chair"
"sciences_naturelles", "ustensile", "", "chariot", "chariots"
"sciences_naturelles", "ustensile", "", "charrue", "charrue"
"sciences_naturelles", "ustensile", "", "cheval", "cheval"
"sciences_naturelles", "produit", "animal", "corne", "cornes"
"sciences_naturelles", "produit", "animal", "corne", "cornes"
"sciences_naturelles", "produit", "animal", "cuir", "cuir"
"sciences_naturelles", "produit", "animal", "dépouilles", "dépouilles"
"sciences_naturelles", "produit", "animal", "bovin", "espèce bovine"
"sciences_naturelles", "produit", "fabriqué", "fil", "fil"
"sciences_naturelles", "produit", "animal", "graisse", "graisse"
"sciences_naturelles", "produit", "animal", "gélatine", "gélatine"
"sciences_naturelles", "produit", "animal", "", "génisse"
"sciences_naturelles", "produit", "animal", "huile", "huile"
"sciences_naturelles", "produit", "animal", "ivoire", "ivoire"
"sciences_naturelles", "produit", "animal", "lait", "lait"
"sciences_naturelles", "produit", "fabriqué", "manche de couteau", "manches de couteau"
"sciences_naturelles", "produit", "animal", "noir animal", "noir animal"
"sciences_naturelles", "produit", "végétal", "aliment", "nourriture"
"sciences_naturelles", "produit", "fabriqué", "objet", "objets"
"sciences_naturelles", "produit", "animal", "os", "os"
"sciences_naturelles", "produit", "animal", "os", "os"
"sciences_naturelles", "produit", "animal", "peau", "peau"
"sciences_naturelles", "produit", "animal", "peau", "peau"
"sciences_naturelles", "produit", "fabriqué", "peigne", "peignes"
"sciences_naturelles", "produit", "animal", "pied de vache", "pieds"
"sciences_naturelles", "produit", "animal", "ruminant", "ruminants"
"sciences_naturelles", "produit", "animal", "sang", "sang"
"sciences_naturelles", "produit", "animal", "sang", "sang"
"sciences_naturelles", "produit", "animal", "suif", "suif"
"sciences_naturelles", "produit", "animal", "tendon", "tendons"
"sciences_naturelles", "produit", "animal", "tendon", "tendons"
"sciences_naturelles", "produit", "animal", "", "vache"
"sciences_naturelles", "produit", "animal", "vache", "vache"
"sciences_naturelles", "produit", "animal", "vache", "vache"
"sciences_naturelles", "produit", "animal", "vache", "vache"
"sciences_naturelles", "produit", "animal", "", "veau"
"sciences_naturelles", "produit", "animal", "veau", "veau"
"sciences_naturelles", "produit", "carné", "veau", "viande"
"sciences_naturelles", "produit", "fabriqué", "", "vitres de lanternes"
"économie_domestique", "produit", "animal", "albumine", "albumine"
"économie_domestique", "produit", "animal", "lait", "aliment"
"économie_domestique", "produit", "animal", "lait", "aliment des aliments"
"économie_domestique", "produit", "animal", "beurre", "beurre"
"économie_domestique", "produit", "animal", "beurre", "beurre"
"économie_domestique", "produit", "minéral", "bicarbonate de soude", "bicarbonate de soude"
"économie_domestique", "produit", "animal", "lait", "boisson"
"économie_domestique", "produit", "animal", "lait", "brebis"
"économie_domestique", "produit", "animal", "lait de chèvre", "chèvres"
"économie_domestique", "mets", "", "crème", "crèmes"
"économie_domestique", "ustensile", "", "eau", "eau fraîche"
"économie_domestique", "produit", "animal", "fromage", "fromage"
"économie_domestique", "produit", "animal", "fromage", "fromage"
"économie_domestique", "produit", "animal", "graisse", "graisse"
"économie_domestique", "produit", "animal", "lait", "lait"
"économie_domestique", "produit", "animal", "lait", "lait"
"économie_domestique", "produit", "animal", "lait", "lait de vache"
"économie_domestique", "produit", "animal", "lait de vache", "lait de vache"
"économie_domestique", "mets", "", "potage", "potages"
"économie_domestique", "mets", "", "pâtisserie", "pâtisseries"
"économie_domestique", "mets", "", "ragoût", "ragoûts"
"économie_domestique", "produit", "animal", "sel", "sel"
"économie_domestique", "mets", "", "soupe", "soupes"
"économie_domestique", "produit", "animal", "sucre", "sucre"
"économie_domestique", "ustensile", "", "tablette", "tablettes de pierre ou de bois"
"économie_domestique", "ustensile", "", "vase", "vases"
"économie_domestique", "ustensile", "", "vase", "vases de lait"
