"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch115", "récit", "produit", "végétal", "", "fleurs de sureau"
"ch115", "récit", "produit", "végétal", "tilleul", "fleurs du tilleul"
"ch115", "récit", "produit", "éparco", "", "huile"
"ch115", "récit", "produit", "éparco", "huile d'œillette", "huile d'œillette"
"ch115", "récit", "mets", "boisson", "infusion", "infusion"
"ch115", "récit", "produit", "végétal", "tilleul", "tilleul"
"ch115", "récit", "mets", "boisson", "tisane", "tisanes"
"ch115", "sciences_naturelles", "produit", "végétal", "colza", "colza"
"ch115", "sciences_naturelles", "produit", "végétal", "colza", "colza"
"ch115", "sciences_naturelles", "produit", "végétal", "fruit oléagineux", "fruits oléagineux"
"ch115", "sciences_naturelles", "produit", "végétal", "fruit oléagineux", "fruits oléagineux"
"ch115", "sciences_naturelles", "produit", "éparco", "huile", "huile"
"ch115", "sciences_naturelles", "produit", "végétal", "navette", "navette"
"ch115", "sciences_naturelles", "produit", "végétal", "noix", "noix"
"ch115", "sciences_naturelles", "produit", "végétal", "olive", "olive"
"ch115", "sciences_naturelles", "produit", "végétal", "plante oléagineuse", "plantes oléagineuses"
"ch115", "sciences_naturelles", "produit", "végétal", "œillette3", "œillette"
"ch115", "sciences_naturelles", "produit", "végétal", "œillette3", "œillette"
