"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch030", "récit", "ingrédient", "féculent", "Blé", "Blé"
"ch030", "récit", "ingrédient", "féculent", "avoine", "avoine"
"ch030", "récit", "produit", "féculent", "avoine", "avoine"
"ch030", "récit", "produit", "boisson", "bière", "bière"
"ch030", "récit", "ingrédient", "féculent", "Bblé", "blé"
"ch030", "récit", "produit", "féculent", "blee", "blé"
"ch030", "récit", "produit", "féculent", "blé", "blé"
"ch030", "récit", "produit", "féculent", "blé", "blé"
"ch030", "récit", "produit", "féculent", "blé", "blé"
"ch030", "récit", "produit", "féculent", "céréales", "céréales"
"ch030", "récit", "ingrédient", "féculent", "orge", "orge"
"ch030", "récit", "ingrédient", "féculent", "orge", "orge"
"ch030", "récit", "ingrédient", "féculent", "orge", "orge"
"ch030", "récit", "produit", "féculent", "pain", "pain"
"ch030", "récit", "ingrédient", "féculent", "seigle", "seigle"
"ch030", "récit", "ingrédient", "féculent", "seigle", "seigle"
"ch030", "questionnaire", "produit", "féculent", "blé", "blé"
"ch030", "questionnaire", "produit", "féculent", "blé", "blé"
"ch030", "questionnaire", "produit", "féculent", "blé", "blé"
"ch030", "géographie", "produit", "féculent", "blé", "blé"
"ch030", "sciences_naturelles", "", "", "", "CÉRÉALES"
"ch030", "sciences_naturelles", "produit", "féculent", "avoine", "avoine"
"ch030", "sciences_naturelles", "produit", "féculent", "blé", "blé"
"ch030", "sciences_naturelles", "produit", "féculent", "orge", "orge"
"ch030", "sciences_naturelles", "produit", "féculent", "seigle", "seigle"
"ch030", "agriculture", "produit", "féculent", "avoine", "avoine"
"ch030", "agriculture", "produit", "féculent", "avoine", "avoine"
"ch030", "agriculture", "produit", "féculent", "blé", "blé"
"ch030", "agriculture", "produit", "féculent", "blé", "blé"
"ch030", "agriculture", "produit", "féculent", "blé", "blé"
"ch030", "agriculture", "produit", "féculent", "blé", "blé"
"ch030", "agriculture", "produit", "féculent", "blé", "blé"
"ch030", "agriculture", "produit", "féculent", "céréale", "céréales"
"ch030", "agriculture", "ustensile", "", "faucille", "faucille"
"ch030", "agriculture", "produit", "féculent", "orge", "orge"
"ch030", "agriculture", "produit", "féculent", "orge", "orge"
"ch030", "agriculture", "ustensile", "", "rouleau", "rouleau"
"ch030", "agriculture", "produit", "féculent", "seigle", "seigle"
"ch030", "agriculture", "produit", "féculent", "seigle", "seigle"
"ch030", "agriculture", "ustensile", "", "semoir", "semoir"
"ch030", "industrie", "ustensile", "", "moulin", "MOULIN"
"ch030", "industrie", "ustensile", "", "battoir", "battoir"
"ch030", "industrie", "produit", "féculent", "blé", "blé"
"ch030", "industrie", "produit", "féculent", "céréale", "céréales"
"ch030", "industrie", "ingrédient", "féculent", "farine", "farine"
"ch030", "industrie", "produit", "féculent", "farine", "farine"
"ch030", "industrie", "ustensile", "", "fléau", "fléau"
"ch030", "industrie", "produit", "féculent", "grain", "grain"
"ch030", "industrie", "produit", "féculent", "grain", "grain"
"ch030", "industrie", "produit", "féculent", "grain", "grain"
"ch030", "industrie", "produit", "féculent", "grain", "grain"
"ch030", "industrie", "produit", "féculent", "grain", "grain"
"ch030", "industrie", "produit", "féculent", "grain", "grain"
"ch030", "industrie", "ustensile", "", "meule", "meule"
"ch030", "industrie", "ustensile", "", "meule", "meules"
"ch030", "industrie", "ustensile", "", "meule", "meules"
"ch030", "industrie", "ustensile", "", "moulin", "moulin"
"ch030", "industrie", "ustensile", "", "moulin", "moulin"
"ch030", "industrie", "ustensile", "", "moulin", "moulin"
"ch030", "industrie", "ustensile", "", "moulin", "moulin"
"ch030", "industrie", "ustensile", "", "moulin", "moulins"
"ch030", "industrie", "ustensile", "", "plateau", "plateau d'osier"
"ch030", "industrie", "ustensile", "", "roue à volant", "roue à volants"
"ch030", "industrie", "ustensile", "", "sac", "sac"
"ch030", "industrie", "", "", "", "son"
"ch030", "industrie", "ustensile", "", "trémie", "trémie"
"ch030", "industrie", "ustensile", "", "van", "van"
"ch030", "économie_domestique", "mets", "", "pain", "PAIN"
"ch030", "économie_domestique", "mets", "", "aliment", "aliment"
"ch030", "économie_domestique", "ingrédient", "légume", "betteraves", "betteraves"
"ch030", "économie_domestique", "ustensile", "", "cendres", "cendres"
"ch030", "économie_domestique", "ustensile", "", "charbons", "charbons"
"ch030", "économie_domestique", "ustensile", "", "coffre", "coffre"
"ch030", "économie_domestique", "ingrédient", "minéral", "eau", "eau"
"ch030", "économie_domestique", "ingrédient", "minéral", "eau", "eau"
"ch030", "économie_domestique", "ingrédient", "féculent", "farine", "farine"
"ch030", "économie_domestique", "ingrédient", "féculent", "farine", "farine"
"ch030", "économie_domestique", "ingrédient", "féculent", "farine", "farine"
"ch030", "économie_domestique", "ingrédient", "féculent", "farine", "farine"
"ch030", "économie_domestique", "ingrédient", "féculent", "farine", "farine"
"ch030", "économie_domestique", "ustensile", "", "four", "four"
"ch030", "économie_domestique", "mets", "", "gâteaux", "gâteaux"
"ch030", "économie_domestique", "ingrédient", "", "levain", "levain"
"ch030", "économie_domestique", "ingrédient", "", "levain", "levain"
"ch030", "économie_domestique", "ingrédient", "", "levure de bière", "levure de bière"
