"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch075", "récit", "mets", "", "soupe", "soupes"
"ch075", "complexe", "produit", "féculent", "avoine", "avoines"
"ch075", "complexe", "produit", "féculent", "avoine", "avoines"
"ch075", "complexe", "produit", "légume", "betterave", "betteraves"
"ch075", "complexe", "produit", "féculent", "blé", "blé"
"ch075", "complexe", "produit", "féculent", "blé", "blés"
"ch075", "complexe", "produit", "féculent", "blé", "blés"
"ch075", "complexe", "produit", "fruit", "cerise", "cerises"
"ch075", "complexe", "produit", "fruit", "chassela", "chasselas"
"ch075", "complexe", "produit", "féculent", "céréale", "céréales"
"ch075", "complexe", "produit", "féculent", "céréale", "céréales"
"ch075", "complexe", "produit", "boisson", "eau-de-vie", "eau-de-vie"
"ch075", "complexe", "produit", "fruit", "fruit", "fruits"
"ch075", "complexe", "produit", "fruit", "fruit", "fruits"
"ch075", "complexe", "produit", "éparco", "huile", "huile"
"ch075", "complexe", "produit", "légume", "", "légumes"
"ch075", "complexe", "produit", "féculent", "orge", "orges"
"ch075", "complexe", "produit", "légume", "pomme de terre", "pommes de terre"
"ch075", "complexe", "produit", "féculent", "siegle", "siegles"
"ch075", "complexe", "produit", "boisson", "vin", "vins"
