"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch088", "récit", "produit", "fruit", "fraise", "Fraises"
"ch088", "récit", "mets", "", "confiture de fraises", "confitures de fraises"
"ch088", "récit", "mets", "", "dessert", "dessert"
"ch088", "récit", "produit", "fruit", "fraise", "fraises"
"ch088", "récit", "produit", "fruit", "fraise", "fraises"
"ch088", "récit", "produit", "fruit", "fraise", "fraises"
"ch088", "récit", "produit", "fruit", "fraise", "fraises"
"ch088", "récit", "produit", "fruit", "fraise", "fraises"
"ch088", "récit", "produit", "fruit", "fraise", "fraises"
"ch088", "récit", "produit", "fruit", "fraise", "fraises"
"ch088", "récit", "produit", "fruit", "fraise", "fraises"
"ch088", "récit", "produit", "fruit", "fraisier", "fraisier"
"ch088", "récit", "produit", "fruit", "fraise", "fruit"
"ch088", "récit", "ustensile", "", "panier", "panier"
"ch088", "récit", "ustensile", "", "panier", "panier"
"ch088", "récit", "ustensile", "", "panier", "panier"
"ch088", "récit", "ustensile", "", "panier", "paniers"
"ch088", "questionnaire", "produit", "fruit", "fraise", "fraises"
"ch088", "questionnaire", "produit", "fruit", "fraise", "fraises"
"ch088", "économie_domestique", "mets", "", "confiture de fraises", "CONFITURES DE FRAISES"
"ch088", "économie_domestique", "produit", "fruit", "fraise", "caperons"
"ch088", "économie_domestique", "mets", "", "confiture de fraises", "confitures"
"ch088", "économie_domestique", "mets", "", "confiture de fraises", "confitures"
"ch088", "économie_domestique", "mets", "", "confiture de fraises", "confitures de fraises"
"ch088", "économie_domestique", "mets", "", "confiture de fraises", "confitures de fraises"
"ch088", "économie_domestique", "ustensile", "", "eau", "eau"
"ch088", "économie_domestique", "ustensile", "", "eau", "eau fraîche"
"ch088", "économie_domestique", "ingrédient", "boisson", "eau-de-vie", "eau-de-vie"
"ch088", "économie_domestique", "ustensile", "", "papier", "fort papier"
"ch088", "économie_domestique", "ingrédient", "fruit", "fraise", "fraises"
"ch088", "économie_domestique", "produit", "fruit", "fraise", "fraises"
"ch088", "économie_domestique", "produit", "fruit", "fraise", "fraises de jardin"
"ch088", "économie_domestique", "produit", "fruit", "fraise", "fraises des bois"
"ch088", "économie_domestique", "ustensile", "", "papier", "papier imbibé d’eau-de-vie"
"ch088", "économie_domestique", "ustensile", "", "pot", "pots"
"ch088", "économie_domestique", "ustensile", "", "pot", "pots"
"ch088", "économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"ch088", "économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
