"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch062", "récit", "ingrédient", "éparco", "ail", "ail"
"ch062", "récit", "produit", "éparco", "condiment", "condiment"
"ch062", "récit", "mets", "", "mets", "mets"
"ch062", "récit", "ingrédient", "éparco", "poivre", "poivre"
"ch062", "récit", "produit", "éparco", "sel", "sel"
"ch062", "récit", "mets", "carné", "viande de chevreau", "viande de chevreau"
"ch062", "récit", "produit", "éparco", "épice", "épices"
"ch062", "géographie", "produit", "fruit", "abricotier", "abricotiers"
"ch062", "géographie", "produit", "fruit", "dattier", "dattiers"
"ch062", "géographie", "produit", "boisson", "eau", "eau"
"ch062", "géographie", "produit", "végétal", "froment", "froment"
"ch062", "géographie", "produit", "fruit", "grenadier", "grenadiers"
"ch062", "géographie", "produit", "végétal", "maïs", "maïs"
"ch062", "géographie", "produit", "fruit", "oranger", "orangers"
"ch062", "géographie", "produit", "végétal", "orge", "orge"
"ch062", "géographie", "produit", "fruit", "pêcher", "pêchers"
"ch062", "géographie", "produit", "fruit", "vigne", "vignes"
"ch062", "sciences_naturelles", "produit", "éparco", "sel", "sel"
"ch062", "sciences_naturelles", "produit", "éparco", "sel", "sel"
"ch062", "sciences_naturelles", "produit", "éparco", "sel", "sel"
"ch062", "sciences_naturelles", "produit", "éparco", "sel", "sel"
"ch062", "sciences_naturelles", "produit", "éparco", "sel", "sel"
"ch062", "sciences_naturelles", "produit", "éparco", "sel", "sel"
"ch062", "sciences_naturelles", "produit", "éparco", "sel", "sel"
"ch062", "hygiène", "mets", "boisson", "café", "café noir"
"ch062", "hygiène", "ingrédient", "minéral", "eau", "eau"
"ch062", "hygiène", "mets", "boisson", "eau", "eau"
"ch062", "hygiène", "mets", "boisson", "eau vinaigrée", "eau acidulée de vinaigre"
"ch062", "hygiène", "mets", "boisson", "eau glacée", "eau glacée"
"ch062", "hygiène", "ingrédient", "boisson", "eau-de-vie", "eau-de-vie"
"ch062", "hygiène", "ingrédient", "éparco", "gentiane", "gentiane"
"ch062", "hygiène", "mets", "boisson", "infusion de gentiane", "gentiane"
"ch062", "hygiène", "mets", "boisson", "infusion de réglisse", "infusions de réglisse"
"ch062", "hygiène", "mets", "boisson", "liqueur forte", "liqueurs fortes"
"ch062", "hygiène", "ingrédient", "éparco", "réglisse", "réglisse"
"ch062", "hygiène", "mets", "boisson", "vin", "vin"
"ch062", "hygiène", "mets", "boisson", "vin pur", "vin pur"
"ch062", "hygiène", "ingrédient", "éparco", "vinaigre", "vinaigre"
