"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch058", "récit", "produit", "fruit", "citron", "Citron"
"ch058", "récit", "produit", "fruit", "orange", "Orange"
"ch058", "récit", "produit", "fruit", "banane", "bananes"
"ch058", "récit", "produit", "fruit", "banane", "bananes"
"ch058", "récit", "produit", "fruit", "bananier", "bananier"
"ch058", "récit", "produit", "boisson", "boisson de feuille d'oranger", "boisson"
"ch058", "récit", "produit", "boisson", "limonade", "boisson"
"ch058", "récit", "produit", "fruit", "citron", "citron"
"ch058", "récit", "produit", "fruit", "citronnier", "citronnier"
"ch058", "récit", "produit", "fruit", "citronnier", "citronniers"
"ch058", "récit", "produit", "fruit", "citronnier", "citronniers"
"ch058", "récit", "produit", "fruit", "citron", "citrons"
"ch058", "récit", "ingrédient", "", "eau", "eau"
"ch058", "récit", "produit", "fruit", "eau d'oranger", "eau distillée des fleurs"
"ch058", "récit", "produit", "fruit", "orange", "feuilles d'oranger"
"ch058", "récit", "ustensile", "", "fourchette", "fourchette"
"ch058", "récit", "produit", "fruit", "orange", "fruit"
"ch058", "récit", "produit", "fruit", "banane", "fruits"
"ch058", "récit", "produit", "boisson", "limonade", "limonade"
"ch058", "récit", "mets", "", "met", "mets"
"ch058", "récit", "produit", "fruit", "orange", "orange"
"ch058", "récit", "produit", "fruit", "oranger", "orangers"
"ch058", "récit", "produit", "fruit", "orangers", "orangers"
"ch058", "récit", "produit", "fruit", "orange", "oranges"
"ch058", "récit", "produit", "fabriqué", "papier", "papier"
"ch058", "récit", "ingrédient", "éparco", "sucre", "sucre"
"ch058", "récit", "produit", "végétal", "bananier", "tiges"
"ch058", "récit", "produit", "fabriqué", "étoffe", "étoffes"
"ch058", "sciences_naturelles", "", "", "", "banane"
"ch058", "sciences_naturelles", "", "", "", "banane"
"ch058", "sciences_naturelles", "", "", "", "bananes"
"ch058", "sciences_naturelles", "", "", "", "chair"
"ch058", "sciences_naturelles", "", "", "", "citron"
"ch058", "sciences_naturelles", "", "", "", "citron"
"ch058", "sciences_naturelles", "", "", "", "citron"
"ch058", "sciences_naturelles", "", "", "", "citron"
"ch058", "sciences_naturelles", "", "", "", "concombres"
"ch058", "sciences_naturelles", "", "", "", "fruit"
"ch058", "sciences_naturelles", "", "", "", "fruit"
"ch058", "sciences_naturelles", "", "", "", "fruit"
"ch058", "sciences_naturelles", "", "", "", "fruits"
"ch058", "sciences_naturelles", "", "", "", "fruits"
"ch058", "sciences_naturelles", "", "", "", "liquide"
"ch058", "sciences_naturelles", "mets", "", "nourriture", "nourriture"
"ch058", "sciences_naturelles", "", "", "", "noyaux"
"ch058", "sciences_naturelles", "", "", "", "orange"
"ch058", "sciences_naturelles", "", "", "", "orange"
"ch058", "sciences_naturelles", "", "", "", "orange"
"ch058", "sciences_naturelles", "", "", "", "orange"
"ch058", "sciences_naturelles", "", "", "", "orange"
"ch058", "sciences_naturelles", "", "", "", "orange"
"ch058", "sciences_naturelles", "", "", "", "suc"
"ch058", "sciences_naturelles", "", "", "", "suc"
"ch058", "sciences_naturelles", "", "", "", "tranche"
"ch058", "sciences_naturelles", "", "", "", "tranches"
"ch058", "sciences_naturelles", "", "", "", "écorce"
"ch058", "économie_domestique", "ustensile", "", "assiette", "assiette"
"ch058", "économie_domestique", "ustensile", "", "assiette", "assiette"
"ch058", "économie_domestique", "produit", "fruit", "citron", "citron"
"ch058", "économie_domestique", "produit", "fruit", "citron", "citron"
"ch058", "économie_domestique", "ustensile", "", "doigt", "doigt"
"ch058", "économie_domestique", "produit", "fruit", "orange", "enveloppe jaune"
"ch058", "économie_domestique", "mets", "", "orange", "fruit"
"ch058", "économie_domestique", "produit", "fruit", "orange", "fruit"
"ch058", "économie_domestique", "ingrédient", "fruit", "jus de citron", "jus"
"ch058", "économie_domestique", "mets", "", "orange", "orange"
"ch058", "économie_domestique", "produit", "fruit", "orange", "orange"
"ch058", "économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"ch058", "économie_domestique", "ingrédient", "éparco", "sucre en poudre", "sucre en poudre"
"ch058", "économie_domestique", "mets", "", "orange", "tranche"
"ch058", "économie_domestique", "produit", "fruit", "orange", "tranches"
"ch058", "économie_domestique", "produit", "fruit", "orange", "écorce"
