"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch143", "récit", "produit", "éparco", "gingembre", " Gingembre "
"ch143", "récit", "mets", "", "dessert", " desserts "
"ch143", "récit", "produit", "", "fruit", " fruits "
"ch143", "récit", "produit", "éparco", "gingembre", " gingembre "
"ch143", "récit", "mets", "", "confiture", "confitures"
"ch143", "récit", "produit", "éparco", "gingembre", "gingembre "
"ch143", "récit", "produit", "éparco", "gingembre", "gingembre "
"ch143", "sciences_naturelles", "produit", "fruit", "banane", " bananes "
"ch143", "sciences_naturelles", "produit", "fruit", "bananes", " bananes "
"ch143", "sciences_naturelles", "produit", "fruit", "citron", " citron "
"ch143", "sciences_naturelles", "produit", "fruit", "cédrat", " cédrat "
"ch143", "sciences_naturelles", "produit", "fruit", "cédrats", " cédrats "
"ch143", "sciences_naturelles", "produit", "fruit", "fruit du cocotier", " fruit du cocotier "
"ch143", "sciences_naturelles", "produit", "fruit", "fruit", " fruits "
"ch143", "sciences_naturelles", "produit", "fruit", "fruit", " fruits "
"ch143", "sciences_naturelles", "produit", "éparco", "gigembre", " gingembre "
"ch143", "sciences_naturelles", "produit", "éparco", "gingembre", " gingembre "
"ch143", "sciences_naturelles", "produit", "végétal", "liqueu laiteuse", " liqueur laiteuse "
"ch143", "sciences_naturelles", "produit", "fruit", "noix de coco", " noix de coco "
"ch143", "sciences_naturelles", "produit", "fruit", "noix de coco", " noix de coco "
"ch143", "sciences_naturelles", "produit", "éparco", "poivre", " poivre "
"ch143", "sciences_naturelles", "produit", "boisson", "thé", " thé "
"ch143", "sciences_naturelles", "produit", "végétal", "thé", " thé "
"ch143", "sciences_naturelles", "produit", "végétal", "thé", " thé "
"ch143", "sciences_naturelles", "produit", "végétal", "thé", " thé "
"ch143", "économie_domestique", "ingrédient", "fruit", "cerise", " cerises "
"ch143", "économie_domestique", "mets", "", "confiture", " confitures "
"ch143", "économie_domestique", "mets", "", "confiture", " confitures "
"ch143", "économie_domestique", "mets", "", "confitures", " confitures "
"ch143", "économie_domestique", "mets", "", "dessert", " dessert "
"ch143", "économie_domestique", "produit", "végétal", "thé", " espéces noires "
"ch143", "économie_domestique", "mets", "", "fromage", " fromage "
"ch143", "économie_domestique", "ingrédient", "fruit", "fruit", " fruits "
"ch143", "économie_domestique", "ingrédient", "fruit", "fruit", " fruits "
"ch143", "économie_domestique", "mets", "", "fruit", " fruits "
"ch143", "économie_domestique", "mets", "", "fruit", " fruits "
"ch143", "économie_domestique", "mets", "", "fruits", " fruits "
"ch143", "économie_domestique", "mets", "", "gâteaux", " gâteaux"
"ch143", "économie_domestique", "mets", "", "gâteaux", " gâteaux"
"ch143", "économie_domestique", "mets", "boisson", "infusion", " infusion "
"ch143", "économie_domestique", "mets", "boisson", "thé", " infusion "
"ch143", "économie_domestique", "mets", "boisson", "thé", " infusion de thé "
"ch143", "économie_domestique", "ingrédient", "fruit", "raisins", " raisins "
"ch143", "économie_domestique", "mets", "", "sucrerie", " sucreries "
"ch143", "économie_domestique", "ingrédient", "végétal", "thé", " thé "
"ch143", "économie_domestique", "mets", "boisson", "thé", " thé "
"ch143", "économie_domestique", "mets", "boisson", "thé", " thé "
"ch143", "économie_domestique", "mets", "boisson", "thé", " thé "
"ch143", "économie_domestique", "mets", "boisson", "thé", " thé "
"ch143", "économie_domestique", "produit", "boisson", "lait", " thé "
"ch143", "économie_domestique", "produit", "végétal", "thé", " thé "
"ch143", "économie_domestique", "produit", "végétal", "thé", " thé "
"ch143", "économie_domestique", "mets", "", "baba", "babas"
"ch143", "économie_domestique", "mets", "", "biscuit de Savoie", "biscuits de Savoie"
"ch143", "économie_domestique", "mets", "", "biscuit en caisse", "biscuits en caisse"
"ch143", "économie_domestique", "mets", "", "brioche", "brioches"
"ch143", "économie_domestique", "mets", "", "compote", "compotes"
"ch143", "économie_domestique", "mets", "", "compote", "compotes"
"ch143", "économie_domestique", "mets", "", "conserve", "conserves"
"ch143", "économie_domestique", "mets", "", "crème", "crème "
"ch143", "économie_domestique", "mets", "", "dessert", "dessert"
"ch143", "économie_domestique", "mets", "", "dessert", "dessert"
"ch143", "économie_domestique", "mets", "", "déjeuner", "déjeuner"
"ch143", "économie_domestique", "mets", "", "fromage", "fromages"
"ch143", "économie_domestique", "mets", "", "gelée", "gelées"
"ch143", "économie_domestique", "mets", "", "gâteaux feuilleté", "gâteaux feuilletés"
"ch143", "économie_domestique", "mets", "", "les pâtisseries", "les pâtisseries "
"ch143", "économie_domestique", "mets", "", "macaron", "macarons"
"ch143", "économie_domestique", "mets", "", "massepain", "massepains"
"ch143", "économie_domestique", "mets", "", "meringue", "meringues"
"ch143", "économie_domestique", "mets", "", "nougat", "nougats"
"ch143", "économie_domestique", "mets", "", "orange", "oranges"
"ch143", "économie_domestique", "mets", "", "pain au beurre", "pain au beurre"
"ch143", "économie_domestique", "mets", "", "petit four", "petits fours"
"ch143", "économie_domestique", "mets", "", "poire", "poires"
"ch143", "économie_domestique", "mets", "", "pomme", "pommes"
"ch143", "économie_domestique", "mets", "", "lait", "pot de lait"
"ch143", "économie_domestique", "mets", "", "prune", "prunes"
"ch143", "économie_domestique", "mets", "", "pâtisserie", "pâtisserie"
"ch143", "économie_domestique", "mets", "", "pâtisserie", "pâtisseries"
"ch143", "économie_domestique", "mets", "", "pâtisserie", "pâtisseries"
"ch143", "économie_domestique", "mets", "", "pêche", "pêches"
"ch143", "économie_domestique", "mets", "", "raisin", "raisins"
"ch143", "économie_domestique", "produit", "boisson", "rhum", "rhum"
"ch143", "économie_domestique", "mets", "", "souper", "souper"
"ch143", "économie_domestique", "mets", "", "sucreries", "sucreries"
