"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch136", "récit", "mets", "", "banane", "banane"
"ch136", "récit", "produit", "légume", "chou", "chou cabus"
"ch136", "récit", "produit", "légume", "chou", "choux"
"ch136", "récit", "produit", "fruit", "fruits", "fruits"
"ch136", "récit", "mets", "", "igname", "igname"
"ch136", "récit", "mets", "boisson", "lait de coco", "lait de coco"
"ch136", "récit", "produit", "légume", "légume", "légume"
"ch136", "récit", "mets", "", "mangue", "mangue"
"ch136", "récit", "mets", "", "nourriture", "nourriture"
"ch136", "récit", "produit", "fruit", "orange", "orange"
"ch136", "récit", "produit", "fruit", "orange", "oranges"
"ch136", "récit", "mets", "", "patate", "patate"
"ch136", "récit", "mets", "", "canne à sucre", "un morceau de canne à sucre"
"ch136", "questionnaire", "produit", "légume", "chou", "chou"
"ch136", "questionnaire", "mets", "", "nourriture", "nourriture"
"ch136", "questionnaire", "produit", "féculent", "pain", "pain"
