"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch060", "récit", "produit", "végétal", "blé", "blé"
"ch060", "récit", "produit", "fruit", "datte", "dattes"
"ch060", "récit", "produit", "végétal", "maïs", "maïs"
"ch060", "récit", "mets", "", "nourriture", "nourriture"
"ch060", "récit", "produit", "fruit", "prune", "prune"
"ch060", "récit", "produit", "végétal", "sorgho", "sorgho"
"ch060", "récit", "produit", "animal", "viande", "viande"
"ch060", "sciences_naturelles", "produit", "fruit", "dattier", "DATTIER"
"ch060", "sciences_naturelles", "produit", "carné", "chair de chameau", "chair"
"ch060", "sciences_naturelles", "produit", "fruit", "datte", "dattes"
"ch060", "sciences_naturelles", "produit", "fruit", "datte", "fruit"
"ch060", "sciences_naturelles", "produit", "fruit", "datte", "fruit"
"ch060", "sciences_naturelles", "produit", "fruit", "datte", "fruits"
"ch060", "sciences_naturelles", "produit", "fruit", "datte", "fruits"
"ch060", "sciences_naturelles", "produit", "laitier", "lait de chameau", "lait"
"ch060", "sciences_naturelles", "mets", "", "nourriture", "nourriture"
"ch060", "sciences_naturelles", "mets", "", "nourriture", "nourriture"
"ch060", "sciences_naturelles", "mets", "", "nourriture", "nourriture"
"ch060", "sciences_naturelles", "produit", "fruit", "pruneau", "pruneaux"
