"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch055", "récit", "ingrédient", "minéral", "eau", "eau"
"ch055", "récit", "ustensile", "", "saloir", "saloir"
"ch055", "récit", "ingrédient", "éparco", "saumure", "saumure"
"ch055", "récit", "ingrédient", "éparco", "sel", "sel"
"ch055", "récit", "ustensile", "", "vaisselle ", "vaisselle"
"ch055", "récit", "ingrédient", "animal", "œuf", "œuf"
"ch055", "géographie", "produit", "végétal", "café", "café"
"ch055", "géographie", "produit", "boisson", "vin", "crus"
"ch055", "géographie", "produit", "fruit", "", "fruits"
"ch055", "géographie", "produit", "végétal", "graine oléagineuse", "graines oléagineuses"
"ch055", "géographie", "produit", "fruit", "vigne", "vigne"
