"Chapter", "Section", "Type", "Subtype", "Key", "Object"
"ch050", "récit", "ustensile", "", "clapier", "Clapier"
"ch050", "récit", "produit", "animal", "basse-cour", "basse-cour"
"ch050", "récit", "produit", "animal", "lapin", "clapier"
"ch050", "récit", "produit", "animal", "lapin", "lapins"
"ch050", "récit", "produit", "animal", "lapin", "lapins"
"ch050", "composition", "ustensile", "", "colombier", "colombier"
"ch050", "économie_domestique", "produit", "laitier", "beurre", "Beurre"
"ch050", "économie_domestique", "produit", "végétal", "légume", "Légumes"
"ch050", "économie_domestique", "produit", "animal", "bœuf", "bœuf"
"ch050", "économie_domestique", "produit", "animal", "canard", "canard"
"ch050", "économie_domestique", "produit", "laitier", "crème", "crème"
"ch050", "économie_domestique", "produit", "laitier", "fromage", "fromage"
"ch050", "économie_domestique", "produit", "animal", "lapin", "lapin"
"ch050", "économie_domestique", "produit", "animal", "oie", "oie grasse"
"ch050", "économie_domestique", "produit", "animal", "pigeon", "pigeons"
"ch050", "économie_domestique", "produit", "animal", "pigeon", "pigeons"
"ch050", "économie_domestique", "produit", "animal", "poulet", "poulet"
"ch050", "économie_domestique", "produit", "animal", "poulet", "poulet"
"ch050", "économie_domestique", "produit", "animal", "poulet", "poulet"
"ch050", "économie_domestique", "produit", "animal", "poulet", "poulets"
"ch050", "économie_domestique", "produit", "animal", "volaille", "volailles"
"ch050", "économie_domestique", "produit", "animal", "œuf", "œufs"
"ch050", "économie_domestique", "produit", "animal", "œuf", "œufs"
"ch050", "économie_domestique", "produit", "animal", "œuf", "œufs"
