"Chapter", "Section", "Ref", "SameAs", "Key", "Place"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0001", "", "Afrique", "Afrique"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0052", "", "Bordeaux", "Bordeaux"
"ch136", "récit", "http://www.wikidata.org/entity/Q12193", "", "Brest", "Brest"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0921", "", "Brest", "Brest"
"ch136", "récit", "http://www.wikidata.org/entity/Q12193", "", "Brest", "Brest"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0921", "", "Brest", "Brest"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0450", "", "Cherbourg", "Cherbourg"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0450", "", "Cherbourg", "Cherbourg"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0450", "", "Cherbourg", "Cherbourg"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0014", "", "Espagne", "Espagne"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0005", "", "Europe", "Europe"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0495", "", "Fort-de-France", "Fort-de-France, Martinique"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0016", "", "France", "France"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0016", "", "France", "France"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0016", "", "France", "France"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0016", "", "France", "France"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0016", "", "France", "France"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0514", "", "Guinée", "Guinée"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0546", "", "Lorient", "Lorient"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0555", "", "Martinique", "Martinique"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0555", "", "Martinique", "Martinique"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0027", "", "Portugal", "Portugal"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0617", "", "Rochefort", "Rochefort"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0625", "", "Saint-Nazaire", "Saint-Nazaire"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0112", "", "Saint-Quentin", "Saint-Quentin"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0692", "", "Sénégal", "Sénégal"
"ch136", "récit", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0655", "", "Toulon", "Toulon"
"ch136", "questionnaire", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0450", "", "Cherbourg", "Cherbourg"
"ch136", "questionnaire", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0495", "", "Fort-de-France", "Fort-de-France"
"ch136", "questionnaire", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0555", "", "Martinique", "Martinique"
"ch136", "géographie", "http://www.wikidata.org/entity/Q4412", "", "West Africa", "Afrique occidentales"
"ch136", "géographie", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0953", "", "Côte est des États-Unis", "Amérique orientale"
"ch136", "géographie", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0363", "", "Antilles", "Antilles"
"ch136", "géographie", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0363", "", "Antilles", "Antilles"
"ch136", "géographie", "http://www.wikidata.org/entity/Q97", "", "Atlantic Ocean", "Atlantique"
"ch136", "géographie", "http://www.wikidata.org/entity/Q46", "", "Europe", "Europe"
"ch136", "géographie", "http://www.wikidata.org/entity/Q90", "", "Paris", "Paris"
"ch136", "géographie", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0044", "", "Paris", "Paris"
"ch136", "géographie", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0595", "", "petites Antilles", "petites Antilles"
"ch136", "composition", "https://raw.githubusercontent.com/BucknellDSC/suzette/refs/heads/master/suzette_gazetteer.xml#suzpl0792", "", "Amérique centrale", "Amérique"
